method,reference_method,observed_difference,bootstrap_mean_difference,percentile_ci_025,percentile_ci_975,basic_ci_025,basic_ci_975,probability_better_descriptive,hospital_count,training_seed_layer_included
expert:prior_separated,support_aware_router,0.061851070514684636,0.05262984626771487,-0.034512098454370796,0.09812675472787434,0.025575386301494932,0.15821423948374008,0.1,4,False
expert:stable_anchor,support_aware_router,0.041636448630619105,0.04071910207117489,-0.025004398038555725,0.12851675460636705,-0.04524385734512884,0.10827729529979394,0.2,4,False
equal_logit_blend,support_aware_router,-0.004242405740758404,-0.005549395782890665,-0.013799973409111588,5.380403453809942e-05,-0.008538615516054907,0.005315161927594781,0.9,4,False
selected_best_expert,support_aware_router,0.07269136329096748,0.06732724409632876,-0.014116666036731168,0.10335164838424506,0.042031078197689906,0.15949939261866614,0.1,4,False
selected_convex_blend,support_aware_router,0.008912900236012877,0.006992194922971329,-0.03974915326897391,0.03366289510296693,-0.015837094630941177,0.05757495374099966,0.2,4,False
