method,reference_method,observed_difference,bootstrap_mean_difference,bootstrap_bias,percentile_ci_025,percentile_ci_975,basic_ci_025,basic_ci_975,probability_better_descriptive
equal_logit_blend,support_aware_router,-0.004242405740758626,-0.004965530059203116,-0.0007231243184444899,-0.01183404958639151,-0.00020231454421820955,-0.008282496937299043,0.0033492381048742578,0.95
selected_convex_blend,support_aware_router,0.008912900236012766,0.008827961389583399,-8.493884642936725e-05,-0.01766678303292398,0.022185304238900836,-0.0043595037668753035,0.035492583504949514,0.2
expert:stable_anchor,support_aware_router,0.04163644863061888,0.03747747095931579,-0.004158977671303091,0.007616483784466691,0.08271349342650179,0.0005594038347359748,0.07565641347677107,0.0
expert:prior_separated,support_aware_router,0.061851070514684414,0.05970045029296075,-0.002150620221723666,0.023454178367802454,0.09176888010678748,0.03193326092258135,0.10024796266156638,0.0
selected_best_expert,support_aware_router,0.07269136329096737,0.07102741913285945,-0.0016639441581079162,0.018433094484670877,0.09793072375986657,0.04745200282206817,0.12694963209726387,0.0
