accuracy,precision,recall,f1,auc,repeat,fold,train_time,test_time
0.782608695652174,0.7818181818181819,0.8431372549019608,0.8113207547169812,0.8464849354375897,4,5,0.0026903152465820312,0.0006177425384521484
0.7934782608695652,0.8076923076923077,0.8235294117647058,0.8155339805825242,0.890961262553802,4,6,0.016454219818115234,0.0008013248443603516
0.8369565217391305,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9024390243902439,4,7,0.002891063690185547,0.0006279945373535156
0.8695652173913043,0.8545454545454545,0.9215686274509803,0.8867924528301887,0.9359158297465329,4,8,0.0030298233032226562,0.000606536865234375
0.8152173913043478,0.8269230769230769,0.8431372549019608,0.8349514563106796,0.9268292682926829,4,9,0.0027806758880615234,0.0006265640258789062
0.8043478260869565,0.8113207547169812,0.8431372549019608,0.8269230769230769,0.8321377331420372,4,10,0.0034401416778564453,0.0006375312805175781
0.8804347826086957,0.8979591836734694,0.88,0.8888888888888888,0.929047619047619,5,1,0.0030393600463867188,0.0006144046783447266
0.8043478260869565,0.8113207547169812,0.8431372549019608,0.8269230769230769,0.8670492587278813,5,2,0.004112958908081055,0.0007905960083007812
0.8369565217391305,0.875,0.8235294117647058,0.8484848484848485,0.9230033476805357,5,3,0.0024814605712890625,0.0006425380706787109
0.7608695652173914,0.7636363636363637,0.8235294117647058,0.7924528301886793,0.8517455762792921,5,4,0.002658367156982422,0.0006878376007080078
0.8478260869565217,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.9555236728837876,5,5,0.0026590824127197266,0.0006139278411865234
0.7717391304347826,0.7678571428571429,0.8431372549019608,0.8037383177570093,0.8498326159732186,5,6,0.003565073013305664,0.0005843639373779297
0.8043478260869565,0.8,0.8627450980392157,0.8301886792452831,0.9038737446197992,5,7,0.002660512924194336,0.0006725788116455078
0.8369565217391305,0.86,0.8431372549019608,0.8514851485148515,0.8986131037780966,5,8,0.004051923751831055,0.000644683837890625
0.8478260869565217,0.8245614035087719,0.9215686274509803,0.8703703703703703,0.890961262553802,5,9,0.002839326858520508,0.0006747245788574219
0.8152173913043478,0.8541666666666666,0.803921568627451,0.8282828282828283,0.8957436633189861,5,10,0.0027475357055664062,0.0007264614105224609
0.8369565217391305,0.8571428571428571,0.84,0.8484848484848485,0.9214285714285714,6,1,0.002535581588745117,0.0006694793701171875
0.7391304347826086,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8426590148254424,6,2,0.002666950225830078,0.0006194114685058594
0.8586956521739131,0.8653846153846154,0.8823529411764706,0.8737864077669902,0.9354375896700143,6,3,0.002590656280517578,0.0005829334259033203
0.7608695652173914,0.7735849056603774,0.803921568627451,0.7884615384615384,0.8402678144428503,6,4,0.0032231807708740234,0.0008571147918701172
0.8369565217391305,0.86,0.8431372549019608,0.8514851485148515,0.9406982305117169,6,5,0.005481243133544922,0.0008680820465087891
0.7934782608695652,0.7580645161290323,0.9215686274509803,0.831858407079646,0.9014825442372071,6,6,0.0038604736328125,0.00116729736328125
0.7934782608695652,0.8076923076923077,0.8235294117647058,0.8155339805825242,0.8412242945958871,6,7,0.0029516220092773438,0.0006520748138427734
0.8043478260869565,0.8113207547169812,0.8431372549019608,0.8269230769230769,0.8708751793400287,6,8,0.003210306167602539,0.0007741451263427734
0.8586956521739131,0.9130434782608695,0.8235294117647058,0.865979381443299,0.923481587757054,6,9,0.0027434825897216797,0.0006439685821533203
0.8804347826086957,0.8571428571428571,0.9411764705882353,0.897196261682243,0.9349593495934959,6,10,0.0030672550201416016,0.0006196498870849609
0.8369565217391305,0.8301886792452831,0.88,0.8543689320388349,0.8904761904761904,7,1,0.002532482147216797,0.0006632804870605469
0.8369565217391305,0.8,0.9411764705882353,0.8648648648648649,0.9091343854615017,7,2,0.003535747528076172,0.0008585453033447266
0.8260869565217391,0.8723404255319149,0.803921568627451,0.8367346938775511,0.9081779053084648,7,3,0.002510547637939453,0.0006136894226074219
0.8478260869565217,0.8245614035087719,0.9215686274509803,0.8703703703703703,0.8928742228598756,7,4,0.0033059120178222656,0.0006296634674072266
0.8586956521739131,0.8392857142857143,0.9215686274509803,0.8785046728971962,0.9349593495934959,7,5,0.002780437469482422,0.0006709098815917969
0.8152173913043478,0.8541666666666666,0.803921568627451,0.8282828282828283,0.8947871831659493,7,6,0.003556966781616211,0.0006034374237060547
0.8369565217391305,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.8986131037780967,7,7,0.0025582313537597656,0.0005896091461181641
0.6956521739130435,0.7804878048780488,0.6274509803921569,0.6956521739130435,0.8182687709230033,7,8,0.0035402774810791016,0.0006024837493896484
0.8478260869565217,0.8363636363636363,0.9019607843137255,0.8679245283018868,0.9139167862266858,7,9,0.002513408660888672,0.0005979537963867188
0.8043478260869565,0.8,0.8627450980392157,0.8301886792452831,0.9120038259206121,7,10,0.0029969215393066406,0.0005967617034912109
0.8043478260869565,0.8076923076923077,0.84,0.8235294117647058,0.8752380952380953,8,1,0.0028600692749023438,0.0006976127624511719
0.8478260869565217,0.8775510204081632,0.8431372549019608,0.86,0.9201339072214252,8,2,0.0026679039001464844,0.0005848407745361328
0.8804347826086957,0.8846153846153846,0.9019607843137255,0.8932038834951457,0.9387852702056433,8,3,0.002595663070678711,0.0006492137908935547
0.8043478260869565,0.7894736842105263,0.8823529411764706,0.8333333333333334,0.8684839789574367,8,4,0.0026845932006835938,0.0006608963012695312
0.782608695652174,0.7627118644067796,0.8823529411764706,0.8181818181818182,0.8641798182687709,8,5,0.002758026123046875,0.0006303787231445312
0.782608695652174,0.8163265306122449,0.7843137254901961,0.8,0.8986131037780966,8,6,0.002791166305541992,0.0006215572357177734
0.8260869565217391,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.8818747010999521,8,7,0.002773284912109375,0.0006971359252929688
0.782608695652174,0.7818181818181819,0.8431372549019608,0.8113207547169812,0.9167862266857962,8,8,0.0028159618377685547,0.0006401538848876953
0.8586956521739131,0.8518518518518519,0.9019607843137255,0.8761904761904762,0.9182209469153515,8,9,0.0025861263275146484,0.0006265640258789062
0.8152173913043478,0.8695652173913043,0.7843137254901961,0.8247422680412371,0.8742228598756576,8,10,0.0027031898498535156,0.0006074905395507812
0.8043478260869565,0.7857142857142857,0.88,0.8301886792452831,0.8904761904761904,9,1,0.002546072006225586,0.0005934238433837891
0.8478260869565217,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8952654232424676,9,2,0.0025293827056884766,0.0005838871002197266
0.8043478260869565,0.8,0.8627450980392157,0.8301886792452831,0.9349593495934959,9,3,0.003269195556640625,0.0006494522094726562
0.7282608695652174,0.7321428571428571,0.803921568627451,0.7663551401869159,0.8130081300813008,9,4,0.002626657485961914,0.0006382465362548828
0.8260869565217391,0.8070175438596491,0.9019607843137255,0.8518518518518519,0.899091343854615,9,5,0.0025153160095214844,0.0006322860717773438
0.8478260869565217,0.8775510204081632,0.8431372549019608,0.86,0.9186991869918699,9,6,0.0026044845581054688,0.0006034374237060547
0.8369565217391305,0.8214285714285714,0.9019607843137255,0.8598130841121495,0.9115255858440938,9,7,0.0038385391235351562,0.0006916522979736328
0.8260869565217391,0.8571428571428571,0.8235294117647058,0.84,0.9062649450023913,9,8,0.0027923583984375,0.0007219314575195312
0.8152173913043478,0.84,0.8235294117647058,0.8316831683168316,0.8670492587278814,9,9,0.003637075424194336,0.0006968975067138672
0.8478260869565217,0.8775510204081632,0.8431372549019608,0.86,0.9158297465327593,9,10,0.0025534629821777344,0.0006606578826904297
0.8152173913043478,0.8113207547169812,0.86,0.8349514563106796,0.9319047619047618,10,1,0.003383636474609375,0.0006296634674072266
