accuracy,precision,recall,f1,auc,repeat,fold,train_time,test_time
0.8586956521739131,0.8490566037735849,0.9,0.8737864077669902,0.899047619047619,1,1,0.09281492233276367,0.0045468807220458984
0.8260869565217391,0.8070175438596491,0.9019607843137255,0.8518518518518519,0.9158297465327594,1,2,0.0971367359161377,0.005129814147949219
0.8369565217391305,0.86,0.8431372549019608,0.8514851485148515,0.8737446197991392,1,3,0.1108846664428711,0.05315828323364258
0.8478260869565217,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.9053084648493545,1,4,0.11145353317260742,0.006127119064331055
0.7717391304347826,0.7884615384615384,0.803921568627451,0.7961165048543689,0.836441893830703,1,5,0.1215519905090332,0.005342245101928711
0.8369565217391305,0.8214285714285714,0.9019607843137255,0.8598130841121495,0.8962219033955044,1,6,0.11221861839294434,0.005843162536621094
0.782608695652174,0.8297872340425532,0.7647058823529411,0.7959183673469388,0.8560497369679579,1,7,0.1880185604095459,0.005205392837524414
0.7934782608695652,0.8076923076923077,0.8235294117647058,0.8155339805825242,0.8488761358201817,1,8,0.110748291015625,0.00554203987121582
0.8043478260869565,0.8,0.8627450980392157,0.8301886792452831,0.8354854136776662,1,9,0.1177666187286377,0.0037899017333984375
0.8804347826086957,0.8703703703703703,0.9215686274509803,0.8952380952380953,0.9435676709708274,1,10,0.1752011775970459,0.005223751068115234
0.7934782608695652,0.8604651162790697,0.74,0.7956989247311828,0.9080952380952381,2,1,0.10227227210998535,0.0059163570404052734
0.8478260869565217,0.8775510204081632,0.8431372549019608,0.86,0.9469153515064562,2,2,0.10667920112609863,0.00577998161315918
0.7934782608695652,0.7962962962962963,0.8431372549019608,0.819047619047619,0.8579626972740315,2,3,0.18671703338623047,0.00572967529296875
0.782608695652174,0.803921568627451,0.803921568627451,0.803921568627451,0.8684839789574367,2,4,0.10351014137268066,0.00534367561340332
0.8478260869565217,0.8490566037735849,0.8823529411764706,0.8653846153846154,0.9311334289813487,2,5,0.10438036918640137,0.005430459976196289
0.8369565217391305,0.86,0.8431372549019608,0.8514851485148515,0.8780487804878049,2,6,0.11951780319213867,0.005955696105957031
0.7717391304347826,0.7884615384615384,0.803921568627451,0.7961165048543689,0.8455284552845528,2,7,0.18530821800231934,0.005578756332397461
