method,reference_method,observed_difference,bootstrap_mean_difference,bootstrap_bias,percentile_ci_025,percentile_ci_975,basic_ci_025,basic_ci_975,probability_better_descriptive
equal_logit_blend,support_aware_router,-0.003095937650314129,-0.002868975163893862,0.00022696248642026674,-0.006137719791996723,8.979808538809712e-05,-0.006281673386016355,-5.4155508631534635e-05,0.972
selected_convex_blend,support_aware_router,0.0016466376769125324,0.0030993526095692537,0.0014527149326567213,-0.002076807885489229,0.01067742069487881,-0.007384145341053746,0.0053700832393142935,0.132
selected_best_expert,support_aware_router,0.006009375648228343,0.005737124029020809,-0.00027225161920753447,-0.0005601243557694812,0.012041375199032924,-2.26239025762371e-05,0.012578875652226169,0.0415
expert:stable_anchor,support_aware_router,0.006556019580291617,0.013263203458904242,0.006707183878612626,-0.0027775608573150975,0.035875770037324284,-0.02276373087674105,0.015889600017898332,0.0655
expert:prior_separated,support_aware_router,0.007856311150356565,0.00726338975434952,-0.0005929213960070455,-0.008262155401916596,0.015467720238754324,0.0002449020619588061,0.023974777702629728,0.0925
expert:joint_policy_dro,support_aware_router,0.009110238976318574,0.009271565516822722,0.00016132654050414821,0.002007132614203197,0.016444742431999008,0.0017757355206381407,0.01621334533843395,0.008
