outer_target,router_candidate,feature_mode,validation_site,router_seed,best_epoch,epoch,objective,validation_robust_risk,mean_group_risk,robust_group_risk,best_expert_robust_risk,robust_regret,natural_risk,natural_noninferiority_penalty,routing_entropy
cleveland,support_only,support_only,hungary,5065,40,40.0,0.6010291576385498,0.4826657474040985,0.5942158699035645,0.6099705100059509,0.6131166815757751,0.0,0.5561727285385132,0.0,1.0640506744384766
cleveland,support_only,support_only,hungary,5065,40,50.0,0.5988404750823975,0.48331594467163086,0.5925848484039307,0.6071595549583435,0.6131166815757751,0.0,0.5573567748069763,0.0,1.0317789316177368
cleveland,support_only,support_only,hungary,5065,40,60.0,0.5964776277542114,0.4861447513103485,0.5908547639846802,0.6040563583374023,0.6131166815757751,0.0,0.5590856671333313,0.0,0.9779195189476013
cleveland,support_only,support_only,hungary,5065,40,70.0,0.594429075717926,0.4910849630832672,0.5893351435661316,0.6013399958610535,0.6131166815757751,0.0,0.5610459446907043,0.0,0.908514142036438
cleveland,support_only,support_only,hungary,5065,40,80.0,0.5928834080696106,0.49622413516044617,0.5881344676017761,0.5993232131004333,0.6131166815757751,0.0,0.5613842606544495,0.0,0.845443606376648
cleveland,support_only,support_only,hungary,5065,40,90.0,0.5915160179138184,0.5033820271492004,0.5869781374931335,0.5976430773735046,0.6131166815757751,0.0,0.5608328580856323,0.0,0.7945617437362671
cleveland,support_only,support_only,hungary,5066,38,1.0,0.6064711809158325,0.48285552859306335,0.5975806713104248,0.6153340339660645,0.6131166815757751,0.0022173523902893066,0.5541864633560181,0.0,1.09481942653656
cleveland,support_only,support_only,hungary,5066,38,10.0,0.6048875451087952,0.4817523956298828,0.5967943668365479,0.6141411662101746,0.6131166815757751,0.001024484634399414,0.5543006658554077,0.0,1.0924769639968872
cleveland,support_only,support_only,hungary,5066,38,20.0,0.6031386852264404,0.4805544912815094,0.595820963382721,0.6126300692558289,0.6131166815757751,0.0,0.5543874502182007,0.0,1.0868295431137085
cleveland,support_only,support_only,hungary,5066,38,30.0,0.601728081703186,0.47970303893089294,0.5947396755218506,0.6108712553977966,0.6131166815757751,0.0,0.5545737147331238,0.0,1.0774427652359009
cleveland,support_only,support_only,hungary,5066,38,40.0,0.5998441576957703,0.4794555604457855,0.5933508276939392,0.6084580421447754,0.6131166815757751,0.0,0.554946780204773,0.0,1.0603047609329224
cleveland,support_only,support_only,hungary,5066,38,50.0,0.5974688529968262,0.480710506439209,0.5916720032691956,0.6053197979927063,0.6131166815757751,0.0,0.5557491183280945,0.0,1.0270236730575562
cleveland,support_only,support_only,hungary,5066,38,60.0,0.5949015617370605,0.48562249541282654,0.5898088216781616,0.6019247174263,0.6131166815757751,0.0,0.5572945475578308,0.0,0.9652424454689026
cleveland,support_only,support_only,hungary,5066,38,70.0,0.5929065942764282,0.4936678111553192,0.5883556604385376,0.5992231369018555,0.6131166815757751,0.0,0.5581360459327698,0.0,0.8828038573265076
cleveland,support_only,support_only,hungary,5066,38,80.0,0.5916791558265686,0.5010232329368591,0.5873421430587769,0.5976333618164062,0.6131166815757751,0.0,0.5582267642021179,0.0,0.8085905313491821
cleveland,support_only,support_only,hungary,5067,50,1.0,0.6080554127693176,0.4862200915813446,0.5985291004180908,0.6164451837539673,0.6131166815757751,0.0033285021781921387,0.5539312362670898,0.0,1.095923662185669
cleveland,support_only,support_only,hungary,5067,50,10.0,0.6059414148330688,0.4837130606174469,0.5975111722946167,0.6148405075073242,0.6131166815757751,0.0017238259315490723,0.5542614459991455,0.0,1.0963798761367798
cleveland,support_only,support_only,hungary,5067,50,20.0,0.6036024689674377,0.481412410736084,0.5963549017906189,0.6130353808403015,0.6131166815757751,0.0,0.5546024441719055,0.0,1.0927019119262695
cleveland,support_only,support_only,hungary,5067,50,30.0,0.6022074818611145,0.479593962430954,0.5952988862991333,0.6112844347953796,0.6131166815757751,0.0,0.5552170872688293,0.0,1.0841591358184814
cleveland,support_only,support_only,hungary,5067,50,40.0,0.6006783843040466,0.4782133996486664,0.5941209197044373,0.6093723177909851,0.6131166815757751,0.0,0.5559940338134766,0.0,1.0682413578033447
cleveland,support_only,support_only,hungary,5067,50,50.0,0.5987634658813477,0.4775939881801605,0.5926616191864014,0.6069469451904297,0.6131166815757751,0.0,0.5571649074554443,0.0,1.0407911539077759
cleveland,support_only,support_only,hungary,5067,50,60.0,0.5968472361564636,0.47835683822631836,0.5912208557128906,0.6044706702232361,0.6131166815757751,0.0,0.5583208203315735,0.0,0.998574435710907
cleveland,support_only,support_only,hungary,5067,50,70.0,0.5949758291244507,0.4810175895690918,0.5898223519325256,0.6020175814628601,0.6131166815757751,0.0,0.5598015785217285,0.0,0.944136381149292
cleveland,support_only,support_only,hungary,5067,50,80.0,0.5932989120483398,0.48503372073173523,0.5885573029518127,0.5998098254203796,0.6131166815757751,0.0,0.5599567294120789,0.0,0.884657621383667
cleveland,support_only,support_only,hungary,5067,50,90.0,0.5918554067611694,0.4912746548652649,0.587361216545105,0.5979986190795898,0.6131166815757751,0.0,0.5600203275680542,0.0,0.8245298266410828
cleveland,support_only,support_only,hungary,5067,50,100.0,0.5906518697738647,0.5036091208457947,0.5862313508987427,0.596608579158783,0.6131166815757751,0.0,0.5592035055160522,0.0,0.7680578827857971
cleveland,support_only,support_only,hungary,5068,34,1.0,0.606092095375061,0.4855140745639801,0.5976698398590088,0.6149076819419861,0.6131166815757751,0.0017910003662109375,0.554341197013855,0.0,1.0921657085418701
cleveland,support_only,support_only,hungary,5068,34,10.0,0.604138195514679,0.48428115248680115,0.5967145562171936,0.6134287714958191,0.6131166815757751,0.0003120899200439453,0.5545026659965515,0.0,1.089489459991455
cleveland,support_only,support_only,hungary,5068,34,20.0,0.6024863719940186,0.48307543992996216,0.5955453515052795,0.6115890741348267,0.6131166815757751,0.0,0.5549156069755554,0.0,1.08088219165802
cleveland,support_only,support_only,hungary,5068,34,30.0,0.6008172035217285,0.4823024868965149,0.5943130850791931,0.609448254108429,0.6131166815757751,0.0,0.5554618835449219,0.0,1.063472032546997
cleveland,support_only,support_only,hungary,5068,34,40.0,0.598747193813324,0.4825156331062317,0.5928072333335876,0.6067507863044739,0.6131166815757751,0.0,0.5567235350608826,0.0,1.0318167209625244
cleveland,support_only,support_only,hungary,5068,34,50.0,0.5965795516967773,0.4846716821193695,0.5912598967552185,0.603864848613739,0.6131166815757751,0.0,0.5581067204475403,0.0,0.982815146446228
cleveland,support_only,support_only,hungary,5068,34,60.0,0.5946882367134094,0.48899221420288086,0.5899234414100647,0.601294994354248,0.6131166815757751,0.0,0.5597022771835327,0.0,0.9209694266319275
cleveland,support_only,support_only,hungary,5068,34,70.0,0.5929877161979675,0.49460896849632263,0.5886117219924927,0.5990895628929138,0.6131166815757751,0.0,0.5597822666168213,0.0,0.8628973960876465
cleveland,support_only,support_only,hungary,5068,34,80.0,0.5917142629623413,0.5022119879722595,0.5875503420829773,0.5975065231323242,0.6131166815757751,0.0,0.5594863891601562,0.0,0.8142061829566956
cleveland,support_only,support_only,hungary,5069,38,1.0,0.6081790328025818,0.48763686418533325,0.5985919833183289,0.6165325045585632,0.6131166815757751,0.003415822982788086,0.5547124147415161,0.0,1.0911250114440918
cleveland,support_only,support_only,hungary,5069,38,10.0,0.6059389710426331,0.48588570952415466,0.5975019931793213,0.6148395538330078,0.6131166815757751,0.001722872257232666,0.5545850992202759,0.0,1.093194603919983
cleveland,support_only,support_only,hungary,5069,38,20.0,0.6034230589866638,0.48423415422439575,0.5962318778038025,0.6127950549125671,0.6131166815757751,0.0,0.5544865727424622,0.0,1.0903916358947754
cleveland,support_only,support_only,hungary,5069,38,30.0,0.6015308499336243,0.4830789566040039,0.5948085784912109,0.6104130148887634,0.6131166815757751,0.0,0.5548767447471619,0.0,1.0799962282180786
cleveland,support_only,support_only,hungary,5069,38,40.0,0.5994351506233215,0.48267945647239685,0.5932720303535461,0.6077114343643188,0.6131166815757751,0.0,0.5555398464202881,0.0,1.0566011667251587
cleveland,support_only,support_only,hungary,5069,38,50.0,0.5971897840499878,0.48391371965408325,0.5916724801063538,0.6047304272651672,0.6131166815757751,0.0,0.5565923452377319,0.0,1.0116639137268066
cleveland,support_only,support_only,hungary,5069,38,60.0,0.5951849222183228,0.4870847761631012,0.5901800394058228,0.6020877957344055,0.6131166815757751,0.0,0.5584739446640015,0.0,0.9490225315093994
cleveland,support_only,support_only,hungary,5069,38,70.0,0.5934984683990479,0.4908619821071625,0.5888846516609192,0.5998913049697876,0.6131166815757751,0.0,0.5596059560775757,0.0,0.8895490765571594
cleveland,support_only,support_only,hungary,5069,38,80.0,0.5921481251716614,0.49621841311454773,0.5877335071563721,0.5982429385185242,0.6131166815757751,0.0,0.5591433048248291,0.0,0.8401215672492981
cleveland,support_only,support_only,hungary,5070,44,1.0,0.6082518100738525,0.4874318242073059,0.5985968112945557,0.6166082620620728,0.6131166815757751,0.0034915804862976074,0.5543407797813416,0.0,1.0964962244033813
cleveland,support_only,support_only,hungary,5070,44,10.0,0.6061675548553467,0.48428869247436523,0.597589373588562,0.6150286793708801,0.6131166815757751,0.0019119977951049805,0.5545706152915955,0.0,1.0975128412246704
cleveland,support_only,support_only,hungary,5070,44,20.0,0.603962242603302,0.4817444980144501,0.5965698957443237,0.6133301854133606,0.6131166815757751,0.00021350383758544922,0.555097758769989,0.0,1.0945805311203003
cleveland,support_only,support_only,hungary,5070,44,30.0,0.6023032665252686,0.4799395501613617,0.5954186320304871,0.6113607287406921,0.6131166815757751,0.0,0.5554799437522888,0.0,1.0864019393920898
cleveland,support_only,support_only,hungary,5070,44,40.0,0.6004712581634521,0.4789139926433563,0.5940611362457275,0.6090213656425476,0.6131166815757751,0.0,0.5563256740570068,0.0,1.0700438022613525
cleveland,support_only,support_only,hungary,5070,44,50.0,0.598260223865509,0.47906771302223206,0.5924383401870728,0.6061596274375916,0.6131166815757751,0.0,0.5575410723686218,0.0,1.038751482963562
cleveland,support_only,support_only,hungary,5070,44,60.0,0.5962076187133789,0.4813292622566223,0.5909396409988403,0.6034494638442993,0.6131166815757751,0.0,0.5588255524635315,0.0,0.9869571924209595
cleveland,support_only,support_only,hungary,5070,44,70.0,0.5944400429725647,0.48531579971313477,0.5895535945892334,0.6011812090873718,0.6131166815757751,0.0,0.5604618191719055,0.0,0.927376389503479
cleveland,support_only,support_only,hungary,5070,44,80.0,0.5929095149040222,0.4898490011692047,0.5882940292358398,0.5992717146873474,0.6131166815757751,0.0,0.5604511499404907,0.0,0.873416006565094
cleveland,support_only,support_only,hungary,5070,44,90.0,0.5916200280189514,0.49699661135673523,0.5871791839599609,0.59771728515625,0.6131166815757751,0.0,0.5599669814109802,0.0,0.8282309770584106
cleveland,support_only,support_only,hungary,5071,29,1.0,0.6064819097518921,0.48418617248535156,0.5977960228919983,0.6152340173721313,0.6131166815757751,0.002117335796356201,0.5540686845779419,0.0,1.0918608903884888
cleveland,support_only,support_only,hungary,5071,29,10.0,0.6046230792999268,0.4830125868320465,0.5968606472015381,0.6138401031494141,0.6131166815757751,0.000723421573638916,0.5541020035743713,0.0,1.0889812707901
cleveland,support_only,support_only,hungary,5071,29,20.0,0.6027741432189941,0.4819088876247406,0.5956823825836182,0.6120285987854004,0.6131166815757751,0.0,0.5542501211166382,0.0,1.0813357830047607
cleveland,support_only,support_only,hungary,5071,29,30.0,0.6010936498641968,0.48150473833084106,0.5943859815597534,0.6099354028701782,0.6131166815757751,0.0,0.5548807382583618,0.0,1.067063331604004
cleveland,support_only,support_only,hungary,5071,29,40.0,0.5991097092628479,0.48253050446510315,0.5928940773010254,0.6074063181877136,0.6131166815757751,0.0,0.5556532740592957,0.0,1.0405160188674927
cleveland,support_only,support_only,hungary,5071,29,50.0,0.5969069004058838,0.48648977279663086,0.5912917256355286,0.6045175790786743,0.6131166815757751,0.0,0.5568329095840454,0.0,0.9977707266807556
cleveland,support_only,support_only,hungary,5071,29,60.0,0.5949988961219788,0.4929811656475067,0.5898959636688232,0.6019873023033142,0.6131166815757751,0.0,0.5587125420570374,0.0,0.9427933692932129
cleveland,support_only,support_only,hungary,5071,29,70.0,0.5932798981666565,0.49875327944755554,0.588590681552887,0.5997439622879028,0.6131166815757751,0.0,0.5587878227233887,0.0,0.887448251247406
cleveland,support_only,support_only,switzerland,5062,137,1.0,0.5684612393379211,0.5724930167198181,0.5531749129295349,0.5851892828941345,0.5844551920890808,0.0007340908050537109,0.48825541138648987,0.0,1.0878894329071045
cleveland,support_only,support_only,switzerland,5062,137,10.0,0.5667191743850708,0.5711867213249207,0.5519024133682251,0.5837106704711914,0.5844551920890808,0.0,0.4870447516441345,0.0,1.0873749256134033
cleveland,support_only,support_only,switzerland,5062,137,20.0,0.5650537014007568,0.5696997046470642,0.5503721237182617,0.5819002389907837,0.5844551920890808,0.0,0.48572197556495667,0.0,1.082490086555481
cleveland,support_only,support_only,switzerland,5062,137,30.0,0.562908947467804,0.5680682063102722,0.548480749130249,0.5794736742973328,0.5844551920890808,0.0,0.48411819338798523,0.0,1.0682876110076904
cleveland,support_only,support_only,switzerland,5062,137,40.0,0.5605331659317017,0.5666743516921997,0.5464982986450195,0.5766382217407227,0.5844551920890808,0.0,0.48264235258102417,0.0,1.0350664854049683
cleveland,support_only,support_only,switzerland,5062,137,50.0,0.5584045052528381,0.5659923553466797,0.544807493686676,0.5739505887031555,0.5844551920890808,0.0,0.4822433590888977,0.0,0.9745268821716309
cleveland,support_only,support_only,switzerland,5062,137,60.0,0.5569984316825867,0.565976619720459,0.5437767505645752,0.5720102190971375,0.5844551920890808,0.0,0.4821917414665222,0.0,0.895064651966095
cleveland,support_only,support_only,switzerland,5062,137,70.0,0.5563256740570068,0.5658352971076965,0.5432796478271484,0.5710119605064392,0.5844551920890808,0.0,0.48274606466293335,0.0,0.8201625943183899
cleveland,support_only,support_only,switzerland,5062,137,80.0,0.5556118488311768,0.5648837089538574,0.5426785945892334,0.570072591304779,0.5844551920890808,0.0,0.4826281666755676,0.0,0.7637483477592468
cleveland,support_only,support_only,switzerland,5062,137,90.0,0.5550899505615234,0.5634390711784363,0.5422030091285706,0.5694225430488586,0.5844551920890808,0.0,0.4827040135860443,0.0,0.7228302359580994
cleveland,support_only,support_only,switzerland,5062,137,100.0,0.5545876026153564,0.5620812773704529,0.5417658686637878,0.5687897801399231,0.5844551920890808,0.0,0.4829736053943634,0.0,0.6902489066123962
cleveland,support_only,support_only,switzerland,5062,137,110.0,0.5540035963058472,0.5611193776130676,0.5413007736206055,0.5680261850357056,0.5844551920890808,0.0,0.4829782247543335,0.0,0.6598541736602783
cleveland,support_only,support_only,switzerland,5062,137,120.0,0.5536332726478577,0.560522735118866,0.5410912036895752,0.5674353837966919,0.5844551920890808,0.0,0.48304781317710876,0.0,0.6300089359283447
cleveland,support_only,support_only,switzerland,5062,137,130.0,0.5531522631645203,0.560164749622345,0.5407621264457703,0.5667511224746704,0.5844551920890808,0.0,0.4831989109516144,0.0,0.6043408513069153
cleveland,support_only,support_only,switzerland,5062,137,140.0,0.5526732802391052,0.5600759387016296,0.5404108762741089,0.5661029815673828,0.5844551920890808,0.0,0.4832119047641754,0.0,0.5836515426635742
cleveland,support_only,support_only,switzerland,5062,137,150.0,0.5523954629898071,0.5603141188621521,0.5402575135231018,0.5656576156616211,0.5844551920890808,0.0,0.4833213686943054,0.0,0.5620726346969604
cleveland,support_only,support_only,switzerland,5062,137,160.0,0.5518271923065186,0.5605816841125488,0.5398452281951904,0.5648932456970215,0.5844551920890808,0.0,0.4832814633846283,0.0,0.5420328378677368
cleveland,support_only,support_only,switzerland,5062,137,170.0,0.5513020157814026,0.5608812570571899,0.5394208431243896,0.564227283000946,0.5844551920890808,0.0,0.48324066400527954,0.0,0.522092878818512
cleveland,support_only,support_only,switzerland,5062,137,180.0,0.5512018799781799,0.5611845850944519,0.5393151640892029,0.5640875697135925,0.5844551920890808,0.0,0.48304349184036255,0.0,0.4995129406452179
cleveland,support_only,support_only,switzerland,5063,271,1.0,0.5678927302360535,0.5724480748176575,0.5527061820030212,0.5848631858825684,0.5844551920890808,0.00040799379348754883,0.48730406165122986,0.0,1.0959346294403076
cleveland,support_only,support_only,switzerland,5063,271,10.0,0.5665483474731445,0.5717493891716003,0.5516247153282166,0.5836629271507263,0.5844551920890808,0.0,0.486216276884079,0.0,1.0954749584197998
cleveland,support_only,support_only,switzerland,5063,271,20.0,0.5650649666786194,0.5709471702575684,0.5502638220787048,0.5820491909980774,0.5844551920890808,0.0,0.48496684432029724,0.0,1.0915184020996094
cleveland,support_only,support_only,switzerland,5063,271,30.0,0.5632139444351196,0.5701743364334106,0.5487028360366821,0.579884946346283,0.5844551920890808,0.0,0.48395076394081116,0.0,1.079918622970581
cleveland,support_only,support_only,switzerland,5063,271,40.0,0.5610870122909546,0.5696998834609985,0.547059178352356,0.5772199034690857,0.5844551920890808,0.0,0.48301973938941956,0.0,1.0525039434432983
cleveland,support_only,support_only,switzerland,5063,271,50.0,0.5590801239013672,0.5698332786560059,0.5456521511077881,0.5745132565498352,0.5844551920890808,0.0,0.48286792635917664,0.0,1.0025267601013184
cleveland,support_only,support_only,switzerland,5063,271,60.0,0.5578007698059082,0.5701918601989746,0.544752836227417,0.5727340579032898,0.5844551920890808,0.0,0.4831705093383789,0.0,0.9427347779273987
cleveland,support_only,support_only,switzerland,5063,271,70.0,0.5569483041763306,0.5697470903396606,0.5440583229064941,0.5716322064399719,0.5844551920890808,0.0,0.48303839564323425,0.0,0.8969262838363647
cleveland,support_only,support_only,switzerland,5063,271,80.0,0.5562292337417603,0.5685185790061951,0.5434125065803528,0.5707706809043884,0.5844551920890808,0.0,0.483037531375885,0.0,0.8623738288879395
cleveland,support_only,support_only,switzerland,5063,271,90.0,0.5554560422897339,0.5671864748001099,0.5427078604698181,0.569858193397522,0.5844551920890808,0.0,0.48296022415161133,0.0,0.8269744515419006
cleveland,support_only,support_only,switzerland,5063,271,100.0,0.5550247430801392,0.5661177635192871,0.5423052310943604,0.5693230628967285,0.5844551920890808,0.0,0.48277655243873596,0.0,0.7894149422645569
cleveland,support_only,support_only,switzerland,5063,271,110.0,0.554474413394928,0.5652027130126953,0.5418398380279541,0.5686134696006775,0.5844551920890808,0.0,0.4827989637851715,0.0,0.7522585391998291
cleveland,support_only,support_only,switzerland,5063,271,120.0,0.5538393259048462,0.5643349885940552,0.5413195490837097,0.5677963495254517,0.5844551920890808,0.0,0.4826386570930481,0.0,0.7185825705528259
cleveland,support_only,support_only,switzerland,5063,271,130.0,0.5533697009086609,0.5635610818862915,0.5409270524978638,0.5671873092651367,0.5844551920890808,0.0,0.4825384020805359,0.0,0.6874739527702332
cleveland,support_only,support_only,switzerland,5063,271,140.0,0.5528412461280823,0.5629698634147644,0.5404825806617737,0.5665146708488464,0.5844551920890808,0.0,0.4825870990753174,0.0,0.657375156879425
cleveland,support_only,support_only,switzerland,5063,271,150.0,0.5525549054145813,0.562543511390686,0.5402350425720215,0.5661299824714661,0.5844551920890808,0.0,0.4825104773044586,0.0,0.6275610327720642
cleveland,support_only,support_only,switzerland,5063,271,160.0,0.5519239902496338,0.5620959401130676,0.5397500395774841,0.565290093421936,0.5844551920890808,0.0,0.48217079043388367,0.0,0.5960708260536194
cleveland,support_only,support_only,switzerland,5063,271,170.0,0.5517035722732544,0.5620384216308594,0.5396158695220947,0.564914882183075,0.5844551920890808,0.0,0.4822968542575836,0.0,0.5618566870689392
cleveland,support_only,support_only,switzerland,5063,271,180.0,0.5513023138046265,0.5616645216941833,0.5392487049102783,0.5644093751907349,0.5844551920890808,0.0,0.48241448402404785,0.0,0.5267482995986938
cleveland,support_only,support_only,switzerland,5063,271,190.0,0.5510523319244385,0.5609654784202576,0.5390419363975525,0.5640398263931274,0.5844551920890808,0.0,0.48237600922584534,0.0,0.48852819204330444
cleveland,support_only,support_only,switzerland,5063,271,200.0,0.5506139397621155,0.5601946711540222,0.5384902954101562,0.5636399388313293,0.5844551920890808,0.0,0.48230403661727905,0.0,0.4511231780052185
cleveland,support_only,support_only,switzerland,5063,271,210.0,0.5502795577049255,0.560156524181366,0.538224458694458,0.5631623268127441,0.5844551920890808,0.0,0.48227348923683167,0.0,0.4138488173484802
cleveland,support_only,support_only,switzerland,5063,271,220.0,0.5500169992446899,0.559883713722229,0.5378920435905457,0.5629010200500488,0.5844551920890808,0.0,0.48208796977996826,0.0,0.3795860707759857
cleveland,support_only,support_only,switzerland,5063,271,230.0,0.5498812198638916,0.5597355961799622,0.5377002358436584,0.5627617239952087,0.5844551920890808,0.0,0.48195841908454895,0.0,0.34978193044662476
cleveland,support_only,support_only,switzerland,5063,271,240.0,0.5493162274360657,0.5595833659172058,0.5371031165122986,0.5621795654296875,0.5844551920890808,0.0,0.4817577302455902,0.0,0.32516372203826904
cleveland,support_only,support_only,switzerland,5063,271,250.0,0.549094021320343,0.5598050355911255,0.5368659496307373,0.5619247555732727,0.5844551920890808,0.0,0.4816153049468994,0.0,0.30132490396499634
cleveland,support_only,support_only,switzerland,5063,271,260.0,0.5486016869544983,0.5598506331443787,0.5362952351570129,0.5614725351333618,0.5844551920890808,0.0,0.48143240809440613,0.0,0.2822536826133728
