outer_target,method,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
switzerland,selected_best_expert,drop_routine,0,123.0,0.9349593495934959,0.816304347826087,0.9820354602317364,0.470608502819721,0.5323624574974222,0.15138426112560988,0.17354580037916537,0.7479674796747967,0.8070652173913043,0.845771144278607,0.9883720930232558,0.7391304347826086,0.7652173913043478,2.4775952379370167,0.9800574022545637,0.10741125746888719
switzerland,selected_best_expert,empirical_source,0,123.0,0.9349593495934959,0.7717391304347826,0.9736664677488368,0.5209619550625216,0.5792852793782917,0.17116972105834963,0.19360506982093834,0.7804878048780488,0.7663043478260869,0.8695652173913043,0.9782608695652174,0.782608695652174,0.3130434782608696,2.5954193576989706,1.003504716511554,0.1527772470624799
switzerland,selected_best_expert,empirical_source,1,123.0,0.9349593495934959,0.817391304347826,0.9801843411172178,0.5128682874431881,0.5355002289754314,0.16720136130694027,0.17450830803262662,0.7642276422764228,0.8157608695652174,0.8571428571428571,0.9886363636363636,0.7565217391304347,0.7652173913043478,2.6322569881827333,1.0575852887414554,0.13620910356495403
switzerland,selected_best_expert,empirical_source,2,123.0,0.9349593495934959,0.8217391304347825,0.9801704904657863,0.5142059188706539,0.5247569588558385,0.16926981342797257,0.1699989283383777,0.7398373983739838,0.8027173913043478,0.84,0.9882352941176471,0.7304347826086957,0.7478260869565218,2.6942390453984815,1.1809082020494521,0.1405745279456746
switzerland,selected_best_expert,empirical_source,3,123.0,0.9349593495934959,0.8217391304347826,0.9799056373423913,0.5169662754899688,0.5243734999223173,0.16907852680184088,0.17003602509620383,0.7723577235772358,0.8201086956521739,0.8627450980392157,0.9887640449438202,0.7652173913043478,0.7739130434782608,2.698510911135191,1.1301747008131964,0.15138715686882298
switzerland,selected_best_expert,empirical_source,4,123.0,0.9349593495934959,0.8217391304347825,0.9815902451941954,0.5105301876509102,0.5230227349413165,0.16677645846611452,0.16933322399333295,0.7479674796747967,0.8070652173913043,0.845771144278607,0.9883720930232558,0.7391304347826086,0.7565217391304347,2.6897956552598083,1.1781386612552773,0.1305535377983453
switzerland,selected_best_expert,empirical_source,5,123.0,0.9349593495934959,0.7891304347826087,0.9763703863158215,0.5327129588259324,0.5609853739381625,0.17392633202058172,0.18355309547921908,0.7723577235772358,0.7619565217391304,0.8640776699029126,0.978021978021978,0.7739130434782608,0.6869565217391305,2.5884014613835675,0.8985932655151219,0.18841714582589048
switzerland,selected_best_expert,empirical_source,6,123.0,0.9349593495934959,0.8282608695652174,0.9815736970457615,0.5041599848527963,0.5323051961349717,0.16402401800734437,0.1734435431543923,0.7804878048780488,0.8244565217391304,0.8682926829268293,0.9888888888888889,0.7739130434782608,0.7739130434782608,2.6188445045991604,1.101447261967139,0.12466909957352379
switzerland,selected_best_expert,empirical_source,7,123.0,0.9349593495934959,0.8141304347826086,0.980636644620705,0.5263585740247892,0.5404675548218614,0.172174270850109,0.1754079993465504,0.7723577235772358,0.8201086956521739,0.8627450980392157,0.9887640449438202,0.7652173913043478,0.7739130434782608,2.630121944545712,0.9880251033544122,0.15859357521374254
switzerland,selected_best_expert,empirical_source,8,123.0,0.9349593495934959,0.7934782608695652,0.9778796875416931,0.5090773242710898,0.5540366768974785,0.16611154977182382,0.18309397669506172,0.7317073170731707,0.7402173913043478,0.835820895522388,0.9767441860465116,0.7304347826086957,0.6695652173913044,2.5616335443819036,1.0207166107298453,0.13846188085819658
