outer_target,router_candidate,validation_site,router_seed,site_worst_balanced_log_loss,natural_roc_auc
va_long_beach,support_only,hungary,5068,0.6864087854494917,0.7275957362810895
va_long_beach,support_only,hungary,5069,0.6833493250995979,0.7264113699170944
va_long_beach,support_only,hungary,5070,0.6884723175816512,0.7225950782997763
va_long_beach,support_only,hungary,5071,0.6904618493567841,0.7249638110277669
va_long_beach,support_only,switzerland,5062,0.6864561483968554,0.727990525069088
va_long_beach,support_only,switzerland,5063,0.6852515037782521,0.727069351230425
va_long_beach,support_only,switzerland,5064,0.6875619922422431,0.7262797736544283
va_long_beach,support_only,switzerland,5065,0.6870433941203795,0.7249638110277669
va_long_beach,support_only,switzerland,5066,0.6936907986910115,0.7231214633504409
va_long_beach,support_only,switzerland,5067,0.6901909932173924,0.7253585998157653
va_long_beach,support_only,switzerland,5068,0.687499981028753,0.7270693512304249
va_long_beach,support_only,switzerland,5069,0.6825995370269107,0.7282537175944203
va_long_beach,support_only,switzerland,5070,0.6854872238675215,0.7268061587050928
va_long_beach,support_only,switzerland,5071,0.690238779040548,0.7245690222397685
va_long_beach,support_plus_expert_context,cleveland,5062,0.7112573770827809,0.7171996315304645
va_long_beach,support_plus_expert_context,cleveland,5063,0.7110697030470086,0.714830898802474
va_long_beach,support_plus_expert_context,cleveland,5064,0.7110096363951767,0.7152256875904724
va_long_beach,support_plus_expert_context,cleveland,5065,0.7095530814693096,0.7127253585998159
va_long_beach,support_plus_expert_context,cleveland,5066,0.7112187684730289,0.7143045137518095
va_long_beach,support_plus_expert_context,cleveland,5067,0.7176896628424099,0.7115409922358205
va_long_beach,support_plus_expert_context,cleveland,5068,0.7095839200776078,0.7154888801158047
va_long_beach,support_plus_expert_context,cleveland,5069,0.7055222084535024,0.7174628240557969
va_long_beach,support_plus_expert_context,cleveland,5070,0.7052301581994596,0.7191735754704567
va_long_beach,support_plus_expert_context,cleveland,5071,0.7089614404720772,0.7170680352677983
va_long_beach,support_plus_expert_context,hungary,5062,0.6890371181459971,0.7247006185024345
va_long_beach,support_plus_expert_context,hungary,5063,0.6840339919662481,0.7275957362810896
va_long_beach,support_plus_expert_context,hungary,5064,0.6874515367631173,0.727069351230425
