stage,outer_target,inner_validation,experiment,variant,training_seed,fit_seed,epoch,objective,mean_group_risk,robust_group_risk,mean_group_brier
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5062,163358516,5.0,0.6352006196975708,0.6352006196975708,0.6653590202331543,0.22138303518295288
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5062,163358516,10.0,0.5608453750610352,0.5608453750610352,0.62293940782547,0.18651559948921204
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5062,163358516,15.0,0.5037446022033691,0.5037446022033691,0.6115509271621704,0.16367262601852417
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5063,2398843376,5.0,0.6254320740699768,0.6254320740699768,0.6545224189758301,0.21651458740234375
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5063,2398843376,10.0,0.5425664186477661,0.5425664186477661,0.6246506571769714,0.1791388839483261
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5063,2398843376,15.0,0.4933808445930481,0.4933808445930481,0.6173498034477234,0.16112728416919708
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5064,1345006168,5.0,0.6116806268692017,0.6116806268692017,0.6570456027984619,0.20990654826164246
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5064,1345006168,10.0,0.5261523127555847,0.5261523127555847,0.6185994148254395,0.1721210926771164
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5064,1345006168,15.0,0.4793682098388672,0.4793682098388672,0.5970240831375122,0.1558048129081726
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5065,575987850,5.0,0.6239384412765503,0.6239384412765503,0.6656124591827393,0.21578457951545715
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5065,575987850,10.0,0.5290316939353943,0.5290316939353943,0.6119848489761353,0.17328479886054993
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5065,575987850,15.0,0.4880910813808441,0.4880910813808441,0.6174734830856323,0.1596592515707016
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5066,4154024350,5.0,0.642778754234314,0.642778754234314,0.6780797243118286,0.2251501977443695
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5066,4154024350,10.0,0.5685498714447021,0.5685498714447021,0.6291248202323914,0.19018542766571045
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5066,4154024350,15.0,0.5123319625854492,0.5123319625854492,0.6177731156349182,0.16766437888145447
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5067,16658161,5.0,0.6395734548568726,0.6395734548568726,0.6743291616439819,0.2236621230840683
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5067,16658161,10.0,0.5697433948516846,0.5697433948516846,0.6351408958435059,0.19100640714168549
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5067,16658161,15.0,0.5168894529342651,0.5168894529342651,0.6107491254806519,0.1692550629377365
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5068,338490337,5.0,0.6318480968475342,0.6318480968475342,0.6618824005126953,0.21965336799621582
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5068,338490337,10.0,0.5423857569694519,0.5423857569694519,0.6117732524871826,0.17866480350494385
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5068,338490337,15.0,0.4920211732387543,0.4920211732387543,0.6146136522293091,0.16005204617977142
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5069,4271248209,5.0,0.6206976771354675,0.6206976771354675,0.6545155048370361,0.21422883868217468
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5069,4271248209,10.0,0.5460742712020874,0.5460742712020874,0.6237455010414124,0.18063047528266907
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5069,4271248209,15.0,0.5055829286575317,0.5055829286575317,0.6381661891937256,0.16590745747089386
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5070,1437515584,5.0,0.6121273040771484,0.6121273040771484,0.6471481323242188,0.21008960902690887
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5070,1437515584,10.0,0.5297837257385254,0.5297837257385254,0.6107125282287598,0.17344650626182556
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5070,1437515584,15.0,0.48526832461357117,0.48526832461357117,0.6148770451545715,0.1574248969554901
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5071,1766971426,5.0,0.6241827607154846,0.6241827607154846,0.6541510224342346,0.21590086817741394
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5071,1766971426,10.0,0.5428963899612427,0.5428963899612427,0.6225444078445435,0.17868030071258545
outer_final,switzerland,,v2_deepsets_equal_budget,v2,5071,1766971426,15.0,0.4897264838218689,0.4897264838218689,0.6148660182952881,0.1590658277273178
