policy,mask_replicate,diagnostic_mode,calibration_intercept,calibration_slope,estimated_target_prevalence_mlls,estimated_target_prevalence_soft_bbse,diagnostic_best_prior,diagnostic_best_statistic,diagnostic_p_value,diagnostic_accepted_interval_low,diagnostic_accepted_interval_high,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,adaptation_allowed,outer_target,experiment,variant,epochs,config_sha256
drop_advanced,0,composite_multiview_v3,-0.01627860452926129,1.2482402132707349,0.9899994957330541,0.9580182968861403,0.95,0.062383173203139804,0.005,,,True,True,0.76,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
drop_exercise,0,composite_multiview_v3,-0.5135502949074047,1.5633737885507675,0.7880695342078639,0.7975330730047318,0.85,0.07609330412205265,0.005,,,True,True,0.935,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
drop_routine,0,composite_multiview_v3,-0.27266103949573056,1.298022103669791,0.9899994957330541,0.9763908627048539,0.95,0.08152383613510235,0.005,,,True,True,0.74,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,0,composite_multiview_v3,-0.02820535769755889,1.3036136239316902,0.9899994957330541,0.9624229818811956,0.95,0.058306196805600896,0.005,,,True,True,0.8,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,1,composite_multiview_v3,-0.06648259000041576,1.2416994304927431,0.9899994957330541,0.9667278004768239,0.95,0.058194730097047793,0.005,,,True,True,0.705,0.15384615384615385,0.15384615384615385,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,2,composite_multiview_v3,-0.04746611053023436,1.2769767441064674,0.9899994957330541,0.978697116773897,0.95,0.047498303072935996,0.005,,,True,True,0.81,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,3,composite_multiview_v3,-0.05535666237839895,1.2693762751930713,0.9899994957330541,0.9698210157617486,0.95,0.05113534625596124,0.005,,,True,True,0.7,0.15384615384615385,0.15384615384615385,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,4,composite_multiview_v3,-0.05669618517397397,1.2396263180247145,0.9899994957330541,0.9768680667000501,0.95,0.05824643394642124,0.005,,,True,True,0.76,0.07692307692307693,0.07692307692307693,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,5,composite_multiview_v3,-0.032553538826125224,1.2757932202671878,0.9899994957330541,0.9840151158693538,0.95,0.04863760967314905,0.005,,,True,True,0.705,0.15384615384615385,0.15384615384615385,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
empirical_source,6,composite_multiview_v3,-0.04286853601183477,1.2573532278991748,0.9899994957330541,0.984489163536357,0.95,0.05519953883895769,0.005,,,True,True,0.705,0.15384615384615385,0.15384615384615385,False,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
