view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,policy,mask_replicate,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,outer_target,experiment,variant,epochs,config_sha256
composite,0.95,0.05519953883895769,0.0038124651211085526,0.005,False,0.05,384,,empirical_source,6,composite_multiview_v3,False,True,True,0.705,0.15384615384615385,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.00153847938021367,0.006975614363210396,0.33,True,0.05,128,1.0302934694695955,empirical_source,7,composite_multiview_v3,False,True,True,0.71,0.15384615384615385,0.23076923076923078,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.05179040135433355,0.004648853159197589,0.005,False,0.05,128,2.364140825746896,empirical_source,7,composite_multiview_v3,False,True,True,0.71,0.15384615384615385,0.23076923076923078,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.7,0.12034089187630337,0.0033964603248098396,0.005,False,0.05,128,3.571203870515353,empirical_source,7,composite_multiview_v3,False,True,True,0.71,0.15384615384615385,0.23076923076923078,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.05858585179672839,0.003908692879600861,0.005,False,0.05,384,,empirical_source,7,composite_multiview_v3,False,True,True,0.71,0.15384615384615385,0.23076923076923078,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0015399449225991266,0.007022240011937268,0.295,True,0.05,128,1.0155567875097222,empirical_source,8,composite_multiview_v3,False,True,True,0.705,0.15384615384615385,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.04447652816025023,0.004547595067410651,0.005,False,0.05,128,2.364140825746896,empirical_source,8,composite_multiview_v3,False,True,True,0.705,0.15384615384615385,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.55,0.1130293378593043,0.004030003973980295,0.005,False,0.05,128,3.422545515972155,empirical_source,8,composite_multiview_v3,False,True,True,0.705,0.15384615384615385,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.05489964504925491,0.0038995983255267694,0.005,False,0.05,384,,empirical_source,8,composite_multiview_v3,False,True,True,0.705,0.15384615384615385,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0010107120741412708,0.006027522293639986,0.47,True,0.05,128,1.018819937987928,empirical_source,9,composite_multiview_v3,False,True,True,0.765,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
