method,macro_site_worst_mask_balanced_log_loss,worst_site_mask_balanced_log_loss,macro_site_worst_mask_balanced_brier,macro_site_worst_mask_aurc,macro_natural_roc_auc,macro_mcar_balanced_log_loss_auc,macro_mcar50_minus_natural_balanced_log_loss
router:equal_logit_blend,0.6196187339760304,0.6702594478138244,0.21437766985154108,0.2033854646409865,0.8021739997913699,0.5906201153991724,0.06151413359238071
router:support_aware_router,0.623861139716789,0.6728441842304274,0.21596051001267313,0.20783362553848905,0.8017211002539186,0.5963412385465497,0.05618032620728526
router:selected_convex_blend,0.6327740399528018,0.6702594478138244,0.22053504191775,0.1977316559160811,0.8033738627763769,0.6107138806772507,0.053737815214800186
control:logistic_structured,0.6654975883474079,0.7522460953213728,0.22766285164300543,0.21868239248569038,0.7976019116096867,0.6174016093645109,0.04071477318813077
neural:v2_deepsets_smoke,0.6941496846407635,0.6981421508446061,0.25049956382682714,0.45910344055425856,0.6637644265314743,0.6914178959989562,0.004117559526985115
neural:v2_attention_smoke,0.70717027036472,0.780577500167784,0.25654737355878987,0.5378274596476351,0.64211109721882,0.6841341273561232,0.03325283669082116
control:logistic_natural,0.8085629759442552,0.924795866409382,0.2767543796506101,0.41040473185153775,0.7835925345419201,0.653848445393745,0.0744027753524415
