view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,policy,mask_replicate,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,outer_target,experiment,variant,epochs,config_sha256
composite,0.4,0.027909214915610655,0.00232289958281389,0.005,False,0.05,384,,empirical_source,8,composite_multiview_v3,False,False,False,0.9174917491749175,0.07692307692307693,0.15384615384615385,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.35,0.004100639310268287,0.002989722117212463,0.01,False,0.05,128,1.0220840946543888,empirical_source,9,composite_multiview_v3,False,True,True,0.9801980198019802,0.0,0.07692307692307693,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.01808251706076216,0.0029341396567943287,0.005,False,0.05,128,2.2128682345625577,empirical_source,9,composite_multiview_v3,False,True,True,0.9801980198019802,0.0,0.07692307692307693,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.7,0.04752339839776272,0.005774190332122962,0.005,False,0.05,128,3.3124383963471216,empirical_source,9,composite_multiview_v3,False,True,True,0.9801980198019802,0.0,0.07692307692307693,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.4,0.0248977793719496,0.0029248209855387056,0.005,False,0.05,384,,empirical_source,9,composite_multiview_v3,False,True,True,0.9801980198019802,0.0,0.07692307692307693,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.015260738401730846,0.0018206483457122334,0.005,False,0.05,128,0.9940101230812701,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.16501650165016502,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.35,0.016461942683490882,0.004209532595063254,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.16501650165016502,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.6387154726632752,0.0031518124159056063,0.005,False,0.05,128,4.1726767691958555,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.16501650165016502,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.23462164528514826,0.002593446876335476,0.005,False,0.05,384,,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.16501650165016502,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.45,0.023547448215040172,0.002077167147017913,0.005,False,0.05,128,0.9893971740832909,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.01867083787241329,0.00350301672532666,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5482876079443544,0.003681769976836139,0.005,False,0.05,128,4.159676418360886,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.5,0.20635144590275875,0.0020353719844368088,0.005,False,0.05,384,,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.45,0.016486916286883778,0.002082611750773695,0.005,False,0.05,128,1.006528943474355,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.015404853484857303,0.0028385304737761135,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5723274811732038,0.003837004563239204,0.005,False,0.05,128,4.168885301227394,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.20939435203527704,0.00257126425979747,0.005,False,0.05,384,,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.022351061557935994,0.002592512006211089,0.005,False,0.05,128,0.9848479933135191,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.35,0.018094267992279006,0.003982456030012883,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5598377810568873,0.0038008161546936284,0.005,False,0.05,128,4.166118268352623,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.20927099647517466,0.0026242761296357635,0.005,False,0.05,384,,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.45,0.012994091732322842,0.001611308420852635,0.005,False,0.05,128,1.001626942969799,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.3,0.019431092576805142,0.004490217428879735,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.8,0.456469113746791,0.0037304553150621133,0.005,False,0.05,128,4.176385626808873,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.16605488442523042,0.0026017630201312842,0.005,False,0.05,384,,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.028511372828518185,0.0030982501099970873,0.005,False,0.05,128,0.9950516360817362,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.45,0.017307816079666114,0.0033362212363426996,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5262856856585363,0.004518608119721508,0.005,False,0.05,128,4.178588250308443,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.5,0.20218072555105263,0.0025263554673969424,0.005,False,0.05,384,,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.01692540393389231,0.002240734373714234,0.005,False,0.05,128,0.9957186895530399,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.35,0.01902624989340587,0.004270491112852975,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.4247338826896651,0.003989434277022724,0.005,False,0.05,128,4.145300865501125,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.16022323331101618,0.0024971350554196265,0.005,False,0.05,384,,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.02494227316559211,0.0032960654666333473,0.005,False,0.05,128,0.9919288376969834,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.022453288644461035,0.004673306277827001,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v5_mask_only_dro,v5_mask,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
