method,track,outer_target,policy,mask_replicate,mean_observed_fraction,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mar_age_sex_30,8,0.5007692307692309,200.0,0.745,0.7320700092117385,0.8752895865799686,0.5346132448117211,0.6421858710677544,0.17726287310025554,0.22579591245869451,0.72,0.6057375970522437,0.8169934640522876,0.7961783439490446,0.8389261744966443,0.610738255033557,0.47349655088305814,1.1719576746780211,0.14623937929281408
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mar_age_sex_30,9,0.5142307692307692,200.0,0.745,0.7280563232004211,0.88521383560695,0.531964693856024,0.6525375386988471,0.17666848315634326,0.23133821220348932,0.73,0.5995525727069351,0.8269230769230769,0.7914110429447853,0.8657718120805369,0.5637583892617449,0.432989199332011,1.1028511133487453,0.139717687398109
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,0,0.645,200.0,0.745,0.703513620213186,0.8458471861603265,0.5336084037059927,0.6645679219672886,0.17623302262184695,0.2342845958854945,0.73,0.5931043558362943,0.8280254777070064,0.7878787878787878,0.87248322147651,0.5637583892617449,0.4462796550170194,1.0415727367524692,0.1672932367124142
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,1,0.6342307692307692,200.0,0.745,0.7077247006185025,0.8519446904992598,0.5371701529313413,0.6599836897003517,0.17771740829402455,0.2320168567403495,0.745,0.6225161205421765,0.8360128617363344,0.8024691358024691,0.87248322147651,0.4697986577181208,0.5037692479003293,0.9990153847066849,0.16795827250448075
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,2,0.6373076923076922,200.0,0.745,0.7186471904197922,0.8627450382471024,0.530445457182078,0.6540016056583539,0.175168120411238,0.23014829667663528,0.75,0.6258718252401632,0.8397435897435898,0.803680981595092,0.8791946308724832,0.5167785234899329,0.4403080585961534,1.091179202462442,0.15364421398449893
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,3,0.6438461538461538,200.0,0.745,0.7175944203184631,0.8563879271202515,0.5325375098288438,0.6569826559310391,0.17601585982409865,0.2305717273186354,0.735,0.6158047111462035,0.8284789644012945,0.8,0.8590604026845637,0.5973154362416108,0.47113827227011823,1.0344032256919586,0.1605871395823193
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,4,0.65,200.0,0.745,0.7414133438610344,0.8659308937820205,0.511947305112151,0.6420237783221185,0.16638522818718826,0.22385977931882245,0.78,0.6460060534280827,0.8616352201257862,0.8106508875739645,0.9194630872483222,0.5838926174496645,0.27586317162262525,1.2975268506840558,0.14378725039509443
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,5,0.6438461538461538,200.0,0.745,0.703513620213186,0.8509250707765476,0.535325050808554,0.6669448899887515,0.17753352196802305,0.2358172245205635,0.745,0.6096196868008948,0.8380952380952381,0.7951807228915663,0.8859060402684564,0.5704697986577181,0.4596354947181489,1.0087522543309089,0.16315749627640025
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,6,0.6276923076923078,200.0,0.745,0.7099618370838268,0.8543143048186457,0.5337321122545469,0.6671028926064291,0.1764567959085577,0.23569848560679887,0.765,0.629490722463482,0.8517350157728707,0.8035714285714286,0.9060402684563759,0.5973154362416108,0.43284464514358445,1.0325005541638521,0.162004306041741
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,7,0.645,200.0,0.745,0.7388472167390446,0.8724145764286173,0.5237267547821075,0.6407285581269064,0.17216709697115107,0.22438453837978467,0.75,0.6194236083695224,0.8407643312101911,0.8,0.8859060402684564,0.6174496644295302,0.4189559589203178,1.1647648141969935,0.14708874887017392
