stage,outer_target,inner_validation,experiment,variant,training_seed,fit_seed,epoch,objective,mean_group_risk,robust_group_risk,mean_group_brier
outer_final,cleveland,,v7_ane,v7,5062,3384113855,5.0,0.6293691992759705,0.6068549156188965,0.6130746006965637,0.2095937430858612
outer_final,cleveland,,v7_ane,v7,5062,3384113855,10.0,0.5897891521453857,0.5666630268096924,0.5821955800056458,0.1924302875995636
outer_final,cleveland,,v7_ane,v7,5063,2037581686,5.0,0.6012810468673706,0.5796791911125183,0.5872125029563904,0.19718529284000397
outer_final,cleveland,,v7_ane,v7,5063,2037581686,10.0,0.5591627955436707,0.5372302532196045,0.5527365803718567,0.18056002259254456
outer_final,cleveland,,v7_ane,v7,5064,1610219980,5.0,0.6065518856048584,0.5830128192901611,0.59760582447052,0.1989080011844635
outer_final,cleveland,,v7_ane,v7,5064,1610219980,10.0,0.5686494708061218,0.5453760623931885,0.5651530623435974,0.18329136073589325
outer_final,cleveland,,v7_ane,v7,5065,2441744060,5.0,0.6446141004562378,0.6223028898239136,0.6251638531684875,0.21595938503742218
outer_final,cleveland,,v7_ane,v7,5065,2441744060,10.0,0.5844887495040894,0.5622063875198364,0.5748828053474426,0.19113242626190186
outer_final,cleveland,,v7_ane,v7,5066,946725369,5.0,0.5884533524513245,0.5668002367019653,0.5764182209968567,0.1924860179424286
outer_final,cleveland,,v7_ane,v7,5066,946725369,10.0,0.564240574836731,0.541683554649353,0.5589322447776794,0.1824488490819931
outer_final,cleveland,,v7_ane,v7,5067,2856700000,5.0,0.5981886386871338,0.5743471384048462,0.5916642546653748,0.1951223462820053
outer_final,cleveland,,v7_ane,v7,5067,2856700000,10.0,0.5723861455917358,0.549742579460144,0.5663096308708191,0.1850184202194214
outer_final,cleveland,,v7_ane,v7,5068,1977502620,5.0,0.6054534316062927,0.5835712552070618,0.5915562510490417,0.19885902106761932
outer_final,cleveland,,v7_ane,v7,5068,1977502620,10.0,0.5776400566101074,0.5544650554656982,0.5723708271980286,0.18698598444461823
outer_final,cleveland,,v7_ane,v7,5069,2700533731,5.0,0.6289311051368713,0.6063267588615417,0.6130945086479187,0.20912382006645203
outer_final,cleveland,,v7_ane,v7,5069,2700533731,10.0,0.5847684144973755,0.5625817179679871,0.5745831727981567,0.19186370074748993
outer_final,cleveland,,v7_ane,v7,5070,2147937929,5.0,0.6038427352905273,0.5815936326980591,0.5913721323013306,0.19804470241069794
outer_final,cleveland,,v7_ane,v7,5070,2147937929,10.0,0.5614150166511536,0.53923100233078,0.5554553270339966,0.18128003180027008
outer_final,cleveland,,v7_ane,v7,5071,2195000150,5.0,0.6055578589439392,0.584050714969635,0.5906642079353333,0.1985379457473755
outer_final,cleveland,,v7_ane,v7,5071,2195000150,10.0,0.5671966075897217,0.5456188917160034,0.5581406950950623,0.18447290360927582
