revision,mechanism,batch_size,nominal_latent_prevalence,acceptance_rate,realized_latent_prevalence,episodes
v3_max_moment,tail_contamination,128,0.15,0.0,0.14375,10
v3_max_moment,tail_contamination,128,0.2,0.0,0.20390625,10
v3_max_moment,tail_contamination,128,0.25,0.0,0.26015625,10
v3_max_moment,tail_contamination,128,0.3,0.0,0.28046875,10
v3_max_moment,tail_contamination,128,0.35,0.0,0.365625,20
v3_max_moment,tail_contamination,128,0.4,0.0,0.4328125,10
v3_max_moment,tail_contamination,128,0.45,0.0,0.44296875,10
v3_max_moment,tail_contamination,128,0.5,0.0,0.4859375,10
v3_max_moment,tail_contamination,128,0.55,0.0,0.56640625,10
v3_max_moment,tail_contamination,128,0.6,0.0,0.5875,10
v3_max_moment,tail_contamination,128,0.65,0.0,0.64609375,10
v3_max_moment,tail_contamination,128,0.7,0.0,0.6984375,10
v3_max_moment,tail_contamination,128,0.75,0.0,0.7484375,10
v3_max_moment,tail_contamination,128,0.8,0.0,0.8015625,10
v3_max_moment,tail_contamination,128,0.85,0.0,0.83359375,10
v3_max_moment,tail_contamination,128,0.9,0.0,0.9015625,10
v3_max_moment,tail_contamination,128,0.95,0.0,0.95078125,10
v3_max_moment,tail_contamination,256,0.05,0.0,0.059375,10
v3_max_moment,tail_contamination,256,0.1,0.0,0.108203125,10
v3_max_moment,tail_contamination,256,0.15,0.0,0.143359375,10
v3_max_moment,tail_contamination,256,0.2,0.0,0.215234375,10
v3_max_moment,tail_contamination,256,0.25,0.0,0.254296875,10
v3_max_moment,tail_contamination,256,0.3,0.0,0.3171875,10
v3_max_moment,tail_contamination,256,0.35,0.0,0.3419921875,20
v3_max_moment,tail_contamination,256,0.4,0.0,0.40078125,10
v3_max_moment,tail_contamination,256,0.45,0.0,0.43203125,10
v3_max_moment,tail_contamination,256,0.5,0.0,0.513671875,10
v3_max_moment,tail_contamination,256,0.55,0.0,0.54375,10
v3_max_moment,tail_contamination,256,0.6,0.0,0.590625,10
v3_max_moment,tail_contamination,256,0.65,0.0,0.65546875,10
v3_max_moment,tail_contamination,256,0.7,0.0,0.689453125,10
v3_max_moment,tail_contamination,256,0.75,0.0,0.759765625,10
v3_max_moment,tail_contamination,256,0.8,0.0,0.80390625,10
v3_max_moment,tail_contamination,256,0.85,0.0,0.83828125,10
v3_max_moment,tail_contamination,256,0.9,0.0,0.90703125,10
v3_max_moment,tail_contamination,256,0.95,0.0,0.943359375,10
v3_max_moment,tail_contamination,512,0.05,0.0,0.0458984375,10
v3_max_moment,tail_contamination,512,0.1,0.0,0.1,10
v3_max_moment,tail_contamination,512,0.15,0.0,0.1501953125,10
v3_max_moment,tail_contamination,512,0.2,0.0,0.2076171875,10
v3_max_moment,tail_contamination,512,0.25,0.0,0.2513671875,10
v3_max_moment,tail_contamination,512,0.3,0.0,0.3033203125,10
v3_max_moment,tail_contamination,512,0.35,0.0,0.34560546875,20
v3_max_moment,tail_contamination,512,0.4,0.0,0.3966796875,10
v3_max_moment,tail_contamination,512,0.45,0.0,0.4568359375,10
v3_max_moment,tail_contamination,512,0.5,0.0,0.4798828125,10
v3_max_moment,tail_contamination,512,0.55,0.0,0.5623046875,10
v3_max_moment,tail_contamination,512,0.6,0.0,0.5904296875,10
v3_max_moment,tail_contamination,512,0.65,0.0,0.651171875,10
v3_max_moment,tail_contamination,512,0.7,0.0,0.7021484375,10
v3_max_moment,tail_contamination,512,0.75,0.0,0.7419921875,10
v3_max_moment,tail_contamination,512,0.8,0.0,0.8009765625,10
v3_max_moment,tail_contamination,512,0.85,0.0,0.85,10
v3_max_moment,tail_contamination,512,0.9,0.0,0.8994140625,10
v3_max_moment,tail_contamination,512,0.95,0.0,0.9521484375,10
v3_max_moment,unidentifiable_concept_reversal,32,0.05,1.0,0.08125,10
v3_max_moment,unidentifiable_concept_reversal,32,0.1,1.0,0.1125,10
v3_max_moment,unidentifiable_concept_reversal,32,0.15,1.0,0.125,10
v3_max_moment,unidentifiable_concept_reversal,32,0.2,0.8,0.2375,10
v3_max_moment,unidentifiable_concept_reversal,32,0.25,1.0,0.259375,10
v3_max_moment,unidentifiable_concept_reversal,32,0.3,1.0,0.321875,10
v3_max_moment,unidentifiable_concept_reversal,32,0.35,1.0,0.39375,10
v3_max_moment,unidentifiable_concept_reversal,32,0.4,1.0,0.371875,10
v3_max_moment,unidentifiable_concept_reversal,32,0.45,1.0,0.4796875,20
v3_max_moment,unidentifiable_concept_reversal,32,0.5,1.0,0.546875,10
v3_max_moment,unidentifiable_concept_reversal,32,0.55,1.0,0.565625,10
v3_max_moment,unidentifiable_concept_reversal,32,0.6,1.0,0.5875,10
v3_max_moment,unidentifiable_concept_reversal,32,0.65,1.0,0.634375,10
v3_max_moment,unidentifiable_concept_reversal,32,0.7,1.0,0.6875,10
v3_max_moment,unidentifiable_concept_reversal,32,0.75,0.9,0.78125,10
v3_max_moment,unidentifiable_concept_reversal,32,0.8,1.0,0.815625,10
v3_max_moment,unidentifiable_concept_reversal,32,0.85,1.0,0.8625,10
v3_max_moment,unidentifiable_concept_reversal,32,0.9,1.0,0.90625,10
v3_max_moment,unidentifiable_concept_reversal,32,0.95,1.0,0.940625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.05,1.0,0.040625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.1,1.0,0.1,10
v3_max_moment,unidentifiable_concept_reversal,64,0.15,1.0,0.134375,10
v3_max_moment,unidentifiable_concept_reversal,64,0.2,1.0,0.1890625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.25,1.0,0.2625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.3,1.0,0.2890625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.35,1.0,0.4,10
v3_max_moment,unidentifiable_concept_reversal,64,0.4,1.0,0.41875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.45,1.0,0.45234375,20
v3_max_moment,unidentifiable_concept_reversal,64,0.5,1.0,0.525,10
v3_max_moment,unidentifiable_concept_reversal,64,0.55,1.0,0.5421875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.6,1.0,0.6359375,10
v3_max_moment,unidentifiable_concept_reversal,64,0.65,1.0,0.665625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.7,1.0,0.7046875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.75,1.0,0.7515625,10
v3_max_moment,unidentifiable_concept_reversal,64,0.8,1.0,0.796875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.85,1.0,0.8421875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.9,1.0,0.921875,10
v3_max_moment,unidentifiable_concept_reversal,64,0.95,1.0,0.9484375,10
v3_max_moment,unidentifiable_concept_reversal,128,0.05,1.0,0.053125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.1,1.0,0.103125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.15,1.0,0.13984375,10
v3_max_moment,unidentifiable_concept_reversal,128,0.2,1.0,0.2046875,10
v3_max_moment,unidentifiable_concept_reversal,128,0.25,1.0,0.2609375,10
v3_max_moment,unidentifiable_concept_reversal,128,0.3,1.0,0.3,10
v3_max_moment,unidentifiable_concept_reversal,128,0.35,1.0,0.365625,10
v3_max_moment,unidentifiable_concept_reversal,128,0.4,1.0,0.39609375,10
v3_max_moment,unidentifiable_concept_reversal,128,0.45,1.0,0.44765625,20
v3_max_moment,unidentifiable_concept_reversal,128,0.5,1.0,0.484375,10
v3_max_moment,unidentifiable_concept_reversal,128,0.55,1.0,0.58125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.6,1.0,0.628125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.65,1.0,0.66328125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.7,1.0,0.7015625,10
v3_max_moment,unidentifiable_concept_reversal,128,0.75,1.0,0.775,10
v3_max_moment,unidentifiable_concept_reversal,128,0.8,1.0,0.80546875,10
v3_max_moment,unidentifiable_concept_reversal,128,0.85,1.0,0.8453125,10
v3_max_moment,unidentifiable_concept_reversal,128,0.9,1.0,0.90390625,10
v3_max_moment,unidentifiable_concept_reversal,128,0.95,1.0,0.94375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.05,1.0,0.051953125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.1,1.0,0.10078125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.15,1.0,0.137109375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.2,1.0,0.2125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.25,1.0,0.2609375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.3,1.0,0.3,10
v3_max_moment,unidentifiable_concept_reversal,256,0.35,1.0,0.3375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.4,1.0,0.40078125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.45,1.0,0.451953125,20
v3_max_moment,unidentifiable_concept_reversal,256,0.5,1.0,0.498046875,10
v3_max_moment,unidentifiable_concept_reversal,256,0.55,1.0,0.53671875,10
v3_max_moment,unidentifiable_concept_reversal,256,0.6,1.0,0.59375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.65,1.0,0.6609375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.7,1.0,0.681640625,10
v3_max_moment,unidentifiable_concept_reversal,256,0.75,1.0,0.755078125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.8,1.0,0.7984375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.85,1.0,0.8484375,10
v3_max_moment,unidentifiable_concept_reversal,256,0.9,1.0,0.9078125,10
v3_max_moment,unidentifiable_concept_reversal,256,0.95,1.0,0.95078125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.05,1.0,0.05078125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.1,1.0,0.104296875,10
v3_max_moment,unidentifiable_concept_reversal,512,0.15,1.0,0.15546875,10
v3_max_moment,unidentifiable_concept_reversal,512,0.2,1.0,0.1931640625,10
v3_max_moment,unidentifiable_concept_reversal,512,0.25,1.0,0.25,10
v3_max_moment,unidentifiable_concept_reversal,512,0.3,1.0,0.2978515625,10
v3_max_moment,unidentifiable_concept_reversal,512,0.35,1.0,0.351171875,10
v3_max_moment,unidentifiable_concept_reversal,512,0.4,1.0,0.4041015625,10
v3_max_moment,unidentifiable_concept_reversal,512,0.45,1.0,0.45107421875,20
v3_max_moment,unidentifiable_concept_reversal,512,0.5,1.0,0.49453125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.55,1.0,0.55859375,10
v3_max_moment,unidentifiable_concept_reversal,512,0.6,1.0,0.607421875,10
v3_max_moment,unidentifiable_concept_reversal,512,0.65,1.0,0.648828125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.7,1.0,0.7078125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.75,1.0,0.7541015625,10
v3_max_moment,unidentifiable_concept_reversal,512,0.8,1.0,0.7970703125,10
v3_max_moment,unidentifiable_concept_reversal,512,0.85,1.0,0.8513671875,10
v3_max_moment,unidentifiable_concept_reversal,512,0.9,1.0,0.896484375,10
v3_max_moment,unidentifiable_concept_reversal,512,0.95,1.0,0.95078125,10
v4_spectral_ridge,conditional_scale,32,0.05,0.1,0.0625,10
v4_spectral_ridge,conditional_scale,32,0.1,0.1,0.13125,10
v4_spectral_ridge,conditional_scale,32,0.15,0.0,0.146875,20
v4_spectral_ridge,conditional_scale,32,0.2,0.0,0.21875,10
v4_spectral_ridge,conditional_scale,32,0.25,0.2,0.253125,10
v4_spectral_ridge,conditional_scale,32,0.3,0.3,0.328125,10
v4_spectral_ridge,conditional_scale,32,0.35,0.5,0.334375,10
v4_spectral_ridge,conditional_scale,32,0.4,0.4,0.38125,10
v4_spectral_ridge,conditional_scale,32,0.45,0.3,0.45625,10
v4_spectral_ridge,conditional_scale,32,0.5,0.3,0.46875,10
v4_spectral_ridge,conditional_scale,32,0.55,0.3,0.528125,10
v4_spectral_ridge,conditional_scale,32,0.6,0.5,0.615625,10
v4_spectral_ridge,conditional_scale,32,0.65,0.6,0.675,10
v4_spectral_ridge,conditional_scale,32,0.7,0.8,0.7125,10
v4_spectral_ridge,conditional_scale,32,0.75,0.9,0.7375,10
v4_spectral_ridge,conditional_scale,32,0.8,0.9,0.790625,10
v4_spectral_ridge,conditional_scale,32,0.85,0.6,0.834375,10
v4_spectral_ridge,conditional_scale,32,0.9,0.9,0.90625,10
v4_spectral_ridge,conditional_scale,32,0.95,1.0,0.946875,10
v4_spectral_ridge,conditional_scale,64,0.05,0.0,0.046875,10
v4_spectral_ridge,conditional_scale,64,0.1,0.0,0.0796875,10
v4_spectral_ridge,conditional_scale,64,0.15,0.05,0.15078125,20
v4_spectral_ridge,conditional_scale,64,0.2,0.0,0.2140625,10
v4_spectral_ridge,conditional_scale,64,0.25,0.0,0.2359375,10
v4_spectral_ridge,conditional_scale,64,0.3,0.1,0.265625,10
v4_spectral_ridge,conditional_scale,64,0.35,0.0,0.3359375,10
v4_spectral_ridge,conditional_scale,64,0.4,0.3,0.3921875,10
v4_spectral_ridge,conditional_scale,64,0.45,0.0,0.45625,10
v4_spectral_ridge,conditional_scale,64,0.5,0.1,0.4984375,10
v4_spectral_ridge,conditional_scale,64,0.55,0.0,0.546875,10
v4_spectral_ridge,conditional_scale,64,0.6,0.3,0.5859375,10
v4_spectral_ridge,conditional_scale,64,0.65,0.4,0.646875,10
v4_spectral_ridge,conditional_scale,64,0.7,0.5,0.7171875,10
v4_spectral_ridge,conditional_scale,64,0.75,0.5,0.753125,10
v4_spectral_ridge,conditional_scale,64,0.8,0.8,0.79375,10
v4_spectral_ridge,conditional_scale,64,0.85,0.7,0.85625,10
v4_spectral_ridge,conditional_scale,64,0.9,1.0,0.8921875,10
v4_spectral_ridge,conditional_scale,64,0.95,0.9,0.9375,10
v4_spectral_ridge,conditional_scale,128,0.05,0.0,0.04375,10
v4_spectral_ridge,conditional_scale,128,0.1,0.0,0.10390625,10
v4_spectral_ridge,conditional_scale,128,0.15,0.0,0.140625,20
v4_spectral_ridge,conditional_scale,128,0.2,0.0,0.2,10
v4_spectral_ridge,conditional_scale,128,0.25,0.0,0.2328125,10
v4_spectral_ridge,conditional_scale,128,0.3,0.0,0.29609375,10
v4_spectral_ridge,conditional_scale,128,0.35,0.0,0.340625,10
v4_spectral_ridge,conditional_scale,128,0.4,0.0,0.4046875,10
v4_spectral_ridge,conditional_scale,128,0.45,0.0,0.45390625,10
v4_spectral_ridge,conditional_scale,128,0.5,0.0,0.478125,10
v4_spectral_ridge,conditional_scale,128,0.55,0.1,0.5296875,10
v4_spectral_ridge,conditional_scale,128,0.6,0.2,0.5796875,10
v4_spectral_ridge,conditional_scale,128,0.65,0.4,0.64921875,10
v4_spectral_ridge,conditional_scale,128,0.7,0.2,0.70703125,10
v4_spectral_ridge,conditional_scale,128,0.75,0.5,0.75390625,10
v4_spectral_ridge,conditional_scale,128,0.8,0.8,0.790625,10
v4_spectral_ridge,conditional_scale,128,0.85,0.9,0.853125,10
v4_spectral_ridge,conditional_scale,128,0.9,1.0,0.8875,10
v4_spectral_ridge,conditional_scale,128,0.95,1.0,0.9453125,10
v4_spectral_ridge,conditional_scale,256,0.05,0.0,0.05078125,10
v4_spectral_ridge,conditional_scale,256,0.1,0.0,0.108203125,10
v4_spectral_ridge,conditional_scale,256,0.15,0.0,0.1478515625,20
v4_spectral_ridge,conditional_scale,256,0.2,0.0,0.209375,10
v4_spectral_ridge,conditional_scale,256,0.25,0.0,0.254296875,10
v4_spectral_ridge,conditional_scale,256,0.3,0.0,0.291015625,10
v4_spectral_ridge,conditional_scale,256,0.35,0.0,0.3546875,10
v4_spectral_ridge,conditional_scale,256,0.4,0.0,0.41953125,10
v4_spectral_ridge,conditional_scale,256,0.45,0.0,0.447265625,10
v4_spectral_ridge,conditional_scale,256,0.5,0.0,0.488671875,10
v4_spectral_ridge,conditional_scale,256,0.55,0.0,0.55,10
v4_spectral_ridge,conditional_scale,256,0.6,0.0,0.59375,10
v4_spectral_ridge,conditional_scale,256,0.65,0.0,0.65078125,10
v4_spectral_ridge,conditional_scale,256,0.7,0.1,0.685546875,10
v4_spectral_ridge,conditional_scale,256,0.75,0.0,0.74375,10
v4_spectral_ridge,conditional_scale,256,0.8,0.7,0.795703125,10
v4_spectral_ridge,conditional_scale,256,0.85,0.8,0.837890625,10
v4_spectral_ridge,conditional_scale,256,0.9,1.0,0.891796875,10
v4_spectral_ridge,conditional_scale,256,0.95,1.0,0.952734375,10
v4_spectral_ridge,conditional_scale,512,0.05,0.0,0.0490234375,10
v4_spectral_ridge,conditional_scale,512,0.1,0.0,0.0966796875,10
v4_spectral_ridge,conditional_scale,512,0.15,0.0,0.15009765625,20
v4_spectral_ridge,conditional_scale,512,0.2,0.0,0.205078125,10
v4_spectral_ridge,conditional_scale,512,0.25,0.0,0.24921875,10
v4_spectral_ridge,conditional_scale,512,0.3,0.0,0.2982421875,10
v4_spectral_ridge,conditional_scale,512,0.35,0.0,0.3548828125,10
v4_spectral_ridge,conditional_scale,512,0.4,0.0,0.398046875,10
v4_spectral_ridge,conditional_scale,512,0.45,0.0,0.4443359375,10
v4_spectral_ridge,conditional_scale,512,0.5,0.0,0.5060546875,10
v4_spectral_ridge,conditional_scale,512,0.55,0.0,0.5630859375,10
v4_spectral_ridge,conditional_scale,512,0.6,0.0,0.5951171875,10
v4_spectral_ridge,conditional_scale,512,0.65,0.0,0.6509765625,10
v4_spectral_ridge,conditional_scale,512,0.7,0.0,0.7009765625,10
v4_spectral_ridge,conditional_scale,512,0.75,0.0,0.7375,10
v4_spectral_ridge,conditional_scale,512,0.8,0.3,0.8048828125,10
v4_spectral_ridge,conditional_scale,512,0.85,0.6,0.8490234375,10
v4_spectral_ridge,conditional_scale,512,0.9,1.0,0.894921875,10
v4_spectral_ridge,conditional_scale,512,0.95,1.0,0.9470703125,10
v4_spectral_ridge,conditional_translation,32,0.05,1.0,0.05625,10
v4_spectral_ridge,conditional_translation,32,0.1,0.9,0.115625,20
v4_spectral_ridge,conditional_translation,32,0.15,0.9,0.15625,10
v4_spectral_ridge,conditional_translation,32,0.2,0.8,0.203125,10
v4_spectral_ridge,conditional_translation,32,0.25,0.5,0.246875,10
v4_spectral_ridge,conditional_translation,32,0.3,0.2,0.328125,10
v4_spectral_ridge,conditional_translation,32,0.35,0.3,0.296875,10
v4_spectral_ridge,conditional_translation,32,0.4,0.0,0.390625,10
v4_spectral_ridge,conditional_translation,32,0.45,0.1,0.440625,10
v4_spectral_ridge,conditional_translation,32,0.5,0.0,0.528125,10
v4_spectral_ridge,conditional_translation,32,0.55,0.0,0.50625,10
v4_spectral_ridge,conditional_translation,32,0.6,0.0,0.6375,10
v4_spectral_ridge,conditional_translation,32,0.65,0.0,0.65,10
v4_spectral_ridge,conditional_translation,32,0.7,0.0,0.69375,10
v4_spectral_ridge,conditional_translation,32,0.75,0.0,0.790625,10
v4_spectral_ridge,conditional_translation,32,0.8,0.0,0.815625,10
v4_spectral_ridge,conditional_translation,32,0.85,0.0,0.840625,10
v4_spectral_ridge,conditional_translation,32,0.9,0.0,0.89375,10
v4_spectral_ridge,conditional_translation,32,0.95,0.0,0.953125,10
v4_spectral_ridge,conditional_translation,64,0.05,1.0,0.0640625,10
v4_spectral_ridge,conditional_translation,64,0.1,0.8,0.1171875,20
v4_spectral_ridge,conditional_translation,64,0.15,0.5,0.1625,10
v4_spectral_ridge,conditional_translation,64,0.2,0.4,0.20625,10
v4_spectral_ridge,conditional_translation,64,0.25,0.2,0.23125,10
v4_spectral_ridge,conditional_translation,64,0.3,0.0,0.3265625,10
v4_spectral_ridge,conditional_translation,64,0.35,0.1,0.3078125,10
v4_spectral_ridge,conditional_translation,64,0.4,0.0,0.41875,10
v4_spectral_ridge,conditional_translation,64,0.45,0.0,0.428125,10
v4_spectral_ridge,conditional_translation,64,0.5,0.0,0.4953125,10
v4_spectral_ridge,conditional_translation,64,0.55,0.0,0.5625,10
v4_spectral_ridge,conditional_translation,64,0.6,0.0,0.6109375,10
v4_spectral_ridge,conditional_translation,64,0.65,0.0,0.6453125,10
v4_spectral_ridge,conditional_translation,64,0.7,0.0,0.7046875,10
v4_spectral_ridge,conditional_translation,64,0.75,0.0,0.7609375,10
v4_spectral_ridge,conditional_translation,64,0.8,0.0,0.7890625,10
v4_spectral_ridge,conditional_translation,64,0.85,0.0,0.853125,10
v4_spectral_ridge,conditional_translation,64,0.9,0.0,0.896875,10
v4_spectral_ridge,conditional_translation,64,0.95,0.0,0.95,10
v4_spectral_ridge,conditional_translation,128,0.05,1.0,0.05,10
v4_spectral_ridge,conditional_translation,128,0.1,0.85,0.10625,20
v4_spectral_ridge,conditional_translation,128,0.15,0.5,0.14140625,10
v4_spectral_ridge,conditional_translation,128,0.2,0.0,0.20234375,10
v4_spectral_ridge,conditional_translation,128,0.25,0.0,0.25390625,10
v4_spectral_ridge,conditional_translation,128,0.3,0.0,0.309375,10
v4_spectral_ridge,conditional_translation,128,0.35,0.0,0.3078125,10
v4_spectral_ridge,conditional_translation,128,0.4,0.0,0.40546875,10
v4_spectral_ridge,conditional_translation,128,0.45,0.0,0.44609375,10
v4_spectral_ridge,conditional_translation,128,0.5,0.0,0.51171875,10
v4_spectral_ridge,conditional_translation,128,0.55,0.0,0.54609375,10
v4_spectral_ridge,conditional_translation,128,0.6,0.0,0.6,10
v4_spectral_ridge,conditional_translation,128,0.65,0.0,0.6390625,10
v4_spectral_ridge,conditional_translation,128,0.7,0.0,0.70546875,10
v4_spectral_ridge,conditional_translation,128,0.75,0.0,0.7390625,10
v4_spectral_ridge,conditional_translation,128,0.8,0.0,0.7921875,10
v4_spectral_ridge,conditional_translation,128,0.85,0.0,0.84765625,10
v4_spectral_ridge,conditional_translation,128,0.9,0.0,0.89375,10
v4_spectral_ridge,conditional_translation,128,0.95,0.0,0.95625,10
v4_spectral_ridge,conditional_translation,256,0.05,1.0,0.046875,10
v4_spectral_ridge,conditional_translation,256,0.1,0.65,0.1005859375,20
v4_spectral_ridge,conditional_translation,256,0.15,0.4,0.14453125,10
v4_spectral_ridge,conditional_translation,256,0.2,0.0,0.19453125,10
v4_spectral_ridge,conditional_translation,256,0.25,0.0,0.2515625,10
v4_spectral_ridge,conditional_translation,256,0.3,0.0,0.30078125,10
v4_spectral_ridge,conditional_translation,256,0.35,0.0,0.334765625,10
v4_spectral_ridge,conditional_translation,256,0.4,0.0,0.39296875,10
v4_spectral_ridge,conditional_translation,256,0.45,0.0,0.430859375,10
v4_spectral_ridge,conditional_translation,256,0.5,0.0,0.50078125,10
v4_spectral_ridge,conditional_translation,256,0.55,0.0,0.53984375,10
v4_spectral_ridge,conditional_translation,256,0.6,0.0,0.61875,10
v4_spectral_ridge,conditional_translation,256,0.65,0.0,0.618359375,10
v4_spectral_ridge,conditional_translation,256,0.7,0.0,0.694921875,10
v4_spectral_ridge,conditional_translation,256,0.75,0.0,0.755078125,10
v4_spectral_ridge,conditional_translation,256,0.8,0.0,0.791015625,10
v4_spectral_ridge,conditional_translation,256,0.85,0.0,0.848828125,10
v4_spectral_ridge,conditional_translation,256,0.9,0.0,0.90390625,10
v4_spectral_ridge,conditional_translation,256,0.95,0.0,0.94921875,10
v4_spectral_ridge,conditional_translation,512,0.05,1.0,0.05625,10
v4_spectral_ridge,conditional_translation,512,0.1,0.7,0.0986328125,20
v4_spectral_ridge,conditional_translation,512,0.15,0.0,0.1556640625,10
v4_spectral_ridge,conditional_translation,512,0.2,0.0,0.198828125,10
v4_spectral_ridge,conditional_translation,512,0.25,0.0,0.253515625,10
v4_spectral_ridge,conditional_translation,512,0.3,0.0,0.295703125,10
v4_spectral_ridge,conditional_translation,512,0.35,0.0,0.342578125,10
v4_spectral_ridge,conditional_translation,512,0.4,0.0,0.396875,10
v4_spectral_ridge,conditional_translation,512,0.45,0.0,0.4458984375,10
v4_spectral_ridge,conditional_translation,512,0.5,0.0,0.49375,10
v4_spectral_ridge,conditional_translation,512,0.55,0.0,0.55,10
v4_spectral_ridge,conditional_translation,512,0.6,0.0,0.608984375,10
v4_spectral_ridge,conditional_translation,512,0.65,0.0,0.6544921875,10
v4_spectral_ridge,conditional_translation,512,0.7,0.0,0.692578125,10
v4_spectral_ridge,conditional_translation,512,0.75,0.0,0.7515625,10
v4_spectral_ridge,conditional_translation,512,0.8,0.0,0.8083984375,10
v4_spectral_ridge,conditional_translation,512,0.85,0.0,0.8505859375,10
v4_spectral_ridge,conditional_translation,512,0.9,0.0,0.8955078125,10
v4_spectral_ridge,conditional_translation,512,0.95,0.0,0.9490234375,10
v4_spectral_ridge,covariance_shear,32,0.05,1.0,0.059375,10
v4_spectral_ridge,covariance_shear,32,0.1,1.0,0.09375,10
v4_spectral_ridge,covariance_shear,32,0.15,1.0,0.140625,10
v4_spectral_ridge,covariance_shear,32,0.2,1.0,0.171875,10
v4_spectral_ridge,covariance_shear,32,0.25,1.0,0.2375,10
v4_spectral_ridge,covariance_shear,32,0.3,0.95,0.2890625,20
v4_spectral_ridge,covariance_shear,32,0.35,0.8,0.325,10
v4_spectral_ridge,covariance_shear,32,0.4,0.7,0.375,10
v4_spectral_ridge,covariance_shear,32,0.45,0.7,0.434375,10
v4_spectral_ridge,covariance_shear,32,0.5,0.8,0.509375,10
v4_spectral_ridge,covariance_shear,32,0.55,0.4,0.584375,10
v4_spectral_ridge,covariance_shear,32,0.6,0.3,0.553125,10
v4_spectral_ridge,covariance_shear,32,0.65,0.2,0.684375,10
v4_spectral_ridge,covariance_shear,32,0.7,0.3,0.684375,10
v4_spectral_ridge,covariance_shear,32,0.75,0.2,0.740625,10
v4_spectral_ridge,covariance_shear,32,0.8,0.2,0.790625,10
v4_spectral_ridge,covariance_shear,32,0.85,0.3,0.828125,10
v4_spectral_ridge,covariance_shear,32,0.9,0.3,0.90625,10
v4_spectral_ridge,covariance_shear,32,0.95,0.1,0.95,10
v4_spectral_ridge,covariance_shear,64,0.05,1.0,0.059375,10
v4_spectral_ridge,covariance_shear,64,0.1,1.0,0.1078125,10
v4_spectral_ridge,covariance_shear,64,0.15,1.0,0.140625,10
v4_spectral_ridge,covariance_shear,64,0.2,1.0,0.1765625,10
v4_spectral_ridge,covariance_shear,64,0.25,1.0,0.2640625,10
v4_spectral_ridge,covariance_shear,64,0.3,0.8,0.31328125,20
v4_spectral_ridge,covariance_shear,64,0.35,0.8,0.34375,10
v4_spectral_ridge,covariance_shear,64,0.4,0.6,0.3796875,10
v4_spectral_ridge,covariance_shear,64,0.45,0.2,0.4578125,10
v4_spectral_ridge,covariance_shear,64,0.5,0.7,0.4859375,10
v4_spectral_ridge,covariance_shear,64,0.55,0.2,0.5453125,10
v4_spectral_ridge,covariance_shear,64,0.6,0.2,0.565625,10
v4_spectral_ridge,covariance_shear,64,0.65,0.3,0.65625,10
v4_spectral_ridge,covariance_shear,64,0.7,0.2,0.6984375,10
v4_spectral_ridge,covariance_shear,64,0.75,0.0,0.7265625,10
v4_spectral_ridge,covariance_shear,64,0.8,0.0,0.80625,10
v4_spectral_ridge,covariance_shear,64,0.85,0.0,0.84375,10
v4_spectral_ridge,covariance_shear,64,0.9,0.0,0.903125,10
v4_spectral_ridge,covariance_shear,64,0.95,0.0,0.9421875,10
v4_spectral_ridge,covariance_shear,128,0.05,1.0,0.04453125,10
v4_spectral_ridge,covariance_shear,128,0.1,1.0,0.1046875,10
v4_spectral_ridge,covariance_shear,128,0.15,1.0,0.15703125,10
v4_spectral_ridge,covariance_shear,128,0.2,0.9,0.19140625,10
v4_spectral_ridge,covariance_shear,128,0.25,0.6,0.24140625,10
v4_spectral_ridge,covariance_shear,128,0.3,0.3,0.31015625,20
v4_spectral_ridge,covariance_shear,128,0.35,0.3,0.3578125,10
