revision,mechanism,batch_size,nominal_latent_prevalence,acceptance_rate,realized_latent_prevalence,episodes
v2_omnibus_mean,conditional_translation,128,0.4,0.0,0.40546875,10
v2_omnibus_mean,conditional_translation,128,0.45,0.0,0.44609375,10
v2_omnibus_mean,conditional_translation,128,0.5,0.0,0.51171875,10
v2_omnibus_mean,conditional_translation,128,0.55,0.0,0.54609375,10
v2_omnibus_mean,conditional_translation,128,0.6,0.0,0.6,10
v2_omnibus_mean,conditional_translation,128,0.65,0.0,0.6390625,10
v2_omnibus_mean,conditional_translation,128,0.7,0.0,0.70546875,10
v2_omnibus_mean,conditional_translation,128,0.75,0.0,0.7390625,10
v2_omnibus_mean,conditional_translation,128,0.8,0.0,0.7921875,10
v2_omnibus_mean,conditional_translation,128,0.85,0.0,0.84765625,10
v2_omnibus_mean,conditional_translation,128,0.9,0.0,0.89375,10
v2_omnibus_mean,conditional_translation,128,0.95,0.0,0.95625,10
v2_omnibus_mean,conditional_translation,256,0.05,1.0,0.046875,10
v2_omnibus_mean,conditional_translation,256,0.1,0.9,0.1005859375,20
v2_omnibus_mean,conditional_translation,256,0.15,0.4,0.14453125,10
v2_omnibus_mean,conditional_translation,256,0.2,0.0,0.19453125,10
v2_omnibus_mean,conditional_translation,256,0.25,0.0,0.2515625,10
v2_omnibus_mean,conditional_translation,256,0.3,0.0,0.30078125,10
v2_omnibus_mean,conditional_translation,256,0.35,0.0,0.334765625,10
v2_omnibus_mean,conditional_translation,256,0.4,0.0,0.39296875,10
v2_omnibus_mean,conditional_translation,256,0.45,0.0,0.430859375,10
v2_omnibus_mean,conditional_translation,256,0.5,0.0,0.50078125,10
v2_omnibus_mean,conditional_translation,256,0.55,0.0,0.53984375,10
v2_omnibus_mean,conditional_translation,256,0.6,0.0,0.61875,10
v2_omnibus_mean,conditional_translation,256,0.65,0.0,0.618359375,10
v2_omnibus_mean,conditional_translation,256,0.7,0.0,0.694921875,10
v2_omnibus_mean,conditional_translation,256,0.75,0.0,0.755078125,10
v2_omnibus_mean,conditional_translation,256,0.8,0.0,0.791015625,10
v2_omnibus_mean,conditional_translation,256,0.85,0.0,0.848828125,10
v2_omnibus_mean,conditional_translation,256,0.9,0.0,0.90390625,10
v2_omnibus_mean,conditional_translation,256,0.95,0.0,0.94921875,10
v2_omnibus_mean,conditional_translation,512,0.05,1.0,0.05625,10
v2_omnibus_mean,conditional_translation,512,0.1,0.9,0.0986328125,20
v2_omnibus_mean,conditional_translation,512,0.15,0.0,0.1556640625,10
v2_omnibus_mean,conditional_translation,512,0.2,0.0,0.198828125,10
v2_omnibus_mean,conditional_translation,512,0.25,0.0,0.253515625,10
v2_omnibus_mean,conditional_translation,512,0.3,0.0,0.295703125,10
v2_omnibus_mean,conditional_translation,512,0.35,0.0,0.342578125,10
v2_omnibus_mean,conditional_translation,512,0.4,0.0,0.396875,10
v2_omnibus_mean,conditional_translation,512,0.45,0.0,0.4458984375,10
v2_omnibus_mean,conditional_translation,512,0.5,0.0,0.49375,10
v2_omnibus_mean,conditional_translation,512,0.55,0.0,0.55,10
v2_omnibus_mean,conditional_translation,512,0.6,0.0,0.608984375,10
v2_omnibus_mean,conditional_translation,512,0.65,0.0,0.6544921875,10
v2_omnibus_mean,conditional_translation,512,0.7,0.0,0.692578125,10
v2_omnibus_mean,conditional_translation,512,0.75,0.0,0.7515625,10
v2_omnibus_mean,conditional_translation,512,0.8,0.0,0.8083984375,10
v2_omnibus_mean,conditional_translation,512,0.85,0.0,0.8505859375,10
v2_omnibus_mean,conditional_translation,512,0.9,0.0,0.8955078125,10
v2_omnibus_mean,conditional_translation,512,0.95,0.0,0.9490234375,10
v2_omnibus_mean,covariance_shear,32,0.05,1.0,0.059375,10
v2_omnibus_mean,covariance_shear,32,0.1,1.0,0.09375,10
v2_omnibus_mean,covariance_shear,32,0.15,1.0,0.140625,10
v2_omnibus_mean,covariance_shear,32,0.2,1.0,0.171875,10
v2_omnibus_mean,covariance_shear,32,0.25,1.0,0.2375,10
v2_omnibus_mean,covariance_shear,32,0.3,1.0,0.2890625,20
v2_omnibus_mean,covariance_shear,32,0.35,1.0,0.325,10
v2_omnibus_mean,covariance_shear,32,0.4,1.0,0.375,10
v2_omnibus_mean,covariance_shear,32,0.45,1.0,0.434375,10
v2_omnibus_mean,covariance_shear,32,0.5,1.0,0.509375,10
v2_omnibus_mean,covariance_shear,32,0.55,0.8,0.584375,10
v2_omnibus_mean,covariance_shear,32,0.6,1.0,0.553125,10
v2_omnibus_mean,covariance_shear,32,0.65,0.8,0.684375,10
v2_omnibus_mean,covariance_shear,32,0.7,0.7,0.684375,10
v2_omnibus_mean,covariance_shear,32,0.75,0.7,0.740625,10
v2_omnibus_mean,covariance_shear,32,0.8,0.8,0.790625,10
v2_omnibus_mean,covariance_shear,32,0.85,0.6,0.828125,10
v2_omnibus_mean,covariance_shear,32,0.9,0.7,0.90625,10
v2_omnibus_mean,covariance_shear,32,0.95,0.4,0.95,10
v2_omnibus_mean,covariance_shear,64,0.05,1.0,0.059375,10
v2_omnibus_mean,covariance_shear,64,0.1,1.0,0.1078125,10
v2_omnibus_mean,covariance_shear,64,0.15,0.9,0.140625,10
v2_omnibus_mean,covariance_shear,64,0.2,1.0,0.1765625,10
v2_omnibus_mean,covariance_shear,64,0.25,1.0,0.2640625,10
v2_omnibus_mean,covariance_shear,64,0.3,0.95,0.31328125,20
v2_omnibus_mean,covariance_shear,64,0.35,0.9,0.34375,10
v2_omnibus_mean,covariance_shear,64,0.4,0.9,0.3796875,10
v2_omnibus_mean,covariance_shear,64,0.45,1.0,0.4578125,10
v2_omnibus_mean,covariance_shear,64,0.5,0.7,0.4859375,10
v2_omnibus_mean,covariance_shear,64,0.55,0.8,0.5453125,10
v2_omnibus_mean,covariance_shear,64,0.6,0.9,0.565625,10
v2_omnibus_mean,covariance_shear,64,0.65,0.8,0.65625,10
v2_omnibus_mean,covariance_shear,64,0.7,0.7,0.6984375,10
v2_omnibus_mean,covariance_shear,64,0.75,0.5,0.7265625,10
v2_omnibus_mean,covariance_shear,64,0.8,0.5,0.80625,10
v2_omnibus_mean,covariance_shear,64,0.85,0.5,0.84375,10
v2_omnibus_mean,covariance_shear,64,0.9,0.3,0.903125,10
v2_omnibus_mean,covariance_shear,64,0.95,0.2,0.9421875,10
v2_omnibus_mean,covariance_shear,128,0.05,1.0,0.04453125,10
v2_omnibus_mean,covariance_shear,128,0.1,1.0,0.1046875,10
v2_omnibus_mean,covariance_shear,128,0.15,1.0,0.15703125,10
v2_omnibus_mean,covariance_shear,128,0.2,1.0,0.19140625,10
v2_omnibus_mean,covariance_shear,128,0.25,1.0,0.24140625,10
v2_omnibus_mean,covariance_shear,128,0.3,0.95,0.31015625,20
v2_omnibus_mean,covariance_shear,128,0.35,0.8,0.3578125,10
v2_omnibus_mean,covariance_shear,128,0.4,1.0,0.4109375,10
v2_omnibus_mean,covariance_shear,128,0.45,0.6,0.43359375,10
v2_omnibus_mean,covariance_shear,128,0.5,0.9,0.5078125,10
v2_omnibus_mean,covariance_shear,128,0.55,0.8,0.55546875,10
v2_omnibus_mean,covariance_shear,128,0.6,0.4,0.59765625,10
v2_omnibus_mean,covariance_shear,128,0.65,0.1,0.6640625,10
v2_omnibus_mean,covariance_shear,128,0.7,0.4,0.68671875,10
v2_omnibus_mean,covariance_shear,128,0.75,0.1,0.74765625,10
v2_omnibus_mean,covariance_shear,128,0.8,0.0,0.80703125,10
v2_omnibus_mean,covariance_shear,128,0.85,0.0,0.84921875,10
v2_omnibus_mean,covariance_shear,128,0.9,0.1,0.90546875,10
v2_omnibus_mean,covariance_shear,128,0.95,0.0,0.94375,10
v2_omnibus_mean,covariance_shear,256,0.05,1.0,0.0546875,10
v2_omnibus_mean,covariance_shear,256,0.1,1.0,0.0953125,10
v2_omnibus_mean,covariance_shear,256,0.15,1.0,0.135546875,10
v2_omnibus_mean,covariance_shear,256,0.2,1.0,0.202734375,10
v2_omnibus_mean,covariance_shear,256,0.25,1.0,0.244921875,10
v2_omnibus_mean,covariance_shear,256,0.3,0.95,0.2927734375,20
v2_omnibus_mean,covariance_shear,256,0.35,0.8,0.3453125,10
v2_omnibus_mean,covariance_shear,256,0.4,0.4,0.39296875,10
v2_omnibus_mean,covariance_shear,256,0.45,0.3,0.45625,10
v2_omnibus_mean,covariance_shear,256,0.5,0.1,0.5125,10
v2_omnibus_mean,covariance_shear,256,0.55,0.1,0.55625,10
v2_omnibus_mean,covariance_shear,256,0.6,0.1,0.59609375,10
v2_omnibus_mean,covariance_shear,256,0.65,0.0,0.658203125,10
v2_omnibus_mean,covariance_shear,256,0.7,0.1,0.69453125,10
v2_omnibus_mean,covariance_shear,256,0.75,0.0,0.740625,10
v2_omnibus_mean,covariance_shear,256,0.8,0.0,0.79375,10
v2_omnibus_mean,covariance_shear,256,0.85,0.0,0.841796875,10
v2_omnibus_mean,covariance_shear,256,0.9,0.0,0.895703125,10
v2_omnibus_mean,covariance_shear,256,0.95,0.0,0.947265625,10
v2_omnibus_mean,covariance_shear,512,0.05,1.0,0.0515625,10
v2_omnibus_mean,covariance_shear,512,0.1,1.0,0.1009765625,10
v2_omnibus_mean,covariance_shear,512,0.15,1.0,0.15078125,10
v2_omnibus_mean,covariance_shear,512,0.2,1.0,0.191796875,10
v2_omnibus_mean,covariance_shear,512,0.25,1.0,0.254296875,10
v2_omnibus_mean,covariance_shear,512,0.3,0.75,0.298828125,20
v2_omnibus_mean,covariance_shear,512,0.35,0.7,0.348828125,10
v2_omnibus_mean,covariance_shear,512,0.4,0.4,0.4021484375,10
v2_omnibus_mean,covariance_shear,512,0.45,0.0,0.4583984375,10
v2_omnibus_mean,covariance_shear,512,0.5,0.0,0.4962890625,10
v2_omnibus_mean,covariance_shear,512,0.55,0.1,0.5541015625,10
v2_omnibus_mean,covariance_shear,512,0.6,0.0,0.608984375,10
v2_omnibus_mean,covariance_shear,512,0.65,0.0,0.6587890625,10
v2_omnibus_mean,covariance_shear,512,0.7,0.0,0.70625,10
v2_omnibus_mean,covariance_shear,512,0.75,0.0,0.7541015625,10
v2_omnibus_mean,covariance_shear,512,0.8,0.0,0.794921875,10
v2_omnibus_mean,covariance_shear,512,0.85,0.0,0.85,10
v2_omnibus_mean,covariance_shear,512,0.9,0.0,0.9021484375,10
v2_omnibus_mean,covariance_shear,512,0.95,0.0,0.9470703125,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.05,1.0,0.059375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.1,0.8,0.134375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.15,0.8,0.140625,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.2,0.9,0.18125,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.25,0.55,0.2421875,20
v2_omnibus_mean,outcome_dependent_dropout,32,0.3,0.4,0.31875,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.35,0.2,0.378125,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.4,0.1,0.4,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.45,0.0,0.48125,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.5,0.0,0.490625,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.55,0.0,0.571875,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.6,0.0,0.590625,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.65,0.0,0.684375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.7,0.0,0.65,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.75,0.0,0.75625,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.8,0.0,0.809375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.85,0.0,0.809375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.9,0.0,0.89375,10
v2_omnibus_mean,outcome_dependent_dropout,32,0.95,0.0,0.953125,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.05,1.0,0.0421875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.1,0.8,0.0921875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.15,0.7,0.16875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.2,0.3,0.228125,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.25,0.05,0.2828125,20
v2_omnibus_mean,outcome_dependent_dropout,64,0.3,0.0,0.3109375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.35,0.0,0.33125,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.4,0.0,0.4234375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.45,0.0,0.490625,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.5,0.0,0.4984375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.55,0.0,0.5359375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.6,0.0,0.6453125,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.65,0.0,0.64375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.7,0.0,0.6921875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.75,0.0,0.7375,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.8,0.0,0.7921875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.85,0.0,0.840625,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.9,0.0,0.8875,10
v2_omnibus_mean,outcome_dependent_dropout,64,0.95,0.0,0.959375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.05,1.0,0.05078125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.1,0.9,0.09609375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.15,0.6,0.15,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.2,0.1,0.1953125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.25,0.05,0.251171875,20
v2_omnibus_mean,outcome_dependent_dropout,128,0.3,0.0,0.27578125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.35,0.0,0.3609375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.4,0.0,0.39453125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.45,0.0,0.45859375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.5,0.0,0.5,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.55,0.0,0.55625,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.6,0.0,0.61640625,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.65,0.0,0.640625,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.7,0.0,0.70859375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.75,0.0,0.73125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.8,0.0,0.78828125,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.85,0.0,0.83984375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.9,0.0,0.91484375,10
v2_omnibus_mean,outcome_dependent_dropout,128,0.95,0.0,0.95625,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.05,1.0,0.053125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.1,0.7,0.105859375,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.15,0.0,0.1421875,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.2,0.0,0.187109375,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.25,0.0,0.2447265625,20
v2_omnibus_mean,outcome_dependent_dropout,256,0.3,0.0,0.281640625,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.35,0.0,0.357421875,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.4,0.0,0.39375,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.45,0.0,0.4453125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.5,0.0,0.500390625,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.55,0.0,0.550390625,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.6,0.0,0.590625,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.65,0.0,0.630078125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.7,0.0,0.678125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.75,0.0,0.7453125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.8,0.0,0.807421875,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.85,0.0,0.848046875,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.9,0.0,0.895703125,10
v2_omnibus_mean,outcome_dependent_dropout,256,0.95,0.0,0.937890625,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.05,0.9,0.0435546875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.1,0.5,0.1052734375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.15,0.0,0.1564453125,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.2,0.0,0.1951171875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.25,0.0,0.2552734375,20
v2_omnibus_mean,outcome_dependent_dropout,512,0.3,0.0,0.3021484375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.35,0.0,0.3529296875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.4,0.0,0.4041015625,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.45,0.0,0.4369140625,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.5,0.0,0.4955078125,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.55,0.0,0.5513671875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.6,0.0,0.608203125,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.65,0.0,0.64609375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.7,0.0,0.707421875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.75,0.0,0.7443359375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.8,0.0,0.80234375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.85,0.0,0.8568359375,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.9,0.0,0.9029296875,10
v2_omnibus_mean,outcome_dependent_dropout,512,0.95,0.0,0.9478515625,10
v2_omnibus_mean,pure_label_shift,32,0.05,0.95,0.04375,20
v2_omnibus_mean,pure_label_shift,32,0.1,0.9,0.096875,10
v2_omnibus_mean,pure_label_shift,32,0.15,1.0,0.15,10
v2_omnibus_mean,pure_label_shift,32,0.2,1.0,0.178125,10
v2_omnibus_mean,pure_label_shift,32,0.25,1.0,0.234375,10
v2_omnibus_mean,pure_label_shift,32,0.3,1.0,0.309375,10
v2_omnibus_mean,pure_label_shift,32,0.35,1.0,0.340625,10
v2_omnibus_mean,pure_label_shift,32,0.4,1.0,0.365625,10
v2_omnibus_mean,pure_label_shift,32,0.45,1.0,0.484375,10
v2_omnibus_mean,pure_label_shift,32,0.5,1.0,0.490625,10
v2_omnibus_mean,pure_label_shift,32,0.55,1.0,0.58125,10
v2_omnibus_mean,pure_label_shift,32,0.6,1.0,0.578125,10
v2_omnibus_mean,pure_label_shift,32,0.65,1.0,0.68125,10
v2_omnibus_mean,pure_label_shift,32,0.7,1.0,0.690625,10
v2_omnibus_mean,pure_label_shift,32,0.75,1.0,0.7,10
v2_omnibus_mean,pure_label_shift,32,0.8,1.0,0.8,10
v2_omnibus_mean,pure_label_shift,32,0.85,1.0,0.85,10
v2_omnibus_mean,pure_label_shift,32,0.9,1.0,0.89375,10
v2_omnibus_mean,pure_label_shift,32,0.95,1.0,0.965625,10
v2_omnibus_mean,pure_label_shift,64,0.05,1.0,0.05390625,20
v2_omnibus_mean,pure_label_shift,64,0.1,1.0,0.0890625,10
v2_omnibus_mean,pure_label_shift,64,0.15,1.0,0.1703125,10
v2_omnibus_mean,pure_label_shift,64,0.2,1.0,0.1859375,10
v2_omnibus_mean,pure_label_shift,64,0.25,1.0,0.2265625,10
v2_omnibus_mean,pure_label_shift,64,0.3,1.0,0.3109375,10
v2_omnibus_mean,pure_label_shift,64,0.35,1.0,0.3703125,10
v2_omnibus_mean,pure_label_shift,64,0.4,1.0,0.4078125,10
v2_omnibus_mean,pure_label_shift,64,0.45,1.0,0.4234375,10
v2_omnibus_mean,pure_label_shift,64,0.5,1.0,0.5140625,10
v2_omnibus_mean,pure_label_shift,64,0.55,1.0,0.5890625,10
v2_omnibus_mean,pure_label_shift,64,0.6,1.0,0.6296875,10
v2_omnibus_mean,pure_label_shift,64,0.65,1.0,0.65,10
v2_omnibus_mean,pure_label_shift,64,0.7,1.0,0.703125,10
v2_omnibus_mean,pure_label_shift,64,0.75,1.0,0.7296875,10
v2_omnibus_mean,pure_label_shift,64,0.8,1.0,0.80625,10
v2_omnibus_mean,pure_label_shift,64,0.85,1.0,0.8359375,10
v2_omnibus_mean,pure_label_shift,64,0.9,1.0,0.9,10
v2_omnibus_mean,pure_label_shift,64,0.95,1.0,0.9625,10
v2_omnibus_mean,pure_label_shift,128,0.05,1.0,0.052734375,20
v2_omnibus_mean,pure_label_shift,128,0.1,1.0,0.109375,10
v2_omnibus_mean,pure_label_shift,128,0.15,1.0,0.140625,10
v2_omnibus_mean,pure_label_shift,128,0.2,1.0,0.196875,10
v2_omnibus_mean,pure_label_shift,128,0.25,1.0,0.246875,10
v2_omnibus_mean,pure_label_shift,128,0.3,1.0,0.278125,10
v2_omnibus_mean,pure_label_shift,128,0.35,1.0,0.34296875,10
v2_omnibus_mean,pure_label_shift,128,0.4,1.0,0.3984375,10
v2_omnibus_mean,pure_label_shift,128,0.45,1.0,0.45546875,10
v2_omnibus_mean,pure_label_shift,128,0.5,1.0,0.5015625,10
v2_omnibus_mean,pure_label_shift,128,0.55,1.0,0.5484375,10
v2_omnibus_mean,pure_label_shift,128,0.6,1.0,0.58125,10
v2_omnibus_mean,pure_label_shift,128,0.65,1.0,0.67265625,10
v2_omnibus_mean,pure_label_shift,128,0.7,1.0,0.71640625,10
v2_omnibus_mean,pure_label_shift,128,0.75,1.0,0.75,10
v2_omnibus_mean,pure_label_shift,128,0.8,1.0,0.80703125,10
v2_omnibus_mean,pure_label_shift,128,0.85,1.0,0.83359375,10
v2_omnibus_mean,pure_label_shift,128,0.9,1.0,0.91484375,10
v2_omnibus_mean,pure_label_shift,128,0.95,1.0,0.9515625,10
v2_omnibus_mean,pure_label_shift,256,0.05,1.0,0.0525390625,20
v2_omnibus_mean,pure_label_shift,256,0.1,1.0,0.090234375,10
v2_omnibus_mean,pure_label_shift,256,0.15,1.0,0.144140625,10
v2_omnibus_mean,pure_label_shift,256,0.2,1.0,0.2046875,10
v2_omnibus_mean,pure_label_shift,256,0.25,1.0,0.25,10
v2_omnibus_mean,pure_label_shift,256,0.3,1.0,0.296484375,10
v2_omnibus_mean,pure_label_shift,256,0.35,1.0,0.34453125,10
v2_omnibus_mean,pure_label_shift,256,0.4,1.0,0.405078125,10
v2_omnibus_mean,pure_label_shift,256,0.45,1.0,0.448046875,10
v2_omnibus_mean,pure_label_shift,256,0.5,1.0,0.505859375,10
v2_omnibus_mean,pure_label_shift,256,0.55,1.0,0.548046875,10
v2_omnibus_mean,pure_label_shift,256,0.6,1.0,0.586328125,10
v2_omnibus_mean,pure_label_shift,256,0.65,1.0,0.66171875,10
v2_omnibus_mean,pure_label_shift,256,0.7,1.0,0.68828125,10
v2_omnibus_mean,pure_label_shift,256,0.75,1.0,0.753515625,10
v2_omnibus_mean,pure_label_shift,256,0.8,1.0,0.78984375,10
v2_omnibus_mean,pure_label_shift,256,0.85,1.0,0.848046875,10
v2_omnibus_mean,pure_label_shift,256,0.9,1.0,0.88828125,10
v2_omnibus_mean,pure_label_shift,256,0.95,1.0,0.95234375,10
v2_omnibus_mean,pure_label_shift,512,0.05,1.0,0.04638671875,20
v2_omnibus_mean,pure_label_shift,512,0.1,1.0,0.0951171875,10
v2_omnibus_mean,pure_label_shift,512,0.15,1.0,0.15625,10
v2_omnibus_mean,pure_label_shift,512,0.2,1.0,0.18828125,10
v2_omnibus_mean,pure_label_shift,512,0.25,1.0,0.244140625,10
v2_omnibus_mean,pure_label_shift,512,0.3,1.0,0.2994140625,10
v2_omnibus_mean,pure_label_shift,512,0.35,1.0,0.3451171875,10
v2_omnibus_mean,pure_label_shift,512,0.4,1.0,0.3859375,10
v2_omnibus_mean,pure_label_shift,512,0.45,1.0,0.4529296875,10
v2_omnibus_mean,pure_label_shift,512,0.5,1.0,0.51171875,10
v2_omnibus_mean,pure_label_shift,512,0.55,1.0,0.558203125,10
v2_omnibus_mean,pure_label_shift,512,0.6,1.0,0.5892578125,10
v2_omnibus_mean,pure_label_shift,512,0.65,1.0,0.6564453125,10
v2_omnibus_mean,pure_label_shift,512,0.7,1.0,0.6958984375,10
v2_omnibus_mean,pure_label_shift,512,0.75,1.0,0.743359375,10
v2_omnibus_mean,pure_label_shift,512,0.8,1.0,0.7974609375,10
v2_omnibus_mean,pure_label_shift,512,0.85,1.0,0.8548828125,10
v2_omnibus_mean,pure_label_shift,512,0.9,1.0,0.8947265625,10
v2_omnibus_mean,pure_label_shift,512,0.95,1.0,0.9509765625,10
v2_omnibus_mean,support_translation,32,0.05,0.0,0.0625,10
v2_omnibus_mean,support_translation,32,0.1,0.0,0.075,10
v2_omnibus_mean,support_translation,32,0.15,0.0,0.15,10
v2_omnibus_mean,support_translation,32,0.2,0.0,0.1890625,20
v2_omnibus_mean,support_translation,32,0.25,0.0,0.259375,10
v2_omnibus_mean,support_translation,32,0.3,0.0,0.30625,10
v2_omnibus_mean,support_translation,32,0.35,0.0,0.346875,10
v2_omnibus_mean,support_translation,32,0.4,0.0,0.403125,10
v2_omnibus_mean,support_translation,32,0.45,0.0,0.459375,10
v2_omnibus_mean,support_translation,32,0.5,0.0,0.475,10
v2_omnibus_mean,support_translation,32,0.55,0.0,0.553125,10
v2_omnibus_mean,support_translation,32,0.6,0.0,0.625,10
v2_omnibus_mean,support_translation,32,0.65,0.0,0.6625,10
v2_omnibus_mean,support_translation,32,0.7,0.0,0.7125,10
v2_omnibus_mean,support_translation,32,0.75,0.0,0.771875,10
v2_omnibus_mean,support_translation,32,0.8,0.0,0.8,10
v2_omnibus_mean,support_translation,32,0.85,0.0,0.840625,10
v2_omnibus_mean,support_translation,32,0.9,0.0,0.875,10
v2_omnibus_mean,support_translation,32,0.95,0.0,0.953125,10
v2_omnibus_mean,support_translation,64,0.05,0.0,0.0546875,10
v2_omnibus_mean,support_translation,64,0.1,0.0,0.0953125,10
v2_omnibus_mean,support_translation,64,0.15,0.0,0.1671875,10
v2_omnibus_mean,support_translation,64,0.2,0.0,0.17265625,20
v2_omnibus_mean,support_translation,64,0.25,0.0,0.278125,10
v2_omnibus_mean,support_translation,64,0.3,0.0,0.2875,10
v2_omnibus_mean,support_translation,64,0.35,0.0,0.3765625,10
v2_omnibus_mean,support_translation,64,0.4,0.0,0.35,10
v2_omnibus_mean,support_translation,64,0.45,0.0,0.4140625,10
v2_omnibus_mean,support_translation,64,0.5,0.0,0.5125,10
v2_omnibus_mean,support_translation,64,0.55,0.0,0.528125,10
v2_omnibus_mean,support_translation,64,0.6,0.0,0.590625,10
v2_omnibus_mean,support_translation,64,0.65,0.0,0.615625,10
v2_omnibus_mean,support_translation,64,0.7,0.0,0.6921875,10
v2_omnibus_mean,support_translation,64,0.75,0.0,0.7546875,10
v2_omnibus_mean,support_translation,64,0.8,0.0,0.7921875,10
v2_omnibus_mean,support_translation,64,0.85,0.0,0.8640625,10
v2_omnibus_mean,support_translation,64,0.9,0.0,0.9046875,10
v2_omnibus_mean,support_translation,64,0.95,0.0,0.9359375,10
v2_omnibus_mean,support_translation,128,0.05,0.0,0.0421875,10
v2_omnibus_mean,support_translation,128,0.1,0.0,0.10546875,10
v2_omnibus_mean,support_translation,128,0.15,0.0,0.1453125,10
v2_omnibus_mean,support_translation,128,0.2,0.0,0.18984375,20
