view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,policy,mask_replicate,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,outer_target,experiment,variant,epochs,config_sha256
core,0.4,0.01867083787241329,0.00350301672532666,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5482876079443544,0.003681769976836139,0.005,False,0.05,128,4.159676418360886,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.5,0.20027807102462933,0.0020852904965227917,0.005,False,0.05,384,,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.18151815181518152,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.0036136545255675053,0.002230651561080919,0.01,False,0.05,128,0.9916038801649224,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.015404853484857303,0.0028385304737761135,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5723274811732038,0.003837004563239204,0.005,False,0.05,128,4.168885301227394,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.20534342665380853,0.0025827527815597178,0.005,False,0.05,384,,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.23432343234323433,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.003108769562163402,0.0023064608297457606,0.035,False,0.05,128,0.984363082711855,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.35,0.018094267992279006,0.003982456030012883,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5598377810568873,0.0038008161546936284,0.005,False,0.05,128,4.166118268352623,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.2033395683028277,0.002663108938119649,0.005,False,0.05,384,,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.1551155115511551,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.45,0.002737227812718006,0.0017626869580801192,0.01,False,0.05,128,1.0054933780169524,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.3,0.019431092576805142,0.004490217428879735,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.8,0.456469113746791,0.0037304553150621133,0.005,False,0.05,128,4.176385626808873,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.16263592978536215,0.0025652015307764883,0.005,False,0.05,384,,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.19141914191419143,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.005029344560487786,0.003138898904164033,0.01,False,0.05,128,0.9904006045854254,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.45,0.017307816079666114,0.0033362212363426996,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.5262856856585363,0.004518608119721508,0.005,False,0.05,128,4.178588250308443,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.5,0.19467570910952528,0.002541700578579612,0.005,False,0.05,384,,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.15841584158415842,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.0021795541892640075,0.0023593706735480524,0.065,True,0.05,128,0.9953403409709947,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.35,0.01902624989340587,0.004270491112852975,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.4247338826896651,0.003989434277022724,0.005,False,0.05,128,4.145300865501125,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.15539876035269581,0.0026208403377638765,0.005,False,0.05,384,,mar_age_sex_30,6,composite_multiview_v3,False,True,True,0.2145214521452145,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.003691853626885468,0.0031844992426956053,0.04,False,0.05,128,0.9896625047703937,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.022453288644461035,0.004673306277827001,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.6338619845206861,0.00402093327966563,0.005,False,0.05,128,4.167809430081477,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.45,0.23340081394558104,0.0024448595370830705,0.005,False,0.05,384,,mar_age_sex_30,7,composite_multiview_v3,False,True,True,0.14521452145214522,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.4,0.002005713356568929,0.0020513495076160235,0.055,True,0.05,128,1.0026323130991142,mar_age_sex_30,8,composite_multiview_v3,False,True,True,0.18811881188118812,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.4,0.02010241179411412,0.003558420028757593,0.005,False,0.05,128,2.2128682345625577,mar_age_sex_30,8,composite_multiview_v3,False,True,True,0.18811881188118812,0.15384615384615385,0.23076923076923078,cleveland,v2_prior_separated,v2,10,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
