method,outer_target,sex,both_classes_observed,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
classical:lightgbm:site_class_balanced:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.8236714975845411,0.45467745458335623,0.3983806257647045,0.5912469634855342,0.1181952859856593,0.20345932177209375,0.8395061728395061,0.6304347826086957,0.38095238095238093,0.4444444444444444,0.3333333333333333,0.75,-0.6034813967295386,1.5785990689856242,0.04625993352795245
classical:logistic:pooled,hungary,0.0,True,81.0,0.14814814814814814,0.8321256038647343,0.5339843246093245,0.4269356057668982,0.5108283193246411,0.13065043328455192,0.16711465763525707,0.8518518518518519,0.8097826086956521,0.6,0.5,0.75,0.75,-1.359021171271522,1.1892183735502857,0.08788221959852992
classical:logistic:pooled:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.8321256038647343,0.5339843246093245,0.33187861838365884,0.6374319114871901,0.0962424432206105,0.21842149315083959,0.8888888888888888,0.7282608695652174,0.5714285714285714,0.6666666666666666,0.5,0.75,-0.05275391096171008,1.4449777834102784,0.04613088585190732
classical:logistic:site_class_balanced,hungary,0.0,True,81.0,0.14814814814814814,0.8478260869565217,0.6151516204816829,0.33546420481636385,0.5486005601688744,0.09826392820489707,0.18057528860525646,0.8765432098765432,0.7554347826086957,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.75,-0.7260142934666876,1.16158320424871,0.042570619708534166
classical:logistic:site_class_balanced:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.8478260869565217,0.6151516204816829,0.37753068055272143,0.5439420402041647,0.10929818911368039,0.1805587332799875,0.8765432098765432,0.7554347826086957,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.75,-0.6888411517818512,1.6416622791393591,0.04162240553633487
classical:mask_logistic:pooled,hungary,0.0,True,81.0,0.14814814814814814,0.6189613526570049,0.22313055385972053,1.1691240620933394,0.8150773752550591,0.46482127728286615,0.3025811140356427,0.14814814814814814,0.5,0.25806451612903225,0.14814814814814814,1.0,0.0,-1.9204386452693998,0.170528667110337,0.8638462915747485
classical:mask_logistic:pooled:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.6189613526570049,0.22313055385972053,0.6931523625069452,0.6931471553317703,0.2500025909734999,0.24999998738591242,0.14814814814814814,0.5,0.25806451612903225,0.14814814814814814,1.0,0.0,-1.7492000002124677,0.9999742794135879,0.8638462915747485
classical:random_forest:site_class_balanced,hungary,0.0,True,81.0,0.14814814814814814,0.8285024154589372,0.5171748562706009,0.4446888093461179,0.5397697009286079,0.13407974666333486,0.17700851006166696,0.9012345679012346,0.838768115942029,0.6923076923076923,0.6428571428571429,0.75,0.75,-1.0729844914823288,1.826518426999225,0.061313725159744974
classical:random_forest:site_class_balanced:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.8285024154589372,0.5171748562706009,0.3698660404473126,0.5406990756054272,0.10787479454599913,0.1767378030685126,0.8888888888888888,0.7971014492753623,0.64,0.6153846153846154,0.6666666666666666,0.75,-0.8554320247945851,1.2707927075618282,0.05123683618339607
classical:xgboost:site_class_balanced,hungary,0.0,True,81.0,0.14814814814814814,0.7910628019323672,0.4470052619935399,0.3757562987769325,0.595657148516102,0.11179839126679159,0.19500981377925175,0.8395061728395061,0.6992753623188406,0.48,0.46153846153846156,0.5,0.75,-0.9167605514904865,0.9632791452396827,0.07161575326269076
classical:xgboost:site_class_balanced:source_oof_platt,hungary,0.0,True,81.0,0.14814814814814814,0.7910628019323672,0.4470052619935399,0.40001358337306697,0.6014108526390971,0.11799355809897227,0.20463917500248266,0.8765432098765432,0.7210144927536232,0.5454545454545454,0.6,0.5,0.75,-0.6221338440540196,1.544862713934738,0.060121870243916804
classical:catboost:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.763095238095238,0.9596080328717537,0.5252628941466574,0.6114771278156913,0.17428494472445394,0.19817671681902208,0.7610619469026548,0.6982142857142857,0.8571428571428571,0.9642857142857143,0.7714285714285715,0.5619047619047619,2.5210654114489373,1.0297344392495258,0.15205863299210307
classical:catboost:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.763095238095238,0.9596080328717537,0.5018884569791073,0.5954727379548639,0.16293286813223945,0.19657682741779903,0.7876106194690266,0.7125,0.875,0.9655172413793104,0.8,0.5619047619047619,2.372410129951974,1.354736058983284,0.1178439281397053
classical:core_logistic:pooled,switzerland,1.0,True,113.0,0.9292035398230089,0.7714285714285715,0.9670564203540801,0.41559262218479104,0.5754161733113063,0.12463905931495378,0.19184556631647656,0.8584070796460177,0.7505952380952381,0.92,0.968421052631579,0.8761904761904762,0.5238095238095238,2.0002628031634613,1.2853936424171797,0.06681721788011483
classical:core_logistic:pooled:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7714285714285715,0.9670564203540801,0.43469319106409077,0.5677851070313685,0.13294849187295404,0.18898951868277833,0.831858407079646,0.7363095238095239,0.9035532994923858,0.967391304347826,0.8476190476190476,0.5238095238095238,2.139881319453605,1.198611630694197,0.08681900728950621
classical:elastic_net_logistic:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.41904761904761906,0.9103059256764101,0.9642724673736631,0.8862798857308091,0.36320425855641597,0.3279492377886746,0.35398230088495575,0.47916666666666663,0.48951048951048953,0.9210526315789473,0.3333333333333333,0.047619047619047616,2.5109463883553502,-0.3378777430524252,0.6895809366530459
classical:elastic_net_logistic:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.40476190476190477,0.9021317354038112,0.6931381062861989,0.6931473420072345,0.24999546286312696,0.2500000807236446,0.9292035398230089,0.5,0.963302752293578,0.9292035398230089,1.0,0.0380952380952381,2.5744520576652667,1.0000540834384362,0.10304051141172266
classical:hist_gradient_boosting:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.7654761904761904,0.9731921640512697,0.5857809308850982,0.5721805239896374,0.2021648288410097,0.2008450610687307,0.7079646017699115,0.7273809523809525,0.8176795580110497,0.9736842105263158,0.7047619047619048,0.44761904761904764,2.8000459964038584,1.0375900957157875,0.1970988525482641
classical:hist_gradient_boosting:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7654761904761904,0.9731921640512697,0.5245814715263987,0.5598950578022237,0.1741559419231477,0.1919560365999223,0.7522123893805309,0.6934523809523809,0.851063829787234,0.963855421686747,0.7619047619047619,0.44761904761904764,2.541276370416037,1.4742277348224053,0.12754669395488386
classical:lightgbm:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.7583333333333333,0.9709650988572727,0.5617015972886744,0.5679753492954105,0.19124214905061962,0.19662802893275658,0.7168141592920354,0.7321428571428572,0.8241758241758241,0.974025974025974,0.7142857142857143,0.29523809523809524,2.6772156833322382,1.0884338185235993,0.18526050379897743
classical:lightgbm:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7583333333333333,0.9709650988572727,0.5158865270366851,0.5641134273340743,0.17022782334099937,0.192455994602712,0.7610619469026548,0.7559523809523809,0.8556149732620321,0.975609756097561,0.7619047619047619,0.29523809523809524,2.4717897643299063,1.36636132039762,0.12810267423262622
classical:logistic:pooled,switzerland,1.0,True,113.0,0.9292035398230089,0.7821428571428571,0.9778033253268315,0.45537243521915044,0.5750875851144728,0.15010040522774468,0.200124368808473,0.7522123893805309,0.6357142857142857,0.8526315789473684,0.9529411764705882,0.7714285714285715,0.4095238095238095,2.299614347433267,0.9937105525486548,0.08543819515090284
classical:logistic:pooled:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7821428571428571,0.9778033253268315,0.43328881051387597,0.58185537521424,0.1412707091890349,0.20197576951903357,0.7787610619469026,0.65,0.8704663212435233,0.9545454545454546,0.8,0.4095238095238095,2.2166948387044934,0.9758478376718698,0.07543633799925382
classical:logistic:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.7773809523809524,0.9759157444758646,0.570201613341621,0.5651483927639029,0.1963880484747041,0.1974155797097103,0.7168141592920354,0.674404761904762,0.8260869565217391,0.9620253164556962,0.7238095238095238,0.3619047619047619,2.7136610034136015,1.1493845606785698,0.17205425274238997
classical:logistic:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7773809523809524,0.9759157444758646,0.4791851572466688,0.5681650640295689,0.1576550441348532,0.1963041928236509,0.7699115044247787,0.7029761904761904,0.8631578947368421,0.9647058823529412,0.780952380952381,0.3619047619047619,2.368655938165988,1.1747085421420937,0.09764873292716492
classical:mask_logistic:pooled,switzerland,1.0,True,113.0,0.9292035398230089,0.31607142857142856,0.9034089530860475,0.4807880969895583,0.7965615131425927,0.14927674639877755,0.2979552096581474,0.8230088495575221,0.44285714285714284,0.9029126213592233,0.9207920792079208,0.8857142857142857,0.0380952380952381,3.1708211962028874,-0.8065048491954766,0.12214599598790665
classical:mask_logistic:pooled:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.31607142857142856,0.9034089530860475,0.6741240980192301,0.6987098348800799,0.24048682837380642,0.25277561202773596,0.7876106194690266,0.48154761904761906,0.88,0.9263157894736842,0.8380952380952381,0.0380952380952381,2.8233669248361766,-4.238855943006586,0.41347758259740236
classical:random_forest:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.7845238095238095,0.9693524283806964,0.5404765597477943,0.5667208193101643,0.17994953896528335,0.18974589238523762,0.7256637168141593,0.6791666666666667,0.8324324324324325,0.9625,0.7333333333333333,0.6666666666666666,2.5627597453609696,1.949390867179785,0.13333927046741145
classical:random_forest:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7845238095238095,0.9693524283806964,0.507520753495149,0.5642664089938018,0.1691654405586917,0.18590126207334984,0.7256637168141593,0.6791666666666667,0.8324324324324325,0.9625,0.7333333333333333,0.6666666666666666,2.535308707613839,1.283588267951365,0.12817305830853926
classical:xgboost:site_class_balanced,switzerland,1.0,True,113.0,0.9292035398230089,0.7797619047619048,0.9729513697307608,0.5744026772839392,0.5587729784282923,0.19719680588074237,0.19167085934975836,0.6814159292035398,0.7130952380952381,0.797752808988764,0.9726027397260274,0.6761904761904762,0.4666666666666667,2.7862615525941097,1.246030102386136,0.17800591850655928
classical:xgboost:site_class_balanced:source_oof_platt,switzerland,1.0,True,113.0,0.9292035398230089,0.7797619047619048,0.9729513697307608,0.5047630611364118,0.5561831556313299,0.1665227683858552,0.1881513685944604,0.7433628318584071,0.7464285714285714,0.8432432432432433,0.975,0.7428571428571429,0.4666666666666667,2.4957952948426123,1.3567669008953467,0.11927009385225695
classical:catboost:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:catboost:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:core_logistic:pooled,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:core_logistic:pooled:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:elastic_net_logistic:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:elastic_net_logistic:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:hist_gradient_boosting:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:hist_gradient_boosting:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:lightgbm:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:lightgbm:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:logistic:pooled,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:logistic:pooled:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:logistic:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:logistic:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:mask_logistic:pooled,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:mask_logistic:pooled:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:random_forest:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:random_forest:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:xgboost:site_class_balanced,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:xgboost:site_class_balanced:source_oof_platt,switzerland,0.0,False,10.0,1.0,,,,,,,,,,,,,,,
classical:catboost:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7144691780821917,0.8522489875349929,0.5485406908534385,0.7203989531581516,0.17992509594835648,0.23775177710053041,0.7577319587628866,0.6782248858447488,0.8384879725085911,0.8413793103448276,0.8356164383561644,0.5,0.682585864943664,0.5420457060527034,0.16983237184411326
classical:catboost:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7144691780821919,0.8522346357615405,0.5779615977263091,0.668404730928934,0.1956631698946787,0.22669722015170368,0.7010309278350515,0.6615296803652968,0.7883211678832117,0.84375,0.7397260273972602,0.5,0.8845975320524823,0.5919738866100471,0.19286481546022932
classical:core_logistic:pooled,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7023401826484018,0.8657219747194229,0.5437076211321504,0.753240949047113,0.1835421184337429,0.2640116133618221,0.6855670103092784,0.5813356164383562,0.7903780068728522,0.7931034482758621,0.7876712328767124,0.4383561643835616,0.5665950620175199,0.5649896683750092,0.1499746372606951
classical:core_logistic:pooled:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7023401826484018,0.8657219747194229,0.5532784115185406,0.6974147273857603,0.18833344690857828,0.24747919768499393,0.6958762886597938,0.6091609589041096,0.794425087108014,0.8085106382978723,0.7808219178082192,0.4383561643835616,0.7051878308165853,0.6220201979591644,0.15244561652210736
classical:elastic_net_logistic:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.605593607305936,0.8059490808479496,0.5964874601601877,0.7354669979975281,0.20355193259617912,0.26314442187872356,0.6958762886597938,0.5811929223744292,0.8,0.7919463087248322,0.8082191780821918,0.273972602739726,0.8466985877242424,0.4511817363081104,0.2338586946167625
classical:elastic_net_logistic:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6038812785388128,0.8047390423789547,0.6651460579866059,0.6789830998634008,0.2360902409524726,0.24292125945532306,0.6443298969072165,0.6028824200913242,0.7434944237918215,0.8130081300813008,0.684931506849315,0.23972602739726026,1.0279044578014624,1.5028561175455326,0.3324442669669192
classical:hist_gradient_boosting:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6860730593607306,0.8590521774576303,0.6409768965724588,0.783563520123707,0.21260280934123363,0.25751831197164743,0.7164948453608248,0.6648116438356164,0.8028673835125448,0.8421052631578947,0.7671232876712328,0.4589041095890411,0.865711589527798,0.3767540834418229,0.19259398790076881
classical:hist_gradient_boosting:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6860730593607306,0.8590521774576303,0.6503516617296798,0.6587202191405852,0.22789618582906768,0.23154439645652192,0.6082474226804123,0.6068778538812785,0.7007874015748031,0.8240740740740741,0.6095890410958904,0.4589041095890411,1.1038024730097016,0.6073648231754292,0.26524771508276646
classical:lightgbm:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.675513698630137,0.8345442652852997,0.6526497038071037,0.8217779104573619,0.21541013090933794,0.26379329659519557,0.6855670103092784,0.6372716894977168,0.7781818181818182,0.8294573643410853,0.7328767123287672,0.3972602739726027,0.860034415398564,0.3510450503452257,0.21038587622415791
classical:lightgbm:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.675513698630137,0.8345442652852997,0.6480351146262222,0.709459333596421,0.22553178920694844,0.24575350133905235,0.6443298969072165,0.6238584474885844,0.7376425855513308,0.8290598290598291,0.6643835616438356,0.3972602739726027,1.0070258451096348,0.4749329883773322,0.2406935502234889
classical:logistic:pooled,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7317351598173515,0.8651228464808124,0.5565871063513624,0.658670991698777,0.18611336302396572,0.22131831840271488,0.7268041237113402,0.6926369863013699,0.8072727272727273,0.8604651162790697,0.7602739726027398,0.4520547945205479,0.8108947046063926,0.618052800872819,0.17526482433771018
classical:logistic:pooled:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.7317351598173515,0.8651228464808124,0.6134838558644389,0.6365007304213757,0.2094704124272603,0.21632284826880666,0.6597938144329897,0.6551084474885844,0.7461538461538462,0.8508771929824561,0.6643835616438356,0.4520547945205479,1.0597929429389794,0.634651489660248,0.22436981699870118
classical:logistic:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6990582191780822,0.8647426205536801,0.5931963976090862,0.6740166482224685,0.20423790886984525,0.2346782055599373,0.6649484536082474,0.6095890410958904,0.7636363636363637,0.813953488372093,0.7191780821917808,0.4794520547945205,0.8962975962015538,0.5659835916037851,0.19342133573870152
classical:logistic:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6990582191780822,0.8647426205536801,0.6269433489968841,0.6748436275334868,0.21713188875053485,0.23460920098718602,0.6701030927835051,0.6409817351598174,0.7611940298507462,0.8360655737704918,0.6986301369863014,0.4794520547945205,0.9941114593256596,0.5287587873388945,0.21796519749585863
classical:mask_logistic:pooled,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6316352739726028,0.8286440238678512,0.7199362420136219,0.6782046106938736,0.2610156041597124,0.241270616497127,0.6030927835051546,0.6314212328767124,0.6857142857142857,0.8484848484848485,0.5753424657534246,0.2602739726027397,1.2194765719483356,0.6147198554985932,0.35627793470949254
classical:mask_logistic:pooled:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6316352739726028,0.8286440238678512,0.6931452768134675,0.693143788126189,0.24999904812676127,0.2499983037831221,0.6030927835051546,0.6314212328767124,0.6857142857142857,0.8484848484848485,0.5753424657534246,0.2602739726027397,1.112387161266183,1.0000193794517374,0.35627793470949254
classical:random_forest:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.706763698630137,0.852911392279091,0.5676251377049348,0.6358304324475487,0.19219879479211682,0.22031985436437063,0.7268041237113402,0.6367009132420092,0.8178694158075601,0.8206896551724138,0.815068493150685,0.541095890410959,0.862147818432484,0.854500526236299,0.191340432900782
classical:random_forest:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.706906392694064,0.8529427923681033,0.6245440392442234,0.701276955271896,0.20995702412658626,0.2341043577905616,0.7216494845360825,0.6612442922374429,0.8085106382978723,0.8382352941176471,0.7808219178082192,0.541095890410959,0.9606558288133529,0.4794254855420327,0.2076787818078585
classical:xgboost:site_class_balanced,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6959189497716896,0.8564871793017564,0.6051108906335919,0.7356801414694197,0.2028218139793798,0.24703463373004705,0.711340206185567,0.6543949771689497,0.8,0.835820895522388,0.7671232876712328,0.4383561643835616,0.8461285401443046,0.4491776887073631,0.19203184662259098
classical:xgboost:site_class_balanced:source_oof_platt,va_long_beach,1.0,True,194.0,0.7525773195876289,0.6959189497716896,0.8564871793017564,0.6441779378439055,0.6653579200935897,0.2236630893746309,0.23186621544110353,0.6443298969072165,0.6378424657534247,0.7335907335907336,0.8407079646017699,0.6506849315068494,0.4383561643835616,1.0759677152143852,0.5687450642441673,0.25151532034640256
classical:catboost:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5841459128612536,0.5841459128612536,0.2150425727915334,0.21504257279153338,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,-0.4172117256275574,0.8535337374518766,0.15
classical:catboost:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5612773863583306,0.5612773863583306,0.19880272124806134,0.19880272124806134,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.09908725444724997,0.932896598254436,0.13611111111111113
classical:core_logistic:pooled,va_long_beach,0.0,True,6.0,0.5,1.0,1.0,0.41492900365120805,0.414929003651208,0.1314736833023207,0.13147368330232073,0.8333333333333334,0.8333333333333333,0.8571428571428571,0.75,1.0,1.0,-21.178633777376152,168.1877282088355,0.013888888888888885
classical:core_logistic:pooled:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,1.0,1.0,0.4527231978042316,0.45272319780423154,0.14972692853204375,0.14972692853204372,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,21.34870887377656,204.45295116743958,0.0611111111111111
classical:elastic_net_logistic:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,1.0,1.0,0.6232762666908104,0.6232762666908103,0.2262329424804015,0.22623294248040143,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,-201.39269960869046,217.84169482323233,0.15
classical:elastic_net_logistic:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,1.0,1.0,0.635311738150314,0.635311738150314,0.2215146899311199,0.2215146899311199,0.6666666666666666,0.6666666666666666,0.75,0.6,1.0,1.0,-168.4746919062646,1008.7516314771859,0.13611111111111113
classical:hist_gradient_boosting:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.6666666666666667,0.7555555555555555,0.784533121764718,0.784533121764718,0.2920526350082275,0.29205263500822753,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.3333333333333333,-0.27569485209670325,0.3884769270594841,0.20555555555555555
classical:hist_gradient_boosting:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.6666666666666667,0.7555555555555555,0.6608516737040321,0.660851673704032,0.23907326328555176,0.23907326328555176,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.3333333333333333,-0.030139893616552053,0.6262592734851342,0.2472222222222222
classical:lightgbm:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5530401238632191,0.553040123863219,0.19572230047507008,0.19572230047507005,0.6666666666666666,0.6666666666666666,0.75,0.6,1.0,0.6666666666666666,-0.7481534769336972,1.0703989593486836,0.13611111111111113
classical:lightgbm:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5270892705849035,0.5270892705849035,0.18005133358886552,0.18005133358886555,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.2994991157921815,1.442282333566147,0.13611111111111113
classical:logistic:pooled,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5077340843450551,0.507734084345055,0.16960693543694058,0.16960693543694055,0.8333333333333334,0.8333333333333333,0.8,1.0,0.6666666666666666,0.6666666666666666,0.1162861004632927,1.247539815052872,0.0888888888888889
classical:logistic:pooled:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5290553504073792,0.5290553504073792,0.17214180205526422,0.17214180205526425,0.8333333333333334,0.8333333333333333,0.8,1.0,0.6666666666666666,0.6666666666666666,0.6186723646074089,1.2810565042976905,0.2277777777777778
classical:logistic:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.888888888888889,0.9166666666666665,0.445002516522586,0.44500251652258604,0.1484932179407403,0.14849321794074027,0.6666666666666666,0.6666666666666666,0.75,0.6,1.0,0.6666666666666666,-1.2869695490162267,2.8455390897754835,0.10277777777777777
classical:logistic:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.888888888888889,0.9166666666666665,0.42666014360539445,0.4266601436053944,0.1404536526644193,0.14045365266441934,0.8333333333333334,0.8333333333333333,0.8571428571428571,0.75,1.0,0.6666666666666666,-0.7952165379327237,2.6582848661249017,0.0888888888888889
classical:mask_logistic:pooled,va_long_beach,0.0,True,6.0,0.5,0.6111111111111112,0.7222222222222222,0.7160590852151453,0.7160590852151454,0.25707167551649474,0.25707167551649474,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.031356761074776605,0.2528874251282954,0.35833333333333334
classical:mask_logistic:pooled:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.6111111111111112,0.7222222222222222,0.6931463884445663,0.6931463884445663,0.24999960394231038,0.24999960394231038,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.35833333333333334
classical:random_forest:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.5130943883850371,0.5130943883850371,0.17410369186268412,0.1741036918626841,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,-0.7731854326369129,1.8526673231712862,0.15
classical:random_forest:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.48399042010469023,0.4839904201046902,0.17687859004777073,0.1768785900477707,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,-0.5599015582996864,1.0388224789651253,0.15
classical:xgboost:site_class_balanced,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.6933641467932302,0.6933641467932301,0.262220731367601,0.26222073136760093,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,-0.49135626156774037,0.6130568469232769,0.15
classical:xgboost:site_class_balanced:source_oof_platt,va_long_beach,0.0,True,6.0,0.5,0.7777777777777778,0.8666666666666667,0.6198144055645411,0.6198144055645411,0.22457849747085076,0.22457849747085076,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,-0.17693855069549924,0.7751091327591457,0.15
modern_v2:ebm:site_class_balanced,cleveland,1.0,True,206.0,0.5533980582524272,0.7924294431731502,0.8288231111522402,0.549771977137007,0.5549339679740367,0.18423220421047576,0.18611862028553622,0.7184466019417476,0.7141495041952708,0.7478260869565218,0.7413793103448276,0.7543859649122807,0.7105263157894737,0.04946448502951794,1.087071352836173,0.1731707835599981
modern_v2:ebm:site_class_balanced:source_oof_platt,cleveland,1.0,True,206.0,0.5533980582524272,0.7924294431731502,0.8287186861366701,0.5612863878154786,0.558999815241735,0.1885632499146099,0.18739280157575322,0.7524271844660194,0.7553394355453853,0.7649769585253456,0.8058252427184466,0.7280701754385965,0.7105263157894737,0.2708347033862386,1.337628426255774,0.1812916518421548
modern_v2:tabpfn:pooled,cleveland,1.0,True,206.0,0.5533980582524272,0.854023646071701,0.8789735008846835,0.5215131385056789,0.5522497710349248,0.1757953217596945,0.18840078110588582,0.7330097087378641,0.7084286803966438,0.7955390334572491,0.6903225806451613,0.9385964912280702,0.7456140350877193,-0.9221316074789336,1.32559194044894,0.1355471088210676
modern_v2:tabpfn:pooled:source_oof_platt,cleveland,1.0,True,206.0,0.5533980582524272,0.8539282990083905,0.8782425067326367,0.5053630119331168,0.5120195333395499,0.16423825121904098,0.16734808591980332,0.7572815533980582,0.7492372234935164,0.7899159663865546,0.7580645161290323,0.8245614035087719,0.7456140350877193,-0.1206092465352534,1.734973214414681,0.11415032656364967
