stage,outer_target,inner_validation,experiment,variant,training_seed,fit_seed,epoch,objective,mean_group_risk,robust_group_risk,mean_group_brier
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5062,2901792981,5.0,0.6030291318893433,0.577250063419342,0.5854565501213074,0.19624236226081848
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5062,2901792981,10.0,0.5599886178970337,0.52122962474823,0.5497457385063171,0.17371901869773865
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5062,2901792981,15.0,0.537280797958374,0.5017451047897339,0.5270334482192993,0.16569454967975616
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5063,3924803655,5.0,0.5759066939353943,0.5461692214012146,0.5613694190979004,0.18337303400039673
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5063,3924803655,10.0,0.5428699851036072,0.5127571821212769,0.5301944613456726,0.17034828662872314
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5063,3924803655,15.0,0.5319522023200989,0.5023937821388245,0.5195973515510559,0.1665572077035904
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5064,1174449269,5.0,0.6186345815658569,0.5942438244819641,0.5996471643447876,0.20338256657123566
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5064,1174449269,10.0,0.5623499155044556,0.53262859582901,0.5484736561775208,0.17837519943714142
outer_final,cleveland,,v5_site_mask_dro_brier,v5,5064,1174449269,15.0,0.5478237271308899,0.5161815881729126,0.535449206829071,0.17191487550735474
