revision,mechanism,batch_size,nominal_latent_prevalence,acceptance_rate,realized_latent_prevalence,episodes,affected_probability,expected_affected_rows,probability_fewer_than_five_affected
v2_omnibus_mean,conditional_scale,512,0.7,0.3,0.7009765625,10,0.30000000000000004,153.60000000000002,4.764930670578672e-72
v2_omnibus_mean,conditional_scale,512,0.75,0.4,0.7375,10,0.25,128.0,3.845456713835231e-57
v2_omnibus_mean,conditional_scale,512,0.8,1.0,0.8048828125,10,0.19999999999999996,102.39999999999998,2.7501646713827256e-43
v2_omnibus_mean,conditional_scale,512,0.85,1.0,0.8490234375,10,0.15000000000000002,76.80000000000001,2.0916985156909672e-30
v2_omnibus_mean,conditional_scale,512,0.9,1.0,0.894921875,10,0.09999999999999998,51.19999999999999,1.7306587013811932e-18
v2_omnibus_mean,conditional_scale,512,0.95,1.0,0.9470703125,10,0.050000000000000044,25.600000000000023,9.963612455682541e-08
v2_omnibus_mean,conditional_translation,32,0.05,1.0,0.05625,10,0.05,1.6,0.9796461008175357
v2_omnibus_mean,conditional_translation,32,0.1,0.95,0.115625,20,0.1,3.2,0.7885017113006723
v2_omnibus_mean,conditional_translation,32,0.15,1.0,0.15625,10,0.15,4.8,0.46435845540553466
v2_omnibus_mean,conditional_translation,32,0.2,0.9,0.203125,10,0.2,6.4,0.20438390048601698
v2_omnibus_mean,conditional_translation,32,0.25,0.5,0.246875,10,0.25,8.0,0.06975738881925805
v2_omnibus_mean,conditional_translation,32,0.3,0.4,0.328125,10,0.3,9.6,0.018879066424117928
v2_omnibus_mean,conditional_translation,32,0.35,0.6,0.296875,10,0.35,11.2,0.004081856372083048
v2_omnibus_mean,conditional_translation,32,0.4,0.0,0.390625,10,0.4,12.8,0.0007016051043794906
v2_omnibus_mean,conditional_translation,32,0.45,0.2,0.440625,10,0.45,14.4,9.433888479061587e-05
v2_omnibus_mean,conditional_translation,32,0.5,0.0,0.528125,10,0.5,16.0,9.650597348809242e-06
v2_omnibus_mean,conditional_translation,32,0.55,0.0,0.50625,10,0.55,17.6,7.201789402736721e-07
v2_omnibus_mean,conditional_translation,32,0.6,0.0,0.6375,10,0.6,19.2,3.68847259439842e-08
v2_omnibus_mean,conditional_translation,32,0.65,0.0,0.65,10,0.65,20.8,1.1862129577604564e-09
v2_omnibus_mean,conditional_translation,32,0.7,0.0,0.69375,10,0.7,22.4,2.0970850238283543e-11
v2_omnibus_mean,conditional_translation,32,0.75,0.0,0.790625,10,0.75,24.0,1.6540810604884215e-13
v2_omnibus_mean,conditional_translation,32,0.8,0.0,0.815625,10,0.8,25.6,4.093647146450914e-16
v2_omnibus_mean,conditional_translation,32,0.85,0.0,0.840625,10,0.85,27.2,1.6393785917991556e-19
v2_omnibus_mean,conditional_translation,32,0.9,0.0,0.89375,10,0.9,28.8,2.3958986499999816e-24
v2_omnibus_mean,conditional_translation,32,0.95,0.0,0.953125,10,0.95,30.4,1.0990871733520452e-32
v2_omnibus_mean,conditional_translation,64,0.05,1.0,0.0640625,10,0.05,3.2,0.7843570436086973
v2_omnibus_mean,conditional_translation,64,0.1,0.9,0.1171875,20,0.1,6.4,0.22046890416045262
v2_omnibus_mean,conditional_translation,64,0.15,0.8,0.1625,10,0.15,9.6,0.027971389925458848
v2_omnibus_mean,conditional_translation,64,0.2,0.8,0.20625,10,0.2,12.8,0.0020563392966268445
v2_omnibus_mean,conditional_translation,64,0.25,0.4,0.23125,10,0.25,16.0,9.720959483087329e-05
v2_omnibus_mean,conditional_translation,64,0.3,0.0,0.3265625,10,0.3,19.2,3.0632328762810027e-06
v2_omnibus_mean,conditional_translation,64,0.35,0.1,0.3078125,10,0.35,22.4,6.434023677560167e-08
v2_omnibus_mean,conditional_translation,64,0.4,0.0,0.41875,10,0.4,25.6,8.791057034367629e-10
v2_omnibus_mean,conditional_translation,64,0.45,0.0,0.428125,10,0.45,28.8,7.466226553523213e-12
v2_omnibus_mean,conditional_translation,64,0.5,0.0,0.4953125,10,0.5,32.0,3.681522317902641e-14
v2_omnibus_mean,conditional_translation,64,0.55,0.0,0.5625,10,0.55,35.2,9.568125603265461e-17
v2_omnibus_mean,conditional_translation,64,0.6,0.0,0.6109375,10,0.6,38.4,1.1439748724094953e-19
v2_omnibus_mean,conditional_translation,64,0.65,0.0,0.6453125,10,0.65,41.6,5.1788012746573165e-23
v2_omnibus_mean,conditional_translation,64,0.7,0.0,0.7046875,10,0.7,44.8,6.652492221769527e-27
v2_omnibus_mean,conditional_translation,64,0.75,0.0,0.7609375,10,0.75,48.0,1.546031358487146e-31
v2_omnibus_mean,conditional_translation,64,0.8,0.0,0.7890625,10,0.8,51.2,3.050266254695374e-37
v2_omnibus_mean,conditional_translation,64,0.85,0.0,0.853125,10,0.85,54.4,1.233733741727586e-44
v2_omnibus_mean,conditional_translation,64,0.9,0.0,0.896875,10,0.9,57.6,4.199238864999933e-55
v2_omnibus_mean,conditional_translation,64,0.95,0.0,0.95,10,0.95,60.8,4.504282042023015e-73
v2_omnibus_mean,conditional_translation,128,0.05,1.0,0.05,10,0.05,6.4,0.22793974409833231
v2_omnibus_mean,conditional_translation,128,0.1,0.9,0.10625,20,0.1,12.8,0.0030718357305998976
v2_omnibus_mean,conditional_translation,128,0.15,0.9,0.14140625,10,0.15,19.2,1.1547557243481725e-05
v2_omnibus_mean,conditional_translation,128,0.2,0.2,0.20234375,10,0.2,25.6,1.8734422633692198e-08
v2_omnibus_mean,conditional_translation,128,0.25,0.1,0.25390625,10,0.25,32.0,1.4794132535259513e-11
v2_omnibus_mean,conditional_translation,128,0.3,0.0,0.309375,10,0.3,38.4,5.777425644676683e-15
v2_omnibus_mean,conditional_translation,128,0.35,0.0,0.3078125,10,0.35,44.8,1.0759469428490078e-18
v2_omnibus_mean,conditional_translation,128,0.4,0.0,0.40546875,10,0.4,51.2,8.874953317822086e-23
v2_omnibus_mean,conditional_translation,128,0.45,0.0,0.44609375,10,0.45,57.6,2.904378479800144e-27
v2_omnibus_mean,conditional_translation,128,0.5,0.0,0.51171875,10,0.5,64.0,3.237791337733303e-32
v2_omnibus_mean,conditional_translation,128,0.55,0.0,0.54609375,10,0.55,70.4,9.984547486384717e-38
v2_omnibus_mean,conditional_translation,128,0.6,0.0,0.6,10,0.6,76.8,6.389103529880944e-44
v2_omnibus_mean,conditional_translation,128,0.65,0.0,0.6390625,10,0.65,83.2,5.645319520937885e-51
v2_omnibus_mean,conditional_translation,128,0.7,0.0,0.70546875,10,0.7,89.6,3.779955391387509e-59
v2_omnibus_mean,conditional_translation,128,0.75,0.0,0.7390625,10,0.75,96.0,7.542818294002512e-69
v2_omnibus_mean,conditional_translation,128,0.8,0.0,0.7921875,10,0.8,102.4,9.367928048566555e-81
v2_omnibus_mean,conditional_translation,128,0.85,0.0,0.84765625,10,0.85,108.8,3.832928303315164e-96
v2_omnibus_mean,conditional_translation,128,0.9,0.0,0.89375,10,0.9,115.2,7.024227062499768e-118
v2_omnibus_mean,conditional_translation,128,0.95,0.0,0.95625,10,0.95,121.6,4.0925096273022975e-155
v2_omnibus_mean,conditional_translation,256,0.05,1.0,0.046875,10,0.05,12.8,0.0036659736412998673
v2_omnibus_mean,conditional_translation,256,0.1,0.9,0.1005859375,20,0.1,25.6,5.964036474537538e-08
v2_omnibus_mean,conditional_translation,256,0.15,0.4,0.14453125,10,0.15,38.4,1.5856693586192982e-13
v2_omnibus_mean,conditional_translation,256,0.2,0.0,0.19453125,10,0.2,51.2,1.1303399068137928e-19
v2_omnibus_mean,conditional_translation,256,0.25,0.0,0.2515625,10,0.25,64.0,2.3472521173263672e-26
v2_omnibus_mean,conditional_translation,256,0.3,0.0,0.30078125,10,0.3,76.8,1.354817114153013e-33
v2_omnibus_mean,conditional_translation,256,0.35,0.0,0.334765625,10,0.35,89.6,1.931100727751128e-41
v2_omnibus_mean,conditional_translation,256,0.4,0.0,0.39296875,10,0.4,102.4,5.691644450106431e-50
v2_omnibus_mean,conditional_translation,256,0.45,0.0,0.430859375,10,0.45,115.2,2.723974499395353e-59
v2_omnibus_mean,conditional_translation,256,0.5,0.0,0.50078125,10,0.5,128.0,1.533689029792275e-69
v2_omnibus_mean,conditional_translation,256,0.55,0.0,0.53984375,10,0.55,140.8,6.594216140054246e-81
v2_omnibus_mean,conditional_translation,256,0.6,0.0,0.61875,10,0.6,153.6,1.199044770452736e-93
v2_omnibus_mean,conditional_translation,256,0.65,0.0,0.618359375,10,0.65,166.4,4.008932610994794e-108
v2_omnibus_mean,conditional_translation,256,0.7,0.0,0.694921875,10,0.7,179.2,7.251354181879847e-125
v2_omnibus_mean,conditional_translation,256,0.75,0.0,0.755078125,10,0.75,192.0,1.0615540947013653e-144
v2_omnibus_mean,conditional_translation,256,0.8,0.0,0.791015625,10,0.8,204.8,5.201879062271929e-169
v2_omnibus_mean,conditional_translation,256,0.85,0.0,0.848828125,10,0.85,217.6,2.1697448404779207e-200
v2_omnibus_mean,conditional_translation,256,0.9,0.0,0.90390625,10,0.9,230.4,1.1488317632649232e-244
v2_omnibus_mean,conditional_translation,256,0.95,0.0,0.94921875,10,0.95,243.2,0.0
v2_omnibus_mean,conditional_translation,512,0.05,1.0,0.05625,10,0.05,25.6,9.963612455682508e-08
v2_omnibus_mean,conditional_translation,512,0.1,0.9,0.0986328125,20,0.1,51.2,1.7306587013811955e-18
v2_omnibus_mean,conditional_translation,512,0.15,0.0,0.1556640625,10,0.15,76.8,2.0916985156909655e-30
v2_omnibus_mean,conditional_translation,512,0.2,0.0,0.198828125,10,0.2,102.4,2.7501646713827288e-43
v2_omnibus_mean,conditional_translation,512,0.25,0.0,0.253515625,10,0.25,128.0,3.845456713835231e-57
v2_omnibus_mean,conditional_translation,512,0.3,0.0,0.295703125,10,0.3,153.6,4.76493067057867e-72
v2_omnibus_mean,conditional_translation,512,0.35,0.0,0.342578125,10,0.35,179.2,3.9299420577095705e-88
v2_omnibus_mean,conditional_translation,512,0.4,0.0,0.396875,10,0.4,204.8,1.4654705323150793e-105
v2_omnibus_mean,conditional_translation,512,0.45,0.0,0.4458984375,10,0.45,230.4,1.4895160509509605e-124
v2_omnibus_mean,conditional_translation,512,0.5,0.0,0.49375,10,0.5,256.0,2.127303123600318e-145
v2_omnibus_mean,conditional_translation,512,0.55,0.0,0.55,10,0.55,281.6,1.7699955832766715e-168
v2_omnibus_mean,conditional_translation,512,0.6,0.0,0.608984375,10,0.6,307.2,2.58896641114876e-194
v2_omnibus_mean,conditional_translation,512,0.65,0.0,0.6544921875,10,0.65,332.8,1.2354557457242465e-223
v2_omnibus_mean,conditional_translation,512,0.7,0.0,0.692578125,10,0.7,358.4,1.6263763129415455e-257
v2_omnibus_mean,conditional_translation,512,0.75,0.0,0.7515625,10,0.75,384.0,1.2784254808794265e-297
v2_omnibus_mean,conditional_translation,512,0.8,0.0,0.8083984375,10,0.8,409.6,0.0
v2_omnibus_mean,conditional_translation,512,0.85,0.0,0.8505859375,10,0.85,435.2,0.0
v2_omnibus_mean,conditional_translation,512,0.9,0.0,0.8955078125,10,0.9,460.8,0.0
v2_omnibus_mean,conditional_translation,512,0.95,0.0,0.9490234375,10,0.95,486.4,0.0
v2_omnibus_mean,covariance_shear,32,0.05,1.0,0.059375,10,0.05,1.6,0.9796461008175357
v2_omnibus_mean,covariance_shear,32,0.1,1.0,0.09375,10,0.1,3.2,0.7885017113006723
v2_omnibus_mean,covariance_shear,32,0.15,1.0,0.140625,10,0.15,4.8,0.46435845540553466
v2_omnibus_mean,covariance_shear,32,0.2,1.0,0.171875,10,0.2,6.4,0.20438390048601698
v2_omnibus_mean,covariance_shear,32,0.25,1.0,0.2375,10,0.25,8.0,0.06975738881925805
v2_omnibus_mean,covariance_shear,32,0.3,1.0,0.2890625,20,0.3,9.6,0.018879066424117928
v2_omnibus_mean,covariance_shear,32,0.35,1.0,0.325,10,0.35,11.2,0.004081856372083048
v2_omnibus_mean,covariance_shear,32,0.4,1.0,0.375,10,0.4,12.8,0.0007016051043794906
v2_omnibus_mean,covariance_shear,32,0.45,1.0,0.434375,10,0.45,14.4,9.433888479061587e-05
v2_omnibus_mean,covariance_shear,32,0.5,1.0,0.509375,10,0.5,16.0,9.650597348809242e-06
v2_omnibus_mean,covariance_shear,32,0.55,0.8,0.584375,10,0.55,17.6,7.201789402736721e-07
v2_omnibus_mean,covariance_shear,32,0.6,1.0,0.553125,10,0.6,19.2,3.68847259439842e-08
v2_omnibus_mean,covariance_shear,32,0.65,0.8,0.684375,10,0.65,20.8,1.1862129577604564e-09
v2_omnibus_mean,covariance_shear,32,0.7,0.7,0.684375,10,0.7,22.4,2.0970850238283543e-11
v2_omnibus_mean,covariance_shear,32,0.75,0.7,0.740625,10,0.75,24.0,1.6540810604884215e-13
v2_omnibus_mean,covariance_shear,32,0.8,0.8,0.790625,10,0.8,25.6,4.093647146450914e-16
v2_omnibus_mean,covariance_shear,32,0.85,0.6,0.828125,10,0.85,27.2,1.6393785917991556e-19
v2_omnibus_mean,covariance_shear,32,0.9,0.7,0.90625,10,0.9,28.8,2.3958986499999816e-24
v2_omnibus_mean,covariance_shear,32,0.95,0.4,0.95,10,0.95,30.4,1.0990871733520452e-32
v2_omnibus_mean,covariance_shear,64,0.05,1.0,0.059375,10,0.05,3.2,0.7843570436086973
v2_omnibus_mean,covariance_shear,64,0.1,1.0,0.1078125,10,0.1,6.4,0.22046890416045262
v2_omnibus_mean,covariance_shear,64,0.15,0.9,0.140625,10,0.15,9.6,0.027971389925458848
v2_omnibus_mean,covariance_shear,64,0.2,1.0,0.1765625,10,0.2,12.8,0.0020563392966268445
v2_omnibus_mean,covariance_shear,64,0.25,1.0,0.2640625,10,0.25,16.0,9.720959483087329e-05
v2_omnibus_mean,covariance_shear,64,0.3,0.95,0.31328125,20,0.3,19.2,3.0632328762810027e-06
v2_omnibus_mean,covariance_shear,64,0.35,0.9,0.34375,10,0.35,22.4,6.434023677560167e-08
v2_omnibus_mean,covariance_shear,64,0.4,0.9,0.3796875,10,0.4,25.6,8.791057034367629e-10
v2_omnibus_mean,covariance_shear,64,0.45,1.0,0.4578125,10,0.45,28.8,7.466226553523213e-12
v2_omnibus_mean,covariance_shear,64,0.5,0.7,0.4859375,10,0.5,32.0,3.681522317902641e-14
v2_omnibus_mean,covariance_shear,64,0.55,0.8,0.5453125,10,0.55,35.2,9.568125603265461e-17
v2_omnibus_mean,covariance_shear,64,0.6,0.9,0.565625,10,0.6,38.4,1.1439748724094953e-19
v2_omnibus_mean,covariance_shear,64,0.65,0.8,0.65625,10,0.65,41.6,5.1788012746573165e-23
v2_omnibus_mean,covariance_shear,64,0.7,0.7,0.6984375,10,0.7,44.8,6.652492221769527e-27
v2_omnibus_mean,covariance_shear,64,0.75,0.5,0.7265625,10,0.75,48.0,1.546031358487146e-31
v2_omnibus_mean,covariance_shear,64,0.8,0.5,0.80625,10,0.8,51.2,3.050266254695374e-37
v2_omnibus_mean,covariance_shear,64,0.85,0.5,0.84375,10,0.85,54.4,1.233733741727586e-44
v2_omnibus_mean,covariance_shear,64,0.9,0.3,0.903125,10,0.9,57.6,4.199238864999933e-55
v2_omnibus_mean,covariance_shear,64,0.95,0.2,0.9421875,10,0.95,60.8,4.504282042023015e-73
v2_omnibus_mean,covariance_shear,128,0.05,1.0,0.04453125,10,0.05,6.4,0.22793974409833231
v2_omnibus_mean,covariance_shear,128,0.1,1.0,0.1046875,10,0.1,12.8,0.0030718357305998976
v2_omnibus_mean,covariance_shear,128,0.15,1.0,0.15703125,10,0.15,19.2,1.1547557243481725e-05
v2_omnibus_mean,covariance_shear,128,0.2,1.0,0.19140625,10,0.2,25.6,1.8734422633692198e-08
v2_omnibus_mean,covariance_shear,128,0.25,1.0,0.24140625,10,0.25,32.0,1.4794132535259513e-11
v2_omnibus_mean,covariance_shear,128,0.3,0.95,0.31015625,20,0.3,38.4,5.777425644676683e-15
v2_omnibus_mean,covariance_shear,128,0.35,0.8,0.3578125,10,0.35,44.8,1.0759469428490078e-18
v2_omnibus_mean,covariance_shear,128,0.4,1.0,0.4109375,10,0.4,51.2,8.874953317822086e-23
v2_omnibus_mean,covariance_shear,128,0.45,0.6,0.43359375,10,0.45,57.6,2.904378479800144e-27
v2_omnibus_mean,covariance_shear,128,0.5,0.9,0.5078125,10,0.5,64.0,3.237791337733303e-32
v2_omnibus_mean,covariance_shear,128,0.55,0.8,0.55546875,10,0.55,70.4,9.984547486384717e-38
v2_omnibus_mean,covariance_shear,128,0.6,0.4,0.59765625,10,0.6,76.8,6.389103529880944e-44
v2_omnibus_mean,covariance_shear,128,0.65,0.1,0.6640625,10,0.65,83.2,5.645319520937885e-51
v2_omnibus_mean,covariance_shear,128,0.7,0.4,0.68671875,10,0.7,89.6,3.779955391387509e-59
v2_omnibus_mean,covariance_shear,128,0.75,0.1,0.74765625,10,0.75,96.0,7.542818294002512e-69
v2_omnibus_mean,covariance_shear,128,0.8,0.0,0.80703125,10,0.8,102.4,9.367928048566555e-81
v2_omnibus_mean,covariance_shear,128,0.85,0.0,0.84921875,10,0.85,108.8,3.832928303315164e-96
v2_omnibus_mean,covariance_shear,128,0.9,0.1,0.90546875,10,0.9,115.2,7.024227062499768e-118
v2_omnibus_mean,covariance_shear,128,0.95,0.0,0.94375,10,0.95,121.6,4.0925096273022975e-155
v2_omnibus_mean,covariance_shear,256,0.05,1.0,0.0546875,10,0.05,12.8,0.0036659736412998673
v2_omnibus_mean,covariance_shear,256,0.1,1.0,0.0953125,10,0.1,25.6,5.964036474537538e-08
v2_omnibus_mean,covariance_shear,256,0.15,1.0,0.135546875,10,0.15,38.4,1.5856693586192982e-13
v2_omnibus_mean,covariance_shear,256,0.2,1.0,0.202734375,10,0.2,51.2,1.1303399068137928e-19
v2_omnibus_mean,covariance_shear,256,0.25,1.0,0.244921875,10,0.25,64.0,2.3472521173263672e-26
v2_omnibus_mean,covariance_shear,256,0.3,0.95,0.2927734375,20,0.3,76.8,1.354817114153013e-33
v2_omnibus_mean,covariance_shear,256,0.35,0.8,0.3453125,10,0.35,89.6,1.931100727751128e-41
v2_omnibus_mean,covariance_shear,256,0.4,0.4,0.39296875,10,0.4,102.4,5.691644450106431e-50
v2_omnibus_mean,covariance_shear,256,0.45,0.3,0.45625,10,0.45,115.2,2.723974499395353e-59
v2_omnibus_mean,covariance_shear,256,0.5,0.1,0.5125,10,0.5,128.0,1.533689029792275e-69
v2_omnibus_mean,covariance_shear,256,0.55,0.1,0.55625,10,0.55,140.8,6.594216140054246e-81
v2_omnibus_mean,covariance_shear,256,0.6,0.1,0.59609375,10,0.6,153.6,1.199044770452736e-93
v2_omnibus_mean,covariance_shear,256,0.65,0.0,0.658203125,10,0.65,166.4,4.008932610994794e-108
v2_omnibus_mean,covariance_shear,256,0.7,0.1,0.69453125,10,0.7,179.2,7.251354181879847e-125
v2_omnibus_mean,covariance_shear,256,0.75,0.0,0.740625,10,0.75,192.0,1.0615540947013653e-144
v2_omnibus_mean,covariance_shear,256,0.8,0.0,0.79375,10,0.8,204.8,5.201879062271929e-169
v2_omnibus_mean,covariance_shear,256,0.85,0.0,0.841796875,10,0.85,217.6,2.1697448404779207e-200
v2_omnibus_mean,covariance_shear,256,0.9,0.0,0.895703125,10,0.9,230.4,1.1488317632649232e-244
v2_omnibus_mean,covariance_shear,256,0.95,0.0,0.947265625,10,0.95,243.2,0.0
v2_omnibus_mean,covariance_shear,512,0.05,1.0,0.0515625,10,0.05,25.6,9.963612455682508e-08
v2_omnibus_mean,covariance_shear,512,0.1,1.0,0.1009765625,10,0.1,51.2,1.7306587013811955e-18
v2_omnibus_mean,covariance_shear,512,0.15,1.0,0.15078125,10,0.15,76.8,2.0916985156909655e-30
v2_omnibus_mean,covariance_shear,512,0.2,1.0,0.191796875,10,0.2,102.4,2.7501646713827288e-43
v2_omnibus_mean,covariance_shear,512,0.25,1.0,0.254296875,10,0.25,128.0,3.845456713835231e-57
v2_omnibus_mean,covariance_shear,512,0.3,0.75,0.298828125,20,0.3,153.6,4.76493067057867e-72
v2_omnibus_mean,covariance_shear,512,0.35,0.7,0.348828125,10,0.35,179.2,3.9299420577095705e-88
v2_omnibus_mean,covariance_shear,512,0.4,0.4,0.4021484375,10,0.4,204.8,1.4654705323150793e-105
v2_omnibus_mean,covariance_shear,512,0.45,0.0,0.4583984375,10,0.45,230.4,1.4895160509509605e-124
v2_omnibus_mean,covariance_shear,512,0.5,0.0,0.4962890625,10,0.5,256.0,2.127303123600318e-145
v2_omnibus_mean,covariance_shear,512,0.55,0.1,0.5541015625,10,0.55,281.6,1.7699955832766715e-168
v2_omnibus_mean,covariance_shear,512,0.6,0.0,0.608984375,10,0.6,307.2,2.58896641114876e-194
v2_omnibus_mean,covariance_shear,512,0.65,0.0,0.6587890625,10,0.65,332.8,1.2354557457242465e-223
v2_omnibus_mean,covariance_shear,512,0.7,0.0,0.70625,10,0.7,358.4,1.6263763129415455e-257
v2_omnibus_mean,covariance_shear,512,0.75,0.0,0.7541015625,10,0.75,384.0,1.2784254808794265e-297
v2_omnibus_mean,covariance_shear,512,0.8,0.0,0.794921875,10,0.8,409.6,0.0
v2_omnibus_mean,covariance_shear,512,0.85,0.0,0.85,10,0.85,435.2,0.0
v2_omnibus_mean,covariance_shear,512,0.9,0.0,0.9021484375,10,0.9,460.8,0.0
v2_omnibus_mean,covariance_shear,512,0.95,0.0,0.9470703125,10,0.95,486.4,0.0
v2_omnibus_mean,outcome_dependent_dropout,32,0.05,1.0,0.059375,10,0.045000000000000005,1.4400000000000002,0.9865432930566389
v2_omnibus_mean,outcome_dependent_dropout,32,0.1,0.8,0.134375,10,0.09000000000000001,2.8800000000000003,0.8438106285231033
v2_omnibus_mean,outcome_dependent_dropout,32,0.15,0.8,0.140625,10,0.135,4.32,0.5622500886103239
v2_omnibus_mean,outcome_dependent_dropout,32,0.2,0.9,0.18125,10,0.18000000000000002,5.760000000000001,0.29312098633747263
v2_omnibus_mean,outcome_dependent_dropout,32,0.25,0.55,0.2421875,20,0.225,7.2,0.1230419440759116
v2_omnibus_mean,outcome_dependent_dropout,32,0.3,0.4,0.31875,10,0.27,8.64,0.042493649388468314
v2_omnibus_mean,outcome_dependent_dropout,32,0.35,0.2,0.378125,10,0.315,10.08,0.012209082435950923
v2_omnibus_mean,outcome_dependent_dropout,32,0.4,0.1,0.4,10,0.36000000000000004,11.520000000000001,0.00292435818030924
v2_omnibus_mean,outcome_dependent_dropout,32,0.45,0.0,0.48125,10,0.405,12.96,0.0005806424297031478
v2_omnibus_mean,outcome_dependent_dropout,32,0.5,0.0,0.490625,10,0.45,14.4,9.433888479061587e-05
v2_omnibus_mean,outcome_dependent_dropout,32,0.55,0.0,0.571875,10,0.49500000000000005,15.840000000000002,1.2284999726785574e-05
v2_omnibus_mean,outcome_dependent_dropout,32,0.6,0.0,0.590625,10,0.54,17.28,1.2443720757957774e-06
v2_omnibus_mean,outcome_dependent_dropout,32,0.65,0.0,0.684375,10,0.5850000000000001,18.720000000000002,9.401500781381664e-08
v2_omnibus_mean,outcome_dependent_dropout,32,0.7,0.0,0.65,10,0.63,20.16,4.996193900195844e-09
v2_omnibus_mean,outcome_dependent_dropout,32,0.75,0.0,0.75625,10,0.675,21.6,1.7180460127627156e-10
v2_omnibus_mean,outcome_dependent_dropout,32,0.8,0.0,0.809375,10,0.7200000000000001,23.040000000000003,3.3817966461310025e-12
v2_omnibus_mean,outcome_dependent_dropout,32,0.85,0.0,0.809375,10,0.765,24.48,3.1545736475182767e-14
v2_omnibus_mean,outcome_dependent_dropout,32,0.9,0.0,0.89375,10,0.81,25.92,1.0209708087501015e-16
v2_omnibus_mean,outcome_dependent_dropout,32,0.95,0.0,0.953125,10,0.855,27.36,6.4893367168162e-20
v2_omnibus_mean,outcome_dependent_dropout,64,0.05,1.0,0.0421875,10,0.045000000000000005,2.8800000000000003,0.8392294500339903
v2_omnibus_mean,outcome_dependent_dropout,64,0.1,0.8,0.0921875,10,0.09000000000000001,5.760000000000001,0.30644367341225925
v2_omnibus_mean,outcome_dependent_dropout,64,0.15,0.7,0.16875,10,0.135,8.64,0.055446181525736486
v2_omnibus_mean,outcome_dependent_dropout,64,0.2,0.3,0.228125,10,0.18000000000000002,11.520000000000001,0.006182771640583116
v2_omnibus_mean,outcome_dependent_dropout,64,0.25,0.05,0.2828125,20,0.225,14.4,0.00047090137693913694
v2_omnibus_mean,outcome_dependent_dropout,64,0.3,0.0,0.3109375,10,0.27,17.28,2.5583773894969764e-05
v2_omnibus_mean,outcome_dependent_dropout,64,0.35,0.0,0.33125,10,0.315,20.16,1.0038480307475063e-06
v2_omnibus_mean,outcome_dependent_dropout,64,0.4,0.0,0.4234375,10,0.36000000000000004,23.040000000000003,2.8251047493150756e-08
v2_omnibus_mean,outcome_dependent_dropout,64,0.45,0.0,0.490625,10,0.405,25.92,5.580149465560571e-10
v2_omnibus_mean,outcome_dependent_dropout,64,0.5,0.0,0.4984375,10,0.45,28.8,7.466226553523213e-12
v2_omnibus_mean,outcome_dependent_dropout,64,0.55,0.0,0.5359375,10,0.49500000000000005,31.680000000000003,6.433446576582961e-14
v2_omnibus_mean,outcome_dependent_dropout,64,0.6,0.0,0.6453125,10,0.54,34.56,3.3316059404318333e-16
v2_omnibus_mean,outcome_dependent_dropout,64,0.65,0.0,0.64375,10,0.5850000000000001,37.440000000000005,9.439827160233638e-19
v2_omnibus_mean,outcome_dependent_dropout,64,0.7,0.0,0.6921875,10,0.63,40.32,1.2863934656327591e-21
v2_omnibus_mean,outcome_dependent_dropout,64,0.75,0.0,0.7375,10,0.675,43.2,7.031721542740397e-25
v2_omnibus_mean,outcome_dependent_dropout,64,0.8,0.0,0.7921875,10,0.7200000000000001,46.080000000000005,1.182999101582261e-28
v2_omnibus_mean,outcome_dependent_dropout,64,0.85,0.0,0.840625,10,0.765,48.96,4.078855112927302e-33
v2_omnibus_mean,outcome_dependent_dropout,64,0.9,0.0,0.8875,10,0.81,51.84,1.4753375924328558e-38
v2_omnibus_mean,outcome_dependent_dropout,64,0.95,0.0,0.959375,10,0.855,54.72,1.651268916930786e-45
v2_omnibus_mean,outcome_dependent_dropout,128,0.05,1.0,0.05078125,10,0.045000000000000005,5.760000000000001,0.31260166704288317
v2_omnibus_mean,outcome_dependent_dropout,128,0.1,0.9,0.09609375,10,0.09000000000000001,11.520000000000001,0.008258293720471977
v2_omnibus_mean,outcome_dependent_dropout,128,0.15,0.6,0.15,10,0.135,17.28,6.803116465800499e-05
v2_omnibus_mean,outcome_dependent_dropout,128,0.2,0.1,0.1953125,10,0.18000000000000002,23.040000000000003,2.6765936560295233e-07
v2_omnibus_mean,outcome_dependent_dropout,128,0.25,0.05,0.251171875,20,0.225,28.8,5.745808266836759e-10
v2_omnibus_mean,outcome_dependent_dropout,128,0.3,0.0,0.27578125,10,0.27,34.56,6.981145025491476e-13
v2_omnibus_mean,outcome_dependent_dropout,128,0.35,0.0,0.3609375,10,0.315,40.32,4.760840058285911e-16
v2_omnibus_mean,outcome_dependent_dropout,128,0.4,0.0,0.39453125,10,0.36000000000000004,46.080000000000005,1.7565297152070926e-19
v2_omnibus_mean,outcome_dependent_dropout,128,0.45,0.0,0.45859375,10,0.405,51.84,3.30108091021187e-23
v2_omnibus_mean,outcome_dependent_dropout,128,0.5,0.0,0.5,10,0.45,57.6,2.904378479800144e-27
v2_omnibus_mean,outcome_dependent_dropout,128,0.55,0.0,0.55625,10,0.49500000000000005,63.36000000000001,1.0688705916890983e-31
v2_omnibus_mean,outcome_dependent_dropout,128,0.6,0.0,0.61640625,10,0.54,69.12,1.4175750840007931e-36
v2_omnibus_mean,outcome_dependent_dropout,128,0.65,0.0,0.640625,10,0.5850000000000001,74.88000000000001,5.553716484218876e-42
