method,outer_target,policy,mask_replicate,class_0_n,class_0_log_loss,class_1_n,class_1_log_loss,balanced_log_loss
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_30,8,164,0.5279094622895967,139,0.6316487853393432,0.5797791238144699
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_30,9,164,0.6051551528940515,139,0.6309908792004788,0.6180730160472652
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,0,164,0.6918835847244666,139,0.5750858775126936,0.6334847311185801
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,1,164,0.6530207219808548,139,0.5609163265313171,0.6069685242560859
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,2,164,0.6359606920293791,139,0.5930404703589209,0.61450058119415
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,3,164,0.6719413402981544,139,0.5667891640184839,0.6193652521583192
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,4,164,0.6914132557027806,139,0.5430704087156775,0.617241832209229
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,5,164,0.6503168056211039,139,0.5594853992555854,0.6049011024383446
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,6,164,0.6911749407363127,139,0.5943542144785496,0.6427645776074311
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,7,164,0.6712039400191533,139,0.5979093031845145,0.6345566216018339
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,8,164,0.7119518943254004,139,0.5501483360284264,0.6310501151769135
classical:core_logistic:pooled:source_oof_platt,cleveland,mcar_50,9,164,0.682750131348609,139,0.5754683109484231,0.6291092211485161
classical:core_logistic:pooled:source_oof_platt,cleveland,natural,0,164,0.37461770101728004,139,0.6905639021061513,0.5325908015617157
classical:elastic_net_logistic:site_class_balanced,cleveland,drop_advanced,0,164,0.44608854227538225,139,0.923062784355292,0.6845756633153371
classical:elastic_net_logistic:site_class_balanced,cleveland,drop_exercise,0,164,0.13540977395917725,139,1.862353752495364,0.9988817632272706
