method,outer_target,policy,mask_replicate,class_0_n,class_0_log_loss,class_1_n,class_1_log_loss,balanced_log_loss
classical:lightgbm:site_class_balanced,cleveland,mcar_10,5,164,0.774702559193588,139,0.3870099709385641,0.580856265066076
classical:lightgbm:site_class_balanced,cleveland,mcar_10,6,164,0.8007986695253341,139,0.37897412027286587,0.5898863948991
classical:lightgbm:site_class_balanced,cleveland,mcar_10,7,164,0.7799145655970996,139,0.3157997664783702,0.5478571660377349
classical:lightgbm:site_class_balanced,cleveland,mcar_10,8,164,0.8158987634784719,139,0.37093809841420705,0.5934184309463395
classical:lightgbm:site_class_balanced,cleveland,mcar_10,9,164,0.7589712156130609,139,0.3735601122247645,0.5662656639189128
classical:lightgbm:site_class_balanced,cleveland,mcar_30,0,164,0.922873886266685,139,0.35996984629180234,0.6414218662792437
classical:lightgbm:site_class_balanced,cleveland,mcar_30,1,164,0.9916847215017849,139,0.3603971576736218,0.6760409395877034
classical:lightgbm:site_class_balanced,cleveland,mcar_30,2,164,1.0892875543087421,139,0.30729670809058635,0.6982921311996643
classical:lightgbm:site_class_balanced,cleveland,mcar_30,3,164,0.9636361626003066,139,0.37067321577653467,0.6671546891884206
classical:lightgbm:site_class_balanced,cleveland,mcar_30,4,164,1.0209376699584343,139,0.3378643328819222,0.6794010014201782
classical:lightgbm:site_class_balanced,cleveland,mcar_30,5,164,0.9996666301341012,139,0.33222323602727327,0.6659449330806873
classical:lightgbm:site_class_balanced,cleveland,mcar_30,6,164,1.0446511619595515,139,0.32914993159040923,0.6869005467749804
classical:lightgbm:site_class_balanced,cleveland,mcar_30,7,164,1.0006969610893988,139,0.30844528746290406,0.6545711242761514
classical:lightgbm:site_class_balanced,cleveland,mcar_30,8,164,0.9958423499376886,139,0.3405486732261188,0.6681955115819037
classical:lightgbm:site_class_balanced,cleveland,mcar_30,9,164,1.1054419853950364,139,0.35461446848118117,0.7300282269381088
classical:lightgbm:site_class_balanced,cleveland,mcar_50,0,164,1.1667219307703867,139,0.34137535826239934,0.754048644516393
classical:lightgbm:site_class_balanced,cleveland,mcar_50,1,164,1.254295668850873,139,0.2946380636195688,0.774466866235221
classical:lightgbm:site_class_balanced,cleveland,mcar_50,2,164,1.1891376424033588,139,0.36208571493804054,0.7756116786706997
classical:lightgbm:site_class_balanced,cleveland,mcar_50,3,164,1.149869704931225,139,0.25691902317315796,0.7033943640521915
classical:lightgbm:site_class_balanced,cleveland,mcar_50,4,164,1.310091703712434,139,0.3259155075476469,0.8180036056300405
classical:lightgbm:site_class_balanced,cleveland,mcar_50,5,164,1.2532383463050623,139,0.3350838426896631,0.7941610944973627
classical:lightgbm:site_class_balanced,cleveland,mcar_50,6,164,1.1930854211079716,139,0.3268909726456144,0.759988196876793
classical:lightgbm:site_class_balanced,cleveland,mcar_50,7,164,1.2555256541002724,139,0.3954091712217505,0.8254674126610114
classical:lightgbm:site_class_balanced,cleveland,mcar_50,8,164,1.3056338637336697,139,0.30023128830784124,0.8029325760207555
classical:lightgbm:site_class_balanced,cleveland,mcar_50,9,164,1.220934873109304,139,0.3273483439345654,0.7741416085219347
classical:lightgbm:site_class_balanced,cleveland,natural,0,164,0.6773471128901406,139,0.37410996175447575,0.5257285373223082
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,drop_advanced,0,164,0.493360328036411,139,0.5190345541703456,0.5061974411033783
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,drop_exercise,0,164,0.6538581628821473,139,0.5713085722885803,0.6125833675853638
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,drop_routine,0,164,0.8514748893278613,139,0.2883408596004853,0.5699078744641732
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,0,164,0.5130785795475471,139,0.5593059915400327,0.53619228554379
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,1,164,0.5190665609470533,139,0.548610009590119,0.5338382852685861
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,2,164,0.5090624130909394,139,0.5336858618442679,0.5213741374676036
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,3,164,0.5394109452452642,139,0.5498467370793249,0.5446288411622946
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,4,164,0.5119546100917021,139,0.5521212330322897,0.5320379215619959
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,5,164,0.5394323561334884,139,0.5746632878224514,0.5570478219779699
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,6,164,0.5133578081984845,139,0.5620711064946111,0.5377144573465478
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,7,164,0.534393960646701,139,0.5351929188473242,0.5347934397470127
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,8,164,0.5403208894130195,139,0.5411249823081766,0.540722935860598
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,empirical_source,9,164,0.5281074679610769,139,0.5506697509713011,0.539388609466189
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,0,164,0.6208285398539589,139,0.4618633205657758,0.5413459302098673
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,1,164,0.6857233964310682,139,0.43387910064315566,0.5598012485371119
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,2,164,0.6680141422877532,139,0.45888440199021563,0.5634492721389844
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,3,164,0.6690715915170634,139,0.4508442745233164,0.5599579330201899
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,4,164,0.6486972892976757,139,0.4443509736728396,0.5465241314852576
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,5,164,0.6772448661719392,139,0.4555252800814754,0.5663850731267073
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,6,164,0.6686147763469481,139,0.4577233254574891,0.5631690509022186
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,7,164,0.6928991896104473,139,0.45633741426210683,0.574618301936277
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,8,164,0.6665309786949282,139,0.4462557319446219,0.5563933553197751
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mar_age_sex_30,9,164,0.686592580704012,139,0.4436829478215943,0.5651377642628032
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,0,164,0.6670618726916991,139,0.42642252555667676,0.546742199124188
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,1,164,0.7069110400790174,139,0.4335536267980433,0.5702323334385304
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,2,164,0.6929608773457494,139,0.43999923479416414,0.5664800560699568
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,3,164,0.7006238775754371,139,0.43025373081528767,0.5654388041953624
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,4,164,0.6620524862544899,139,0.44006234111615816,0.551057413685324
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,5,164,0.6737989139886602,139,0.45367288183240867,0.5637358979105345
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,6,164,0.6836018216685238,139,0.4491006617627333,0.5663512417156286
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,7,164,0.6778859508324145,139,0.41418711430266153,0.546036532567538
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,8,164,0.6983022482329376,139,0.44460812385395027,0.5714551860434439
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_10,9,164,0.6648983540271411,139,0.4466840802287404,0.5557912171279408
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,0,164,0.7501240397165573,139,0.43015206820983476,0.590138053963196
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,1,164,0.7913962878452817,139,0.43049336692449613,0.610944827384889
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,2,164,0.8411851354672775,139,0.40409356291985726,0.6226393491935673
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,3,164,0.7807683959728061,139,0.4384580154711508,0.6096132057219785
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,4,164,0.8058646267777233,139,0.4216525968451659,0.6137586118114446
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,5,164,0.8006529904782347,139,0.41934180980698316,0.609997400142609
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,6,164,0.8196301199572954,139,0.41360322781778985,0.6166166738875426
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,7,164,0.7945203090708712,139,0.40010187193171337,0.5973110905012923
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,8,164,0.7967058237103748,139,0.42112004939318853,0.6089129365517817
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_30,9,164,0.8564408575946043,139,0.4268753567647298,0.6416581071796671
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,0,164,0.887054066365643,139,0.4196941108756649,0.6533740886206539
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,1,164,0.9294238668202656,139,0.393096829338189,0.6612603480792273
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,2,164,0.8987689363992389,139,0.4386693720755009,0.6687191542373699
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,3,164,0.8790450070708042,139,0.36697946717758967,0.623012237124197
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,4,164,0.9671471545629928,139,0.4042100484938055,0.6856786015283991
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,5,164,0.9296011026360692,139,0.4234981128761321,0.6765496077561006
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,6,164,0.9026900745682976,139,0.40703573952342803,0.6548629070458628
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,7,164,0.9376266536437782,139,0.447625381564014,0.6926260176038961
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,8,164,0.9625353033578021,139,0.3992004849636912,0.6808678941607467
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,mcar_50,9,164,0.9115355536901173,139,0.41655334838670127,0.6640444510384093
classical:lightgbm:site_class_balanced:source_oof_platt,cleveland,natural,0,164,0.6192254480063644,139,0.4480680993975348,0.5336467737019496
classical:logistic:pooled,cleveland,drop_advanced,0,164,0.4726820878452034,139,0.433903157936146,0.4532926228906747
classical:logistic:pooled,cleveland,drop_exercise,0,164,0.5708618240407737,139,0.55086661111309,0.5608642175769318
classical:logistic:pooled,cleveland,drop_routine,0,164,1.3950485449661671,139,0.10804650062744266,0.7515475227968049
classical:logistic:pooled,cleveland,empirical_source,0,164,0.5607648475415932,139,0.4449123595383162,0.5028386035399547
classical:logistic:pooled,cleveland,empirical_source,1,164,0.5490536060218435,139,0.4501567380944458,0.49960517205814464
classical:logistic:pooled,cleveland,empirical_source,2,164,0.5852273381235436,139,0.40825464220419033,0.49674099016386697
classical:logistic:pooled,cleveland,empirical_source,3,164,0.5797085341305233,139,0.424179586619853,0.5019440603751881
classical:logistic:pooled,cleveland,empirical_source,4,164,0.5465629917381112,139,0.42733653006854433,0.48694976090332776
classical:logistic:pooled,cleveland,empirical_source,5,164,0.5892692793577379,139,0.444411326533029,0.5168403029453834
classical:logistic:pooled,cleveland,empirical_source,6,164,0.5442555352478254,139,0.41639463289857015,0.4803250840731978
classical:logistic:pooled,cleveland,empirical_source,7,164,0.6246779814378,139,0.4207431496691726,0.5227105655534863
classical:logistic:pooled,cleveland,empirical_source,8,164,0.6191805424369268,139,0.4275998554695533,0.52339019895324
classical:logistic:pooled,cleveland,empirical_source,9,164,0.5627973527276725,139,0.434428733215644,0.49861304297165826
classical:logistic:pooled,cleveland,mar_age_sex_30,0,164,0.7172533542394671,139,0.3334784139649703,0.5253658841022187
classical:logistic:pooled,cleveland,mar_age_sex_30,1,164,0.7505244301130827,139,0.33380978322592375,0.5421671066695032
classical:logistic:pooled,cleveland,mar_age_sex_30,2,164,0.8123432923093444,139,0.33253585258615576,0.5724395724477501
classical:logistic:pooled,cleveland,mar_age_sex_30,3,164,0.7487259486606236,139,0.3112731161178776,0.5299995323892506
classical:logistic:pooled,cleveland,mar_age_sex_30,4,164,0.7410480085085631,139,0.29798229606786325,0.5195151522882132
classical:logistic:pooled,cleveland,mar_age_sex_30,5,164,0.7808543587166705,139,0.3305862437577443,0.5557203012372074
classical:logistic:pooled,cleveland,mar_age_sex_30,6,164,0.7930267275003343,139,0.3397587978738628,0.5663927626870986
classical:logistic:pooled,cleveland,mar_age_sex_30,7,164,0.7897280517370454,139,0.322420791265743,0.5560744215013942
classical:logistic:pooled,cleveland,mar_age_sex_30,8,164,0.775681088535424,139,0.33827997446983477,0.5569805315026294
classical:logistic:pooled,cleveland,mar_age_sex_30,9,164,0.7818743461529886,139,0.3177414657493807,0.5498079059511847
classical:logistic:pooled,cleveland,mcar_10,0,164,0.73707855023848,139,0.3192975255631177,0.5281880379007988
classical:logistic:pooled,cleveland,mcar_10,1,164,0.7493296745496243,139,0.32221250023563763,0.5357710873926309
classical:logistic:pooled,cleveland,mcar_10,2,164,0.7569515612135602,139,0.322839655685748,0.5398956084496541
classical:logistic:pooled,cleveland,mcar_10,3,164,0.7511136114367837,139,0.3173743947432799,0.5342440030900317
classical:logistic:pooled,cleveland,mcar_10,4,164,0.7132487388166966,139,0.3261403657191825,0.5196945522679395
classical:logistic:pooled,cleveland,mcar_10,5,164,0.7351635284318679,139,0.32285186084393525,0.5290076946379016
classical:logistic:pooled,cleveland,mcar_10,6,164,0.7328948086567839,139,0.3297675705586848,0.5313311896077344
classical:logistic:pooled,cleveland,mcar_10,7,164,0.7209713715735389,139,0.3177873895505834,0.5193793805620611
classical:logistic:pooled,cleveland,mcar_10,8,164,0.7614769489984023,139,0.3345818004975466,0.5480293747479745
classical:logistic:pooled,cleveland,mcar_10,9,164,0.7333181877229742,139,0.3272550216991291,0.5302866047110517
classical:logistic:pooled,cleveland,mcar_30,0,164,0.9055361933702436,139,0.3112107566299168,0.6083734750000802
classical:logistic:pooled,cleveland,mcar_30,1,164,0.8960164230650457,139,0.29381867527633015,0.594917549170688
classical:logistic:pooled,cleveland,mcar_30,2,164,0.9880504974700491,139,0.25245007310236484,0.620250285286207
classical:logistic:pooled,cleveland,mcar_30,3,164,0.912957122840546,139,0.29625782040493054,0.6046074716227383
classical:logistic:pooled,cleveland,mcar_30,4,164,0.9322936949591626,139,0.29775849905317603,0.6150260970061693
classical:logistic:pooled,cleveland,mcar_30,5,164,0.9676979894485243,139,0.3057455802858441,0.6367217848671842
classical:logistic:pooled,cleveland,mcar_30,6,164,0.9726410913437521,139,0.27585643079423944,0.6242487610689957
classical:logistic:pooled,cleveland,mcar_30,7,164,0.9473260307479013,139,0.2609886971607764,0.6041573639543388
classical:logistic:pooled,cleveland,mcar_30,8,164,0.9411451075600076,139,0.31249264749268885,0.6268188775263482
classical:logistic:pooled,cleveland,mcar_30,9,164,0.9970662909993342,139,0.29806258235600236,0.6475644366776683
classical:logistic:pooled,cleveland,mcar_50,0,164,1.1931180423373877,139,0.2620246348183716,0.7275713385778797
classical:logistic:pooled,cleveland,mcar_50,1,164,1.1997206314549147,139,0.2600846935788978,0.7299026625169063
classical:logistic:pooled,cleveland,mcar_50,2,164,1.1629371006210383,139,0.287879978892983,0.7254085397570107
classical:logistic:pooled,cleveland,mcar_50,3,164,1.156311082577814,139,0.22627494122433195,0.691293011901073
classical:logistic:pooled,cleveland,mcar_50,4,164,1.1789818070867548,139,0.23530770895019607,0.7071447580184754
classical:logistic:pooled,cleveland,mcar_50,5,164,1.2157938305918259,139,0.2595317639633563,0.7376627972775911
classical:logistic:pooled,cleveland,mcar_50,6,164,1.1893659309328606,139,0.26187513514624366,0.7256205330395521
classical:logistic:pooled,cleveland,mcar_50,7,164,1.2164540500646588,139,0.28870040268245994,0.7525772263735594
classical:logistic:pooled,cleveland,mcar_50,8,164,1.2491133865343087,139,0.24063762219287238,0.7448755043635905
classical:logistic:pooled,cleveland,mcar_50,9,164,1.1761251334903071,139,0.25022062936380013,0.7131728814270536
classical:logistic:pooled,cleveland,natural,0,164,0.6300040435864683,139,0.3362819090016856,0.483142976294077
classical:logistic:pooled:source_oof_platt,cleveland,drop_advanced,0,164,0.34727154323980053,139,0.6023429977955915,0.474807270517696
classical:logistic:pooled:source_oof_platt,cleveland,drop_exercise,0,164,0.4142255443487908,139,0.7695968179477223,0.5919111811482565
classical:logistic:pooled:source_oof_platt,cleveland,drop_routine,0,164,1.0056793021682935,139,0.19065254333439266,0.5981659227513431
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,0,164,0.4090936843394104,139,0.6159607684261288,0.5125272263827696
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,1,164,0.40152299046067125,139,0.6185121929383222,0.5100175916994967
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,2,164,0.4272216612346937,139,0.5708301072724107,0.4990258842535522
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,3,164,0.4229798522193444,139,0.5890262586862903,0.5060030554528174
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,4,164,0.39844870005187033,139,0.5934320754613579,0.4959403877566141
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,5,164,0.4299111249064439,139,0.6138173189546902,0.521864221930567
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,6,164,0.3975556542435075,139,0.5866689122618192,0.4921122832526633
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,7,164,0.4536931591873181,139,0.5853150890884659,0.5195041241378919
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,8,164,0.450042901269947,139,0.5921735912178149,0.521108246243881
classical:logistic:pooled:source_oof_platt,cleveland,empirical_source,9,164,0.4101276954653754,139,0.6028386417420694,0.5064831686037223
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,0,164,0.5183593933665398,139,0.48995544750143394,0.5041574204339869
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,1,164,0.5417543572966808,139,0.4920589246856331,0.5169066409911569
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,2,164,0.5890962905390152,139,0.48532945070823275,0.537212870623624
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,3,164,0.5415347727228701,139,0.46787708697620994,0.50470592984954
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,4,164,0.5376040061246481,139,0.45046947973628193,0.494036742930465
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,5,164,0.5635324723549091,139,0.48367030492293156,0.5236013886389204
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,6,164,0.5728515775325169,139,0.49454378153614326,0.5336976795343301
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,7,164,0.5723839808570413,139,0.47450592249256357,0.5234449516748024
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,8,164,0.5626965202070643,139,0.49510791402467663,0.5289022171158705
classical:logistic:pooled:source_oof_platt,cleveland,mar_age_sex_30,9,164,0.5647460383674316,139,0.46754824279341256,0.5161471405804221
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,0,164,0.5327421374570278,139,0.4706941270311813,0.5017181322441046
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,1,164,0.5410983667616533,139,0.4751321171233539,0.5081152419425037
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,2,164,0.5466980585711255,139,0.4736149763080179,0.5101565174395717
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,3,164,0.5428982524915071,139,0.46623829500720826,0.5045682737493578
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,4,164,0.5160021117974872,139,0.47985900028598005,0.49793055604173364
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,5,164,0.5323740636727208,139,0.47346780227216023,0.5029209329724404
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,6,164,0.530142845548892,139,0.4817885207710582,0.5059656831599751
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,7,164,0.5206830278306177,139,0.46931074545040696,0.49499688664051233
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,8,164,0.5502154939288812,139,0.4863158247434926,0.518265659336187
classical:logistic:pooled:source_oof_platt,cleveland,mcar_10,9,164,0.5317001876834723,139,0.4807599261961697,0.506230056939821
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,0,164,0.6511111887376098,139,0.463199573494822,0.5571553811162159
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,1,164,0.6428836823815627,139,0.44236907011136256,0.5426263762464626
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,2,164,0.7106308551859826,139,0.39938726544894276,0.5550090603174627
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,3,164,0.654945187760575,139,0.4441582026926718,0.5495516952266234
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,4,164,0.6687488532031688,139,0.44767199719437767,0.5582104251987732
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,5,164,0.6950477028614512,139,0.4564974939788711,0.5757725984201612
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,6,164,0.6980581687209174,139,0.419155319353625,0.5586067440372712
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,7,164,0.6810528329922952,139,0.40501946697678226,0.5430361499845388
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,8,164,0.6749985641499935,139,0.46363656065515074,0.5693175624025721
classical:logistic:pooled:source_oof_platt,cleveland,mcar_30,9,164,0.7159216631306796,139,0.44438304119195904,0.5801523521613193
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,0,164,0.8546173213434116,139,0.4090107872287903,0.6318140542861009
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,1,164,0.859359505593616,139,0.4045663749277076,0.6319629402606618
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,2,164,0.8333076979101766,139,0.4428031537057874,0.638055425807982
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,3,164,0.8267933850415258,139,0.36574814201199635,0.596270763526761
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,4,164,0.844513201935701,139,0.37548573211616676,0.6099994670259339
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,5,164,0.8723473697951588,139,0.4123076623591686,0.6423275160771638
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,6,164,0.8517962007310529,139,0.4053167312423267,0.6285564659866898
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,7,164,0.870891670117545,139,0.43551621090898596,0.6532039405132655
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,8,164,0.8938563603968109,139,0.384884347280438,0.6393703538386245
classical:logistic:pooled:source_oof_platt,cleveland,mcar_50,9,164,0.8439959271104533,139,0.3964386619935035,0.6202172945519784
classical:logistic:pooled:source_oof_platt,cleveland,natural,0,164,0.4574781705752659,139,0.4879080804916814,0.47269312553347365
classical:logistic:site_class_balanced,cleveland,drop_advanced,0,164,0.3124229454993044,139,0.6580585331640588,0.4852407393316816
classical:logistic:site_class_balanced,cleveland,drop_exercise,0,164,0.4277815949890922,139,0.9085510203420277,0.66816630766556
classical:logistic:site_class_balanced,cleveland,drop_routine,0,164,0.616538634173255,139,0.41919419058453095,0.517866412378893
classical:logistic:site_class_balanced,cleveland,empirical_source,0,164,0.361633091978923,139,0.6718681150521836,0.5167506035155534
classical:logistic:site_class_balanced,cleveland,empirical_source,1,164,0.36570673578836344,139,0.6475534861156439,0.5066301109520037
classical:logistic:site_class_balanced,cleveland,empirical_source,2,164,0.38443117425181444,139,0.6347457319483306,0.5095884531000725
classical:logistic:site_class_balanced,cleveland,empirical_source,3,164,0.39576558613228163,139,0.637264238915515,0.5165149125238984
classical:logistic:site_class_balanced,cleveland,empirical_source,4,164,0.377451724026438,139,0.6520206946322621,0.51473620932935
classical:logistic:site_class_balanced,cleveland,empirical_source,5,164,0.3819613842077139,139,0.6913425035107271,0.5366519438592205
classical:logistic:site_class_balanced,cleveland,empirical_source,6,164,0.3709888311964663,139,0.6230950134281749,0.4970419223123206
classical:logistic:site_class_balanced,cleveland,empirical_source,7,164,0.3824958345615318,139,0.6607260361733822,0.521610935367457
classical:logistic:site_class_balanced,cleveland,empirical_source,8,164,0.3961686860712161,139,0.6327710661941712,0.5144698761326937
classical:logistic:site_class_balanced,cleveland,empirical_source,9,164,0.37554595510862043,139,0.6524931344615637,0.514019544785092
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,0,164,0.40891273500140446,139,0.6803702065846138,0.5446414707930092
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,1,164,0.43804012181544383,139,0.6657053869910531,0.5518727544032485
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,2,164,0.474448124495817,139,0.6823598448272084,0.5784039846615127
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,3,164,0.4499426843815675,139,0.6612741610359129,0.5556084227087401
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,4,164,0.44715123162860254,139,0.6473110773982728,0.5472311545134376
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,5,164,0.4386631372843543,139,0.666348762473233,0.5525059498787936
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,6,164,0.4574404204835697,139,0.6871040722728753,0.5722722463782225
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,7,164,0.470869467973794,139,0.6797340981537788,0.5753017830637864
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,8,164,0.45115083758348534,139,0.6681286632674506,0.559639750425468
classical:logistic:site_class_balanced,cleveland,mar_age_sex_30,9,164,0.44436105540110293,139,0.6400290483494234,0.5421950518752632
classical:logistic:site_class_balanced,cleveland,mcar_10,0,164,0.4723098098155616,139,0.6029022463294895,0.5376060280725256
classical:logistic:site_class_balanced,cleveland,mcar_10,1,164,0.48176114134013615,139,0.6059541985976616,0.5438576699688988
classical:logistic:site_class_balanced,cleveland,mcar_10,2,164,0.4890409311420055,139,0.6158589749427169,0.5524499530423612
classical:logistic:site_class_balanced,cleveland,mcar_10,3,164,0.5034356549184326,139,0.6090397264611923,0.5562376906898124
classical:logistic:site_class_balanced,cleveland,mcar_10,4,164,0.46669796606087327,139,0.6119565152763072,0.5393272406685903
classical:logistic:site_class_balanced,cleveland,mcar_10,5,164,0.4862265979493674,139,0.6176059613783377,0.5519162796638526
classical:logistic:site_class_balanced,cleveland,mcar_10,6,164,0.4865851232121085,139,0.6014804428890008,0.5440327830505547
classical:logistic:site_class_balanced,cleveland,mcar_10,7,164,0.47757569927669496,139,0.5742311076966197,0.5259034034866573
classical:logistic:site_class_balanced,cleveland,mcar_10,8,164,0.49578107805378574,139,0.6267095554229015,0.5612453167383437
classical:logistic:site_class_balanced,cleveland,mcar_10,9,164,0.46780807971240207,139,0.6060582283110855,0.5369331540117438
classical:logistic:site_class_balanced,cleveland,mcar_30,0,164,0.5285456863987193,139,0.6026307925772074,0.5655882394879634
classical:logistic:site_class_balanced,cleveland,mcar_30,1,164,0.5421194087763684,139,0.6086028616213625,0.5753611351988654
classical:logistic:site_class_balanced,cleveland,mcar_30,2,164,0.6206704687444167,139,0.536684553278201,0.5786775110113088
classical:logistic:site_class_balanced,cleveland,mcar_30,3,164,0.5755031105672284,139,0.6097015055038545,0.5926023080355414
