outer_target,model,weighting,calibration,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,catboost,site_class_balanced,raw,drop_advanced,0,303.0,0.45874587458745875,0.8591858220740481,0.8567702534084517,0.46719397766237597,0.4683164442386766,0.1521814638285041,0.15244498190142022,0.7755775577557755,0.7762326723986664,0.7622377622377622,0.7414965986394558,0.7841726618705036,0.7553956834532374,-0.1679006973648817,1.067622481041839,0.10471331186663
cleveland,catboost,site_class_balanced,raw,drop_exercise,0,303.0,0.45874587458745875,0.7573258466397613,0.6724814602048039,0.5783899395055849,0.5825844683684949,0.1964835666075128,0.1981356639197135,0.7392739273927392,0.738857694332339,0.7208480565371025,0.7083333333333334,0.7338129496402878,0.49640287769784175,0.008169038189228647,1.2403106816990839,0.20359274002077044
cleveland,catboost,site_class_balanced,raw,drop_routine,0,303.0,0.45874587458745875,0.8252324969292858,0.811951174337151,0.7183973820324019,0.6781430009057523,0.24547514515880536,0.23053319650656107,0.6336633663366337,0.6550052640814178,0.6958904109589041,0.5619469026548672,0.9136690647482014,0.6762589928057554,-1.6095298850977704,1.0331967300423237,0.23874164395635392
cleveland,catboost,site_class_balanced,raw,empirical_source,0,303.0,0.45874587458745875,0.8366818740129847,0.8253583021879609,0.4977219941549301,0.4996972632832286,0.16365521253854257,0.1643743303824434,0.7722772277227723,0.770990524653448,0.7526881720430108,0.75,0.7553956834532374,0.7338129496402878,-0.12256026299818897,0.9990647405709852,0.12448325043384723
cleveland,catboost,site_class_balanced,raw,empirical_source,1,303.0,0.45874587458745875,0.8358045271100193,0.8098816382907055,0.5012782530140761,0.5019885823433153,0.1642081811422337,0.1644656963755579,0.7623762376237624,0.7623925250043868,0.7464788732394366,0.7310344827586207,0.762589928057554,0.7050359712230215,-0.14994474363857302,0.9644983507819583,0.13332427419313816
cleveland,catboost,site_class_balanced,raw,empirical_source,2,303.0,0.45874587458745875,0.8397087208282155,0.8330709823669463,0.4971263736405521,0.49680715896091393,0.16325428432489458,0.1630276408184628,0.7656765676567657,0.7654413054921916,0.7491166077738516,0.7361111111111112,0.762589928057554,0.7553956834532374,-0.22127622841248337,1.0164634717056482,0.12604231185238668
cleveland,catboost,site_class_balanced,raw,empirical_source,3,303.0,0.45874587458745875,0.81878399719249,0.8125288962757091,0.5205626325902569,0.5198659487367294,0.17422133649140903,0.17394791590315156,0.7293729372937293,0.7286146692402176,0.7092198581560284,0.6993006993006993,0.7194244604316546,0.7050359712230215,-0.22823999021968583,0.9333207383005837,0.13943065765498258
cleveland,catboost,site_class_balanced,raw,empirical_source,4,303.0,0.45874587458745875,0.839313914721881,0.8379222476491215,0.49430867966012926,0.4954419941849415,0.16344074443969125,0.16380360689233692,0.768976897689769,0.7679417441656431,0.75,0.7446808510638298,0.7553956834532374,0.6906474820143885,-0.1632719429914001,1.0297293428705045,0.11987913229994884
cleveland,catboost,site_class_balanced,raw,empirical_source,5,303.0,0.45874587458745875,0.8091331812598702,0.800214413316747,0.5333691886036007,0.5343218058684119,0.17871324070119732,0.17898212623637533,0.7326732673267327,0.7322117915423758,0.7137809187279152,0.7013888888888888,0.7266187050359713,0.6618705035971223,-0.166301291149211,0.87164214393921,0.1468802842407404
cleveland,catboost,site_class_balanced,raw,empirical_source,6,303.0,0.45874587458745875,0.8265923846288822,0.8133592400341988,0.5096552929701867,0.5106007082067192,0.17037816728553862,0.17067780581166167,0.7524752475247525,0.7516011580979118,0.7330960854092526,0.7253521126760564,0.7410071942446043,0.6546762589928058,-0.14644022864325132,0.9578644580152473,0.12748246406531985
cleveland,catboost,site_class_balanced,raw,empirical_source,7,303.0,0.45874587458745875,0.8308475171082647,0.8230539200402845,0.511304591111253,0.5098969266190791,0.16968692649381037,0.16898787993111025,0.7656765676567657,0.7670863309352518,0.754325259515571,0.7266666666666667,0.7841726618705036,0.7338129496402878,-0.24578045338639434,0.9876639805406721,0.1317805221156426
cleveland,catboost,site_class_balanced,raw,empirical_source,8,303.0,0.45874587458745875,0.8201000175469381,0.8093498134813013,0.5223347627185357,0.5207641573747019,0.174486977438012,0.1736895511752113,0.7392739273927392,0.741599403404106,0.7303754266211604,0.6948051948051948,0.7697841726618705,0.6618705035971223,-0.24279473807042942,0.9127935273605738,0.13977098246375802
cleveland,catboost,site_class_balanced,raw,empirical_source,9,303.0,0.45874587458745875,0.8301895069310407,0.8202822037622951,0.5080844141173039,0.508175434165798,0.16833745833158703,0.16820362999924895,0.7557755775577558,0.7573916476574838,0.7448275862068966,0.7152317880794702,0.7769784172661871,0.697841726618705,-0.19063603277088195,0.9558986675287391,0.13064165814308445
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,0,303.0,0.45874587458745875,0.8222056501140551,0.7992872633998694,0.5360024587786805,0.5269992470924503,0.17898991983431953,0.17544388991095183,0.7524752475247525,0.7581812598701526,0.7540983606557377,0.6927710843373494,0.8273381294964028,0.7266187050359713,-0.5089663137097526,1.0350825964554138,0.1571702686920229
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,1,303.0,0.45874587458745875,0.8032549570100018,0.775174331292527,0.5648555809944031,0.5532787202403662,0.19010159854711461,0.18538630334090656,0.7293729372937293,0.7384848218985787,0.7421383647798742,0.659217877094972,0.8489208633093526,0.6474820143884892,-0.5537943595199187,0.9827653213930188,0.1849640817447619
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,2,303.0,0.45874587458745875,0.7917617125811546,0.7568748142866891,0.5827914660789103,0.5695766134614593,0.1976724647113876,0.19255721167978276,0.6963696369636964,0.7047069661344095,0.7088607594936709,0.632768361581921,0.8057553956834532,0.60431654676259,-0.5291274683892926,0.8579747281787223,0.19238936839445303
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,3,303.0,0.45874587458745875,0.8064572732058255,0.7692791010527827,0.5590029453709191,0.5475167791615778,0.18787788169522526,0.18317456254056952,0.7260726072607261,0.7354360414107739,0.7398119122257053,0.6555555555555556,0.8489208633093526,0.6258992805755396,-0.5441634431239895,1.0099937696079335,0.17980137867487164
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,4,303.0,0.45874587458745875,0.8208457624144586,0.7467284010741659,0.5450260798434446,0.5330641345662692,0.1792350993658621,0.17477957817321838,0.7293729372937293,0.7357431128268117,0.7337662337662337,0.6686390532544378,0.8129496402877698,0.7050359712230215,-0.5517423545284996,0.9866648433295151,0.18878704884950176
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,5,303.0,0.45874587458745875,0.8026846815230742,0.7749395624445643,0.5670436804607919,0.5560460297809805,0.19238370160412285,0.1879649747806995,0.6996699669966997,0.7066590629935077,0.707395498392283,0.6395348837209303,0.7913669064748201,0.6258992805755396,-0.5172512062537129,0.9216503472957974,0.17856734465252916
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,6,303.0,0.45874587458745875,0.7891296718722582,0.7469217031672243,0.5799200579858748,0.569082310031044,0.19503647548804234,0.19084510359304074,0.7260726072607261,0.7315976487103001,0.7278688524590164,0.6686746987951807,0.7985611510791367,0.5827338129496403,-0.4622975016304662,0.8430293065059722,0.1989196505460448
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,7,303.0,0.45874587458745875,0.7909721003684858,0.7396157511861801,0.580849834192056,0.5693183269441976,0.19498060732526515,0.19053045612131894,0.7029702970297029,0.7097078434813124,0.7096774193548387,0.6432748538011696,0.7913669064748201,0.60431654676259,-0.4895420950749444,0.872094481125973,0.20350557895218302
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,8,303.0,0.45874587458745875,0.8096157220565011,0.7514466543577583,0.5587285426742485,0.5470345275744513,0.18558329148751412,0.18107930567217803,0.7293729372937293,0.7379364800842253,0.740506329113924,0.6610169491525424,0.841726618705036,0.6690647482014388,-0.5305194523687241,0.9466794785856422,0.1893191371635949
cleveland,catboost,site_class_balanced,raw,mar_age_sex_30,9,303.0,0.45874587458745875,0.8160642217932972,0.7839550913498152,0.558609098462199,0.5460081709666091,0.18882516651656056,0.1838872893219139,0.7095709570957096,0.7163537462712757,0.7161290322580646,0.6491228070175439,0.7985611510791367,0.6762589928057554,-0.5948258799212279,0.967395247894743,0.17421378658534098
cleveland,catboost,site_class_balanced,raw,mcar_10,0,303.0,0.45874587458745875,0.8345762414458677,0.8208134927220199,0.537891192827851,0.5255004044769624,0.18136016715029957,0.17624934036871293,0.7260726072607261,0.737081066853834,0.7446153846153846,0.6505376344086021,0.8705035971223022,0.7122302158273381,-0.673461937184951,1.108519004629252,0.1494202893529015
