method,reference_method,observed_difference,bootstrap_mean_difference,bootstrap_bias,percentile_ci_025,percentile_ci_975,basic_ci_025,basic_ci_975,probability_better_descriptive
equal_logit_blend,selected_convex_blend,-0.013155305976771392,-0.013793491448786516,-0.0006381854720151243,-0.02307853934280913,0.0073997132932304005,-0.033710325246773185,-0.0032320726107336537,0.9
support_aware_router,selected_convex_blend,-0.008912900236012766,-0.008827961389583399,8.493884642936725e-05,-0.02218530423890084,0.017666783032923974,-0.03549258350494951,0.004359503766875307,0.8
expert:stable_anchor,selected_convex_blend,0.03272354839460612,0.028649509569732397,-0.00407403882487372,-0.01264932857161552,0.09021803783408583,-0.024770941044873596,0.07809642536082775,0.3
expert:prior_separated,selected_convex_blend,0.05293817027867165,0.050872488903377346,-0.0020656813752943023,0.0340591784146303,0.07262957855621646,0.033246762001126834,0.071817162142713,0.0
selected_best_expert,selected_convex_blend,0.0637784630549546,0.06219945774327605,-0.0015790053116785524,0.03609987751759486,0.08018986252053327,0.04736706358937594,0.09145704859231435,0.0
