outer_target,meta_training_site,meta_early_stop_site,meta_evaluation_site,router_seed,method,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,empirical_source,0,294.0,0.36054421768707484,0.8633079084704938,0.7287719023064575,0.4417897150220215,0.47543409572011675,0.14176868698747344,0.15450434707151123,0.7755102040816326,0.7545162585307106,0.6857142857142857,0.6923076923076923,0.6792452830188679,0.7452830188679245,-0.09771043416277336,1.0524248000546264,0.09425259278933876
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,mar_age_sex_30,0,294.0,0.36054421768707484,0.8616017663588921,0.7723835156245881,0.44810244329204274,0.49169589296636573,0.14419809281141324,0.16034394453480388,0.8061224489795918,0.7846246487354476,0.7246376811594203,0.7425742574257426,0.7075471698113207,0.7641509433962265,-0.05339199928703581,1.0059484820448579,0.0910463058974727
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,mcar_10,0,294.0,0.36054421768707484,0.8691288639100764,0.7707453020034964,0.4357088939345926,0.4750751822817103,0.13972051932974536,0.15480754877266445,0.7993197278911565,0.777248093135287,0.714975845410628,0.7326732673267327,0.6981132075471698,0.7547169811320755,-0.06587255287024327,1.0430656311601416,0.08714748565871168
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,mcar_30,0,294.0,0.36054421768707484,0.8254716981132075,0.697528199715135,0.4839701640972479,0.5258616796693723,0.1544915946750356,0.17008629838256872,0.8061224489795918,0.7887394620634283,0.7298578199052133,0.7333333333333333,0.7264150943396226,0.7830188679245284,-0.13983193868566052,0.9378748040030026,0.13100760517853108
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,mcar_50,0,294.0,0.36054421768707484,0.8078081091930951,0.6897237893659489,0.5221929912560325,0.5425802225443372,0.17452996969893908,0.1827746427066277,0.7551020408163265,0.7426736250501806,0.6727272727272727,0.6491228070175439,0.6981132075471698,0.6792452830188679,-0.35552713853101164,0.9575667623045236,0.13644306730528905
cleveland,va_long_beach,switzerland,hungary,5062,expert:joint_policy_dro,natural,0,294.0,0.36054421768707484,0.8865917302288238,0.7703390614785013,0.4093644300597048,0.443974862624442,0.12875522084061358,0.14173123511367813,0.8129251700680272,0.7920012043356082,0.7342995169082126,0.7524752475247525,0.7169811320754716,0.8490566037735849,-0.03957854834124159,1.0782750753717314,0.07480368321804978
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,drop_advanced,0,294.0,0.36054421768707484,0.8914090726615816,0.8012562636685013,0.40180888955956223,0.4586609579274975,0.12864578046426994,0.14946368172952848,0.8129251700680272,0.779656764351666,0.717948717948718,0.7865168539325843,0.660377358490566,0.8113207547169812,0.22623354978772175,0.9844201148865201,0.07134747132449376
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,drop_exercise,0,294.0,0.36054421768707484,0.7987254114813327,0.6263430056504157,0.5080361266122752,0.5731155148503294,0.1700953912716502,0.19481671889906077,0.7244897959183674,0.6940485748695303,0.6048780487804878,0.6262626262626263,0.5849056603773585,0.6037735849056604,0.14811545390619604,1.0050087217503039,0.1365493511760405
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,drop_routine,0,294.0,0.36054421768707484,0.8816740264953833,0.7653762960278259,0.42775289600877614,0.4307739837826357,0.13599246175673446,0.13762601445722356,0.8061224489795918,0.8010839020473706,0.7443946188340808,0.7094017094017094,0.7830188679245284,0.7924528301886793,-0.4605919764290127,0.9488166479430051,0.0944255264412234
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,empirical_source,0,294.0,0.36054421768707484,0.8653653151344841,0.7304128871651224,0.4447242744757172,0.49109262088252853,0.1421475484116706,0.1594651514007197,0.7857142857142857,0.7563227619429947,0.6865671641791045,0.7263157894736842,0.6509433962264151,0.7830188679245284,0.019948507229730284,0.9259907558079561,0.10038774577711759
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,mar_age_sex_30,0,294.0,0.36054421768707484,0.874347651545564,0.7625032064332598,0.4267195922455724,0.46658383452530977,0.1359478125373389,0.14986627954696827,0.8027210884353742,0.7840224809313528,0.7238095238095238,0.7307692307692307,0.7169811320754716,0.7641509433962265,-0.045400590479096226,0.9589886364217574,0.08549578025789537
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,mcar_10,0,294.0,0.36054421768707484,0.8751003613006825,0.7674314394804107,0.42858096057919276,0.47894456936350727,0.13739561931763053,0.15581184036782902,0.7959183673469388,0.7643014853472501,0.696969696969697,0.75,0.6509433962264151,0.8113207547169812,0.0830670735148451,0.9674055844086891,0.08730944145195638
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,mcar_30,0,294.0,0.36054421768707484,0.838317944600562,0.6959884917360688,0.480676645707647,0.5151319804511678,0.15649221762674864,0.1703073745846187,0.7721088435374149,0.7456844640706544,0.6731707317073171,0.696969696969697,0.6509433962264151,0.6698113207547169,-0.1477020009302085,0.9780584960581103,0.1157384239406963
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,mcar_50,0,294.0,0.36054421768707484,0.8112203934162987,0.7047757421365445,0.515544046382131,0.5466167928394632,0.17023540388611372,0.18262850104971942,0.7721088435374149,0.7456844640706544,0.6731707317073171,0.696969696969697,0.6509433962264151,0.6886792452830188,-0.22303855619638338,1.2159142882392964,0.1385983729357261
cleveland,va_long_beach,switzerland,hungary,5062,expert:stable_anchor,natural,0,294.0,0.36054421768707484,0.8858390204737053,0.7862632262796244,0.41003658180342273,0.4550347056282266,0.13162067487411053,0.14784471439815464,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.8301886792452831,0.06223006621820118,0.9314543317383351,0.0748854273613801
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,drop_advanced,0,294.0,0.36054421768707484,0.8916097952629467,0.7923799380020186,0.4036834804620727,0.4474452178253812,0.12716410518325855,0.14430324333001554,0.8197278911564626,0.7890907266158169,0.7309644670050761,0.7912087912087912,0.6792452830188679,0.8113207547169812,0.1085620631264088,1.133694118250978,0.07118080426441449
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,drop_exercise,0,294.0,0.36054421768707484,0.8155359293456443,0.6898842480196152,0.49584093384449374,0.5483966115928409,0.16425674953681582,0.18505344779631097,0.7448979591836735,0.7120634283420313,0.6268656716417911,0.6631578947368421,0.5943396226415094,0.6509433962264151,0.07096315171263232,1.1800747124396629,0.12557588174089593
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,drop_routine,0,294.0,0.36054421768707484,0.886641910879165,0.7807774988986885,0.4061488888805497,0.4322034494538778,0.12716976882768688,0.13752428429256308,0.8299319727891157,0.8094138900040144,0.7572815533980582,0.78,0.7358490566037735,0.7924528301886793,-0.17391587390674423,1.0702467330586078,0.07525982676830724
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,empirical_source,0,294.0,0.36054421768707484,0.868627057406664,0.7479332704400241,0.437873446504519,0.4737096755684068,0.13940294261312416,0.15351072454124323,0.7993197278911565,0.7751906864712966,0.7121951219512195,0.7373737373737373,0.6886792452830188,0.8018867924528302,-0.05648501237059133,1.0960560443263998,0.09481453737227355
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,mar_age_sex_30,0,294.0,0.36054421768707484,0.8702328382175833,0.7740384562145192,0.4343446055626199,0.4742810396538604,0.13922471200623399,0.15451528257746605,0.7993197278911565,0.7710758731433159,0.7064676616915423,0.7473684210526316,0.6698113207547169,0.7452830188679245,-0.03303115331321647,1.1063431053068682,0.0857694949769035
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,mcar_10,0,294.0,0.36054421768707484,0.8775592131674026,0.7729397327750948,0.42503978611532284,0.46690193507392397,0.13451476088332323,0.1509074290153493,0.8197278911564626,0.7911481332798073,0.7336683417085427,0.7849462365591398,0.6886792452830188,0.7924528301886793,0.02626675670370308,1.1337799983041954,0.08348175080878321
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,mcar_30,0,294.0,0.36054421768707484,0.8448414291449218,0.7204081661993966,0.46630981622881496,0.505935817470653,0.14886488677361825,0.16466264492886765,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.7830188679245284,-0.07655904479894957,1.1069948172782942,0.11248264677057326
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,mcar_50,0,294.0,0.36054421768707484,0.8172420714572461,0.7216236194834804,0.5083509717795863,0.5335979351091668,0.16829619588784397,0.1788581981515607,0.7585034013605442,0.7432757928542754,0.6728110599078341,0.6576576576576577,0.6886792452830188,0.6886792452830188,-0.2681592396387152,1.2001510645634077,0.12435020253949271
cleveland,va_long_beach,switzerland,hungary,5062,equal_logit_blend,natural,0,294.0,0.36054421768707484,0.8918105178643115,0.7916455648208033,0.4033754041299155,0.44092389969228746,0.12645869135004115,0.14113334174815317,0.8333333333333334,0.8059012444801285,0.7537688442211056,0.8064516129032258,0.7075471698113207,0.839622641509434,0.03074544750207695,1.1298581178787404,0.07173080860839383
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,drop_advanced,0,294.0,0.36054421768707484,0.8873444399839423,0.7741212730241617,0.4097433166684937,0.4476616849628349,0.12953036021549375,0.14388303423414142,0.8095238095238095,0.7872842232035326,0.7281553398058253,0.75,0.7075471698113207,0.8301886792452831,-0.000251800672636766,1.0739382446224195,0.07389912892200459
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,drop_exercise,0,294.0,0.36054421768707484,0.815686471296668,0.6912226728900144,0.5044180562800964,0.5541199254279507,0.16841259081018176,0.18734565897838396,0.7517006802721088,0.7235547972701726,0.6439024390243903,0.6666666666666666,0.6226415094339622,0.6981132075471698,-0.06578687576240962,0.9191792176697361,0.13303808410452256
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,drop_routine,0,294.0,0.36054421768707484,0.8819751103974308,0.7718882801201751,0.4038158049142935,0.4468035945650754,0.12717085181270918,0.1427731764796381,0.8197278911564626,0.7932055399437976,0.736318407960199,0.7789473684210526,0.6981132075471698,0.7641509433962265,0.05123815432079087,1.078362609652357,0.07295889159650906
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,empirical_source,0,294.0,0.36054421768707484,0.8633079084704938,0.7287719023064575,0.4417897150220215,0.47543409572011675,0.14176868698747344,0.15450434707151123,0.7755102040816326,0.7545162585307106,0.6857142857142857,0.6923076923076923,0.6792452830188679,0.7452830188679245,-0.09771043416277336,1.0524248000546264,0.09425259278933876
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,mar_age_sex_30,0,294.0,0.36054421768707484,0.8616017663588921,0.7723835156245881,0.44810244329204274,0.49169589296636573,0.14419809281141324,0.16034394453480388,0.8061224489795918,0.7846246487354476,0.7246376811594203,0.7425742574257426,0.7075471698113207,0.7641509433962265,-0.05339199928703581,1.0059484820448579,0.0910463058974727
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,mcar_10,0,294.0,0.36054421768707484,0.8691288639100764,0.7707453020034964,0.4357088939345926,0.4750751822817103,0.13972051932974536,0.15480754877266445,0.7993197278911565,0.777248093135287,0.714975845410628,0.7326732673267327,0.6981132075471698,0.7547169811320755,-0.06587255287024327,1.0430656311601416,0.08714748565871168
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,mcar_30,0,294.0,0.36054421768707484,0.8254716981132075,0.697528199715135,0.4839701640972479,0.5258616796693723,0.1544915946750356,0.17008629838256872,0.8061224489795918,0.7887394620634283,0.7298578199052133,0.7333333333333333,0.7264150943396226,0.7830188679245284,-0.13983193868566052,0.9378748040030026,0.13100760517853108
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,mcar_50,0,294.0,0.36054421768707484,0.8078081091930951,0.6897237893659489,0.5221929912560325,0.5425802225443372,0.17452996969893908,0.1827746427066277,0.7551020408163265,0.7426736250501806,0.6727272727272727,0.6491228070175439,0.6981132075471698,0.6792452830188679,-0.35552713853101164,0.9575667623045236,0.13644306730528905
cleveland,va_long_beach,switzerland,hungary,5062,selected_best_expert,natural,0,294.0,0.36054421768707484,0.8865917302288238,0.7703390614785013,0.4093644300597048,0.443974862624442,0.12875522084061358,0.14173123511367813,0.8129251700680272,0.7920012043356082,0.7342995169082126,0.7524752475247525,0.7169811320754716,0.8490566037735849,-0.03957854834124159,1.0782750753717314,0.07480368321804978
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,drop_advanced,0,294.0,0.36054421768707484,0.8885487755921317,0.7793106750854247,0.41451313516248733,0.45109579272828276,0.12901544888082142,0.14400733787348352,0.8367346938775511,0.8106182256122039,0.76,0.8085106382978723,0.7169811320754716,0.8018867924528302,0.011905987926397917,1.1922729222753177,0.07804590338094529
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,drop_exercise,0,294.0,0.36054421768707484,0.8150341228422321,0.6924027075250415,0.5020702601986479,0.5482656587539512,0.16577029464122536,0.18453490066012285,0.7585034013605442,0.7288739462063428,0.6502463054187192,0.6804123711340206,0.6226415094339622,0.6981132075471698,-0.01800475030978156,1.1689490424403268,0.12914741291519216
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,drop_routine,0,294.0,0.36054421768707484,0.8821758329987955,0.775839741112997,0.4064969306373591,0.4441282915733955,0.12656045790118745,0.1412031455990518,0.8197278911564626,0.7911481332798073,0.7336683417085427,0.7849462365591398,0.6886792452830188,0.8113207547169812,-0.02097834972948814,1.1076726278829685,0.0793015540355337
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,empirical_source,0,294.0,0.36054421768707484,0.8659173022882376,0.7417184371402167,0.4439864624452643,0.47415379280075604,0.14041922584389735,0.1527700372277646,0.7925170068027211,0.7719289441991168,0.7081339712918661,0.7184466019417476,0.6981132075471698,0.8018867924528302,-0.12196956699795744,1.1623191149815955,0.10032004113304657
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,mar_age_sex_30,0,294.0,0.36054421768707484,0.8580389401846649,0.7657537394476351,0.4537076870914868,0.49347964354173735,0.14561117978323299,0.16132600722499274,0.8027210884353742,0.779907667603372,0.7184466019417476,0.74,0.6981132075471698,0.7452830188679245,-0.06845513766958626,1.110555205489508,0.09312510417737438
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,mcar_10,0,294.0,0.36054421768707484,0.8699317543155359,0.7662126485364444,0.43764503010524125,0.47476005299514873,0.1383959500485307,0.15358885580799933,0.8129251700680272,0.7837715776796468,0.7236180904522613,0.7741935483870968,0.6792452830188679,0.7641509433962265,-0.04943956880751782,1.159578065762641,0.08975837961708971
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,mcar_30,0,294.0,0.36054421768707484,0.8304395824969891,0.7256080990886574,0.47279270049503114,0.5144791651684926,0.14985097589662766,0.16631949581882083,0.8027210884353742,0.779907667603372,0.7184466019417476,0.74,0.6981132075471698,0.8018867924528302,-0.08449865808266507,1.0904828078019464,0.1315542741136433
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,mcar_50,0,294.0,0.36054421768707484,0.8054997992773986,0.6904437842809832,0.5249416630155676,0.5472803906548135,0.17555778074176315,0.18523969929036635,0.7312925170068028,0.707597350461662,0.6255924170616114,0.6285714285714286,0.6226415094339622,0.5943396226415094,-0.3313331670078312,1.017003956569358,0.1351668660054338
cleveland,va_long_beach,switzerland,hungary,5062,selected_convex_blend,natural,0,294.0,0.36054421768707484,0.8895523885989564,0.7772656977437955,0.41174331979154316,0.44498508393840747,0.1274808646838618,0.14112156239207074,0.8401360544217688,0.8132778000802889,0.7638190954773869,0.8172043010752689,0.7169811320754716,0.8301886792452831,-0.01747733219332089,1.2103668024765748,0.07849845072214456
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,drop_advanced,0,294.0,0.36054421768707484,0.890606182256122,0.7906107012886032,0.4058178146531536,0.4482311640226663,0.12745684703513016,0.14427056649632405,0.826530612244898,0.794409875551987,0.7384615384615385,0.8089887640449438,0.6792452830188679,0.8113207547169812,0.09291047719931314,1.152666258989916,0.07226552538251091
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,drop_exercise,0,294.0,0.36054421768707484,0.8170915295062224,0.6938935961287087,0.4960147749161784,0.5474964735548307,0.16408924333726702,0.18459386725079907,0.7380952380952381,0.7067442794058612,0.6206896551724138,0.6494845360824743,0.5943396226415094,0.6698113207547169,0.06481743911070742,1.1988837249949469,0.12490274593627686
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,drop_routine,0,294.0,0.36054421768707484,0.886190285026094,0.779361381974097,0.40568478833045557,0.433236768536281,0.1268858266978827,0.13780663549638617,0.8299319727891157,0.8094138900040144,0.7572815533980582,0.78,0.7358490566037735,0.7924528301886793,-0.15346991066287732,1.0790708221520628,0.07474288782944129
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,empirical_source,0,294.0,0.36054421768707484,0.8690285026093939,0.7481551502314528,0.43781506981495116,0.4728928981564933,0.13914858839574112,0.15310689896449117,0.7959183673469388,0.7704737053392212,0.7058823529411765,0.7346938775510204,0.6792452830188679,0.8018867924528302,-0.05950926957638095,1.117591703461806,0.09466791981566385
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,mar_age_sex_30,0,294.0,0.36054421768707484,0.8690285026093938,0.7773125429290654,0.437319879879671,0.4771136734969863,0.14014330436729472,0.1555617015528448,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.7452830188679245,-0.03537037033608013,1.1210452500471775,0.08674997064095973
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,mcar_10,0,294.0,0.36054421768707484,0.8760537936571657,0.7763742685035696,0.42736244864505074,0.46819757204903806,0.13509673770041075,0.151292970394525,0.826530612244898,0.7964672822159775,0.7411167512690355,0.8021978021978022,0.6886792452830188,0.7924528301886793,0.014434820471693725,1.1501963858663116,0.08407207602290112
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,mcar_30,0,294.0,0.36054421768707484,0.8441389000401445,0.7282629235231509,0.466286507936946,0.5064833554179304,0.1485341215127237,0.16461496121543798,0.7993197278911565,0.7731332798073063,0.7093596059113301,0.7422680412371134,0.6792452830188679,0.7924528301886793,-0.06910029899720878,1.1222872553412073,0.11423852458445725
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,mcar_50,0,294.0,0.36054421768707484,0.8164391810517864,0.7167638032046172,0.5098703626607237,0.5345438271790992,0.1689633510509083,0.17938639203170628,0.7551020408163265,0.7385588117222,0.6666666666666666,0.6545454545454545,0.6792452830188679,0.660377358490566,-0.27546563099092924,1.1849462096740064,0.1240007683441057
cleveland,va_long_beach,switzerland,hungary,5062,support_aware_router,natural,0,294.0,0.36054421768707484,0.8915094339622642,0.7912834780406254,0.4048054567096652,0.4415296021457594,0.12650187935894275,0.14106294670869554,0.8367346938775511,0.8065034122842232,0.7551020408163265,0.8222222222222222,0.6981132075471698,0.839622641509434,0.0243651981260272,1.1538377996899518,0.07269548283126737
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,drop_advanced,0,123.0,0.9349593495934959,0.7684782608695653,0.9773205087500054,0.6925652946729919,0.6029799437550358,0.24879918034336998,0.21142476474699945,0.5772357723577236,0.6576086956521738,0.7142857142857143,0.9701492537313433,0.5652173913043478,0.5130434782608696,2.9422968159442906,0.9246797820144226,0.2681883174572263
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,drop_exercise,0,123.0,0.9349593495934959,0.8130434782608695,0.9797944188844825,0.6839615985725336,0.5544739042362096,0.24077465819807245,0.18751929492058073,0.6829268292682927,0.7141304347826087,0.8,0.975,0.6782608695652174,0.591304347826087,3.3588285217218705,1.6829168118793973,0.3880325073661131
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,drop_routine,0,123.0,0.9349593495934959,0.7456521739130435,0.9736742385154353,0.7747061891771806,0.6396386743861285,0.283200611276896,0.22489948706931936,0.5203252032520326,0.6271739130434782,0.6628571428571428,0.9666666666666667,0.5043478260869565,0.48695652173913045,3.005213199204256,0.8267979686729945,0.38070000863358017
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,empirical_source,0,123.0,0.9349593495934959,0.7478260869565218,0.970773804521978,0.7752694186197323,0.6354164437716088,0.2774207803076832,0.22102077560411326,0.5853658536585366,0.7201086956521738,0.7182320441988951,0.9848484848484849,0.5652173913043478,0.5652173913043478,3.0522908343515036,0.8221501927821913,0.41422938138498094
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,mar_age_sex_30,0,123.0,0.9349593495934959,0.8239130434782609,0.9830389492179648,0.716184016507158,0.5555433917222311,0.2549485725893606,0.19000261726781187,0.6016260162601627,0.7288043478260869,0.73224043715847,0.9852941176470589,0.5826086956521739,0.6347826086956522,3.410059972596121,1.2674276323901508,0.338619035050177
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,mcar_10,0,123.0,0.9349593495934959,0.773913043478261,0.9797440846912282,0.7520621087256592,0.5949603958724805,0.27283746712674406,0.20706324824557495,0.5284552845528455,0.5733695652173914,0.6741573033707865,0.9523809523809523,0.5217391304347826,0.4956521739130435,3.106605384076858,0.9814595997907063,0.36827711453749645
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,mcar_30,0,123.0,0.9349593495934959,0.7978260869565217,0.9833917914955714,0.7800407180400196,0.5673893526378373,0.283997734809594,0.19219948932949116,0.5609756097560976,0.7652173913043478,0.6931818181818182,1.0,0.5304347826086957,0.5826086956521739,3.482741542787434,1.2935737505622469,0.4027045337395511
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,mcar_50,0,123.0,0.9349593495934959,0.692391304347826,0.9709641852712442,0.832993262962984,0.6633380852471128,0.3026692588223061,0.2333213288048556,0.5203252032520326,0.6271739130434782,0.6628571428571428,0.9666666666666667,0.5043478260869565,0.3565217391304348,2.9371645488007156,0.63602345639479,0.5178856173479269
cleveland,hungary,va_long_beach,switzerland,5062,expert:prior_separated,natural,0,123.0,0.9349593495934959,0.7489130434782609,0.9741167975751822,0.7414764857012662,0.6243476039036835,0.26875930281259847,0.21986688200068447,0.5528455284552846,0.6445652173913043,0.6927374301675978,0.96875,0.5391304347826087,0.4782608695652174,2.979499647339119,0.856617038000685,0.3339335456072373
