model,accuracy,precision,recall,f1,auc,train_time,brier
LightGBM_single_node,0.842391304347826,0.8288288288288288,0.9019607843137255,0.863849765258216,0.8962219033955046,0.9718875885009766,0.11916372256997074
LightGBM_DaskClassifier,0.5597826086956522,0.5963302752293578,0.6372549019607843,0.6161137440758294,0.5329985652797704,14.842738151550293,0.3639744844888671
