seed,epoch,training_objective
7201,2.0,0.6074488803192422
7201,4.0,0.5994176621790286
7201,6.0,0.5948535167140725
7201,8.0,0.5879654619428847
7201,10.0,0.5820030194741709
7202,2.0,0.6033927783553983
7202,4.0,0.5952977339426676
7202,6.0,0.5838100799807796
7202,8.0,0.5821147509563116
7202,10.0,0.5791384265010739
7203,2.0,0.608318641597842
7203,4.0,0.5974006638114835
7203,6.0,0.5895067931693277
7203,8.0,0.5872823573924877
7203,10.0,0.5849040952729591
