outer_target,experiment,variant,parameter_id,parameters_json,mean_validation_score,worst_validation_score,median_best_epoch,mean_parameter_count,selection_score
cleveland,v2_attention_smoke,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.666986936824301,0.6818602347895003,3.0,3382.3333333333335,0.6744235858069006
cleveland,v2_deepsets_smoke,v2,0,"{""backbone"": ""deepsets"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.6924542828267111,0.7062436108400041,3.0,3318.3333333333335,0.6993489468333576
hungary,v2_attention_smoke,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.7014874561813477,0.7274162971967288,3.0,3403.6666666666665,0.7144518766890382
hungary,v2_deepsets_smoke,v2,0,"{""backbone"": ""deepsets"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.7005129102262639,0.7033495135278383,3.0,3339.6666666666665,0.7019312118770511
switzerland,v2_attention_smoke,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.6949856434915187,0.7071564684769294,3.0,3393.0,0.701071055984224
switzerland,v2_deepsets_smoke,v2,0,"{""backbone"": ""deepsets"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.6884397923324174,0.7006923656543791,3.0,3329.0,0.6945660789933983
va_long_beach,v2_attention_smoke,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.6572168505244663,0.6936964492568487,3.0,3403.6666666666665,0.6754566498906576
va_long_beach,v2_deepsets_smoke,v2,0,"{""backbone"": ""deepsets"", ""brier_beta"": 0.0, ""d_model"": 16, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.0, ""evaluation_interval"": 1, ""learning_rate"": 0.001, ""max_epochs"": 3, ""n_heads"": 4, ""n_layers"": 1, ""patience_evaluations"": 2, ""validation_mask_replicates"": 1, ""weight_decay"": 0.001}",0.6915901716633086,0.6931466376389745,3.0,3339.6666666666665,0.6923684046511416
