outer_target,inner_validation,model,weighting,parameter_id,parameters_json,seed,fit_seed,fit_seconds,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,hungary,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5062,1863081385,4.820189000005485,294.0,0.36054421768707484,0.8782115616218386,0.789540975152579,0.6821108096548141,0.5779676690905347,0.2381919795072337,0.19604723304633562,0.673469387755102,0.7385086310718587,0.6821192052980133,0.5255102040816326,0.9716981132075472,0.7924528301886793,-2.3670573670641843,1.6686882174285045,0.27118986449198745
cleveland,hungary,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5063,3062061230,2.047217500003171,294.0,0.36054421768707484,0.8951726214371739,0.8357739020714593,0.8566331619596067,0.716998778230904,0.32787675084469003,0.26518678578524746,0.36054421768707484,0.5,0.53,0.36054421768707484,1.0,0.8490566037735849,-5.696341170534528,4.504190399821744,0.34258519604324916
cleveland,hungary,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5064,3878994790,2.1679672000027495,294.0,0.36054421768707484,0.8835307105580088,0.7767904651618156,0.4511444367794759,0.44524708727105433,0.1438498139377222,0.1410294611862628,0.8027210884353742,0.8087113608992373,0.7521367521367521,0.6875,0.8301886792452831,0.7924528301886793,-0.643033366502242,1.4298321466426611,0.09363199453338392
cleveland,switzerland,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5062,719880139,3.0383715000061784,123.0,0.9349593495934959,0.7489130434782609,0.9705295823815338,0.6910211070171003,0.6711644925754685,0.22391187100769508,0.2157420933141075,0.6991869918699187,0.7228260869565217,0.8121827411167513,0.975609756097561,0.6956521739130435,0.591304347826087,2.719363607333013,0.49301865146780466,0.2950253692645488
cleveland,switzerland,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5063,1748750595,3.1955569999990985,123.0,0.9349593495934959,0.7793478260869565,0.9759234496087759,0.49238160228486616,0.5621607539683704,0.16199198424364783,0.19083382805073815,0.7886178861788617,0.7125,0.8761904761904762,0.968421052631579,0.8,0.6260869565217392,2.5703875132366893,0.9511183711853733,0.11611987273366603
cleveland,switzerland,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5064,3418663165,3.112416599993594,123.0,0.9349593495934959,0.7271739130434782,0.9683882722723793,0.819894426141798,0.6707089999162558,0.27545459813796475,0.22163303879677035,0.6260162601626016,0.7418478260869565,0.7526881720430108,0.9859154929577465,0.6086956521739131,0.6434782608695652,2.915384438692479,0.5392258704937188,0.4555616212331764
cleveland,va_long_beach,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5062,2803957077,2.505361299990909,200.0,0.745,0.7666798262929334,0.8770553329355993,0.5663040412297148,0.8705996504874212,0.16785809260945364,0.2530498632118347,0.795,0.6883142518752468,0.8681672025723473,0.8333333333333334,0.9060402684563759,0.5704697986577181,0.2920731724294765,0.4427371958003353,0.13661450785322243
cleveland,va_long_beach,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5063,2209311025,2.683484299996053,200.0,0.745,0.7002237136465325,0.8477792282017613,0.6760238539294008,0.7459621600963342,0.22315613130502185,0.24125682487313152,0.69,0.6823266219239373,0.7703703703703704,0.859504132231405,0.697986577181208,0.3825503355704698,0.963785330500536,0.40859242995335354,0.22434605466380678
cleveland,va_long_beach,realmlp,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""n_epochs"": 256}",5064,416837897,2.755939499998931,200.0,0.745,0.7425977102250296,0.8776568127942367,0.5304529172668206,0.854775225386582,0.1699787830619708,0.28416695650775586,0.785,0.6300171075141465,0.8676923076923077,0.8011363636363636,0.9463087248322147,0.5838926174496645,0.03362007219598421,0.6299133169480815,0.1322985673882207
cleveland,hungary,ft_transformer,pooled,0,"{""batch_size"": 128, ""device"": ""cuda"", ""max_epochs"": 200, ""patience"": 20}",5062,2334087791,4.771104600004037,294.0,0.36054421768707484,0.8953231633881975,0.8064227806253929,0.48754354334380673,0.4472754360087222,0.15390285549970467,0.1404975696474691,0.7891156462585034,0.8001304696908872,0.7416666666666667,0.664179104477612,0.839622641509434,0.8113207547169812,-1.1323896058236211,1.2342249505413017,0.13674451032485047
