outer_target,model,weighting,calibration,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
va_long_beach,tabicl,pooled,raw,mcar_30,9,200.0,0.745,0.6282405579681537,0.8275195209671606,0.6421880595968577,0.8834929853703948,0.21407134676483658,0.29450096350347243,0.67,0.5592841163310962,0.78,0.7748344370860927,0.785234899328859,0.3959731543624161,0.7392494767725735,0.2926299758428551,0.20239070633361636
va_long_beach,tabicl,pooled,raw,mcar_50,0,200.0,0.745,0.6479799973680748,0.8336201841144294,0.593193566110617,0.8465746333856206,0.193845758909971,0.28284486978006634,0.735,0.6029082774049217,0.8306709265175719,0.7926829268292683,0.87248322147651,0.3221476510067114,0.6184136154719279,0.3851718265008223,0.18411859675421582
va_long_beach,tabicl,pooled,raw,mcar_50,1,200.0,0.745,0.6056717989209107,0.8038461100923973,0.653252136378727,0.9854547032173413,0.20960095554297464,0.3202501828155969,0.71,0.5603368864324253,0.8164556962025317,0.7724550898203593,0.8657718120805369,0.3825503355704698,0.7317150056972103,0.2283583118527502,0.21488524871316195
va_long_beach,tabicl,pooled,raw,mcar_50,2,200.0,0.745,0.6727858928806422,0.8399124788213901,0.574260532686697,0.8282701200296749,0.18596759117293124,0.27341472615277607,0.74,0.5933675483616265,0.8364779874213837,0.7869822485207101,0.8926174496644296,0.46308724832214765,0.5354403647594373,0.44096778790336466,0.17481890794737404
va_long_beach,tabicl,pooled,raw,mcar_50,3,200.0,0.745,0.6439663113567575,0.8283322322853794,0.6146197520071385,0.8582450736955414,0.20070769164988866,0.2833264447916775,0.73,0.5995525727069351,0.8269230769230769,0.7914110429447853,0.8657718120805369,0.3959731543624161,0.6888722989592585,0.34383087432970005,0.19227817554828058
va_long_beach,tabicl,pooled,raw,mcar_50,4,200.0,0.745,0.7046979865771812,0.8603736672165301,0.5589564455850919,0.7917763114908933,0.18256392238087948,0.2660935437744264,0.75,0.6194236083695224,0.8407643312101911,0.8,0.8859060402684564,0.4966442953020134,0.4932189558427017,0.4875879733413962,0.1612359416969686
va_long_beach,tabicl,pooled,raw,mcar_50,5,200.0,0.745,0.6444268982760889,0.8304476606808384,0.6076706394719926,0.8956570843991069,0.19587609649751608,0.2943838193995033,0.72,0.5670482958283984,0.8238993710691824,0.7751479289940828,0.8791946308724832,0.4161073825503356,0.6127748390574224,0.33864319810792093,0.18741279583892756
va_long_beach,tabicl,pooled,raw,mcar_50,6,200.0,0.745,0.6673904461113305,0.8288559831860055,0.5853190316207342,0.8700754304094456,0.18767876610864062,0.2882156145358444,0.73,0.554415054612449,0.8343558282208589,0.768361581920904,0.912751677852349,0.4228187919463087,0.5290555518357991,0.4022078146378461,0.18731230542599508
va_long_beach,tabicl,pooled,raw,mcar_50,7,200.0,0.745,0.6841031714699303,0.8695655670171578,0.565508783846198,0.7917144620004428,0.18839916787817068,0.2698073993206961,0.745,0.6225161205421765,0.8360128617363344,0.8024691358024691,0.87248322147651,0.3624161073825503,0.5421417692076518,0.4687072300431846,0.15321856546042834
va_long_beach,tabicl,pooled,raw,mcar_50,8,200.0,0.745,0.697986577181208,0.8729843560992231,0.5510998841442163,0.7736678487868521,0.18589952819219724,0.26944783541486206,0.72,0.5670482958283984,0.8238993710691824,0.7751479289940828,0.8791946308724832,0.5503355704697986,0.4781073646506099,0.5127326043577656,0.14850909552591463
va_long_beach,tabicl,pooled,raw,mcar_50,9,200.0,0.745,0.6219239373601789,0.8312887675231121,0.6276669328392355,0.8934253646475024,0.20771814549811426,0.2999926228438923,0.705,0.5763258323463614,0.8090614886731392,0.78125,0.8389261744966443,0.31543624161073824,0.6958966381405233,0.2991605625755799,0.1932920714488986
va_long_beach,tabicl,pooled,raw,natural,0,200.0,0.745,0.7370706671930518,0.8680250816991206,0.575101657809343,0.6917192041455417,0.18929095363105944,0.2210054291424047,0.73,0.70917225950783,0.8057553956834532,0.8682170542635659,0.7516778523489933,0.5369127516778524,0.7655195415658139,0.5206208526460172,0.17111647568154073
va_long_beach,tabicl,pooled,source_oof_platt,drop_advanced,0,200.0,0.745,0.7431240952756942,0.890492728258808,0.5670269999710535,0.6178252081517139,0.19484610717080053,0.21295744656974475,0.715,0.7055533622845112,0.7912087912087912,0.8709677419354839,0.7248322147651006,0.46308724832214765,0.8864447117587128,0.7251486552599455,0.16807621394730393
va_long_beach,tabicl,pooled,source_oof_platt,drop_exercise,0,200.0,0.745,0.7235162521384393,0.8515806111422008,0.6835590903071119,0.6652149413426118,0.24100490476148648,0.22744408861009802,0.635,0.7034478220818529,0.6970954356846473,0.9130434782608695,0.5637583892617449,0.6442953020134228,1.1697835376608496,0.7058209298193137,0.31672696512408105
va_long_beach,tabicl,pooled,source_oof_platt,drop_routine,0,200.0,0.745,0.7277931306750889,0.8679423247438388,0.5574963359415689,0.9347686743233041,0.17527614968776256,0.3041291433404538,0.775,0.5975128306356099,0.8640483383685801,0.7857142857142857,0.959731543624161,0.5771812080536913,-0.03977518833088433,0.5846513976866698,0.14179363546546725
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,0,200.0,0.745,0.7141729174891434,0.868333839525391,0.5762534398758411,0.6795525588085838,0.19546257932867708,0.23024366898745596,0.725,0.6929201210685616,0.8042704626334519,0.8560606060606061,0.7583892617449665,0.4429530201342282,0.7833615538484043,0.5599706350517187,0.17814765985811074
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,1,200.0,0.745,0.7370706671930518,0.8622967722702516,0.5634143079832222,0.6635367194739561,0.18735827576277417,0.21789593081062966,0.73,0.70917225950783,0.8057553956834532,0.8682170542635659,0.7516778523489933,0.5167785234899329,0.7679366888349896,0.6068248408593659,0.1789050103116661
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,2,200.0,0.745,0.7277273325437557,0.8737665612286585,0.5489777273081836,0.6538956212331308,0.1849199691134361,0.22328342070095922,0.725,0.673575470456639,0.8083623693379791,0.8405797101449275,0.7785234899328859,0.46308724832214765,0.714714808988319,0.6623236687305009,0.16417045598380275
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,3,200.0,0.745,0.7341755494143966,0.8748750978099538,0.5558824702980897,0.6660217532408091,0.18615246079308104,0.22270379389986736,0.735,0.6996315304645349,0.8127208480565371,0.8582089552238806,0.7718120805369127,0.5167785234899329,0.7341355111079261,0.5976746921267587,0.1620908874215775
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,4,200.0,0.745,0.73167522042374,0.8739876371201905,0.5538465013757305,0.66686557390738,0.18601639830979244,0.22447033150706688,0.735,0.6931833135938938,0.8140350877192982,0.8529411764705882,0.7785234899328859,0.4899328859060403,0.724662748674431,0.6081505479481858,0.16144393507769106
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,5,200.0,0.745,0.7356231083037242,0.8550399832045931,0.5645914348410301,0.6782562832183252,0.1861025819255332,0.21931507957231022,0.735,0.7125279642058165,0.8100358422939068,0.8692307692307693,0.7583892617449665,0.5033557046979866,0.7569141655836259,0.5907751098684745,0.1805984324847508
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,6,200.0,0.745,0.7408211606790367,0.8772095960832225,0.5498770542857208,0.6497289336537946,0.18567018548901004,0.21945470387609334,0.73,0.6962758257665482,0.8085106382978723,0.8571428571428571,0.7651006711409396,0.4966442953020134,0.7362354299517698,0.6415061607766076,0.16208404538040527
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,7,200.0,0.745,0.7046321884458481,0.8565406325246155,0.5780957746613951,0.7053803641564986,0.19402503587197026,0.23791008885639242,0.72,0.6702197657586524,0.8041958041958042,0.8394160583941606,0.7718120805369127,0.4161073825503356,0.749782960977386,0.5285447764134142,0.18040830885360842
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,8,200.0,0.745,0.7452954336096855,0.8830461598006643,0.5414919010804802,0.6431164224787613,0.18183924427939602,0.21614474410080753,0.72,0.6831161994999342,0.8014184397163121,0.849624060150376,0.7583892617449665,0.5100671140939598,0.722549501289668,0.6557486153132354,0.15325818323141877
va_long_beach,tabicl,pooled,source_oof_platt,empirical_source,9,200.0,0.745,0.7143045137518096,0.8469749724124338,0.5757220440352345,0.6972617039203864,0.19082890661999274,0.22965878455630914,0.735,0.6867350967232531,0.8153310104529616,0.8478260869565217,0.785234899328859,0.4899328859060403,0.7608761116876644,0.5460233384777748,0.18985275064860857
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,0,200.0,0.745,0.6843005658639294,0.8480431602273326,0.5717692539864149,0.7167095417651499,0.19206608917069548,0.24501963911334246,0.72,0.6508751151467298,0.8082191780821918,0.8251748251748252,0.7919463087248322,0.3825503355704698,0.7128999223865674,0.5339198687702357,0.18173359186852836
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,1,200.0,0.745,0.7575996841689697,0.8900148170675309,0.512672526409298,0.6302116394226857,0.1705273991355898,0.21400300123120286,0.755,0.6872614817739177,0.8338983050847457,0.8424657534246576,0.825503355704698,0.6040268456375839,0.5929408316417302,0.7635827815806543,0.13427569628049932
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,2,200.0,0.745,0.7146993025398078,0.8546636200734922,0.5342910683970259,0.6901142186330389,0.17517599241890722,0.23113581882673534,0.75,0.6452164758520857,0.8366013071895425,0.8152866242038217,0.8590604026845637,0.4697986577181208,0.6073899346195979,0.631600772253007,0.16178716283829894
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,3,200.0,0.745,0.7140413212264771,0.8636752145642781,0.5393611163003951,0.6770018352273642,0.17998708218512063,0.23147584307265062,0.74,0.6514015001973944,0.8266666666666667,0.8211920529801324,0.8322147651006712,0.5234899328859061,0.6460827899383716,0.6463392493870974,0.1585377611744443
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,4,200.0,0.745,0.6917357547045664,0.8398391167948385,0.5698347412433314,0.7279648879175231,0.188075752274618,0.24321577322923363,0.715,0.6281747598368206,0.8080808080808081,0.8108108108108109,0.8053691275167785,0.5503355704697986,0.6849322428156616,0.5282316000271072,0.1873534351140846
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,5,200.0,0.745,0.7279905250690881,0.8643882815019486,0.5477500452309954,0.6745342476453053,0.18149113873673983,0.22615313829514677,0.74,0.6707461508093171,0.8231292517006803,0.8344827586206897,0.8120805369127517,0.5033557046979866,0.6792997278078488,0.640024785536395,0.16587966014637748
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,6,200.0,0.745,0.6968680089485458,0.8585334737902307,0.5703944849276487,0.7044082220953555,0.19198343570888965,0.23929218625538556,0.715,0.6539676273193842,0.8027681660899654,0.8285714285714286,0.7785234899328859,0.37583892617449666,0.7227497564197057,0.5448771568328782,0.17509514853355268
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,7,200.0,0.745,0.6968022108172128,0.8699735829611193,0.5690072687360772,0.6835739307502133,0.19574682684012557,0.2390191651041238,0.69,0.6113962363468878,0.7876712328767124,0.8041958041958042,0.7718120805369127,0.5234899328859061,0.7282581654396971,0.5724329330805609,0.17177484914866373
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,8,200.0,0.745,0.7046979865771812,0.8516194335906274,0.5655014819436659,0.6975078723243788,0.18907651732952604,0.23572126429715573,0.74,0.6707461508093171,0.8231292517006803,0.8344827586206897,0.8120805369127517,0.4228187919463087,0.7140277378031193,0.5654103380063988,0.18085118285270654
va_long_beach,tabicl,pooled,source_oof_platt,mar_age_sex_30,9,200.0,0.745,0.771088301092249,0.9015452946104888,0.4994321602371321,0.6187160645171015,0.16612347479360323,0.2091524329525597,0.755,0.6937096986445586,0.8327645051194539,0.8472222222222222,0.8187919463087249,0.5302013422818792,0.5696732251735172,0.7627477491202601,0.12317014955639723
va_long_beach,tabicl,pooled,source_oof_platt,mcar_10,0,200.0,0.745,0.6974601921305436,0.8478385463073255,0.5855017926842843,0.7160478143795683,0.1954199018414066,0.23835302679192222,0.72,0.6702197657586524,0.8041958041958042,0.8394160583941606,0.7718120805369127,0.4161073825503356,0.7601893940277844,0.5057199718229366,0.19141664889602292
va_long_beach,tabicl,pooled,source_oof_platt,mcar_10,1,200.0,0.745,0.7299644690090802,0.860992621084386,0.5778111023085662,0.6740943242139039,0.19122459510620274,0.21904293285910292,0.72,0.7024608501118568,0.7971014492753623,0.8661417322834646,0.738255033557047,0.5234899328859061,0.8066409935515144,0.5776387547530983,0.18555569909928255
va_long_beach,tabicl,pooled,source_oof_platt,mcar_10,2,200.0,0.745,0.7153572838531386,0.8724528595972589,0.5677677357488002,0.6592587052353343,0.19475157683297678,0.2274195934044601,0.69,0.6500855375707331,0.7785714285714286,0.8320610687022901,0.7315436241610739,0.4563758389261745,0.7838302254359587,0.62028759620763,0.17269944354177047
va_long_beach,tabicl,pooled,source_oof_platt,mcar_10,3,200.0,0.745,0.7150940913278063,0.8461603068283556,0.5883060653851026,0.7014624885138666,0.1943213408747847,0.22765683115367416,0.715,0.6862087116725886,0.7956989247311828,0.8538461538461538,0.7449664429530202,0.47651006711409394,0.790758983489981,0.5170406501511662,0.19954684569740733
