outer_target,control,parameter_id,parameters_json,mean_balanced_log_loss,worst_balanced_log_loss,mean_roc_auc,selection_score
cleveland,logistic_natural,0,"{""C"": 1.0}",0.6599944069011003,0.8845022488373462,0.7515600929576629,0.7722483278692233
cleveland,logistic_structured,0,"{""C"": 1.0}",0.6316644737695861,0.839074435348368,0.7605999790787846,0.7353694545589771
hungary,logistic_natural,0,"{""C"": 1.0}",0.784799004839047,1.1164375469043977,0.6777552568620886,0.9506182758717223
hungary,logistic_structured,0,"{""C"": 1.0}",0.7413702075172662,0.9056106916864779,0.6928114628843242,0.823490449601872
switzerland,logistic_natural,0,"{""C"": 1.0}",0.6287767308648843,1.32464549560389,0.8030398151701617,0.9767111132343871
switzerland,logistic_structured,0,"{""C"": 1.0}",0.6278635517744533,1.0525974564063811,0.8234284817496645,0.8402305040904172
va_long_beach,logistic_natural,0,"{""C"": 1.0}",0.6280433024771531,0.9047256025525047,0.7839223799715447,0.7663844525148289
va_long_beach,logistic_structured,0,"{""C"": 1.0}",0.5703587636128066,0.7389252702135312,0.8025767354056198,0.6546420169131688
