outer_target,inner_validation,control,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
va_long_beach,cleveland,logistic_natural,0,"{""C"": 1.0}",5062,drop_advanced,0,303.0,0.45874587458745875,0.8518161080891384,0.8474009899523703,0.5129672780591885,0.5303113770983541,0.1651385064717,0.1707650121127352,0.7524752475247525,0.7461177399543779,0.7126436781609196,0.7622950819672131,0.6690647482014388,0.6762589928057554,0.3132116869390478,0.7279016858534227,0.12920446447539197
va_long_beach,cleveland,logistic_natural,0,"{""C"": 1.0}",5062,mar_age_sex_30,0,303.0,0.45874587458745875,0.794744692051237,0.7646661599496554,0.5827193472998302,0.5779770321859484,0.1920001836186055,0.19009414984780698,0.7326732673267327,0.7355018424284963,0.7254237288135593,0.6858974358974359,0.7697841726618705,0.6330935251798561,-0.2850366003775522,0.6568946521651522,0.18048505425242883
va_long_beach,cleveland,logistic_natural,0,"{""C"": 1.0}",5062,empirical_source,0,303.0,0.45874587458745875,0.823653272503948,0.8050808523628025,0.5316070944766018,0.5372789015741009,0.1754378315721244,0.17740666191349944,0.7491749174917491,0.7469073521670468,0.7246376811594203,0.7299270072992701,0.7194244604316546,0.6834532374100719,-0.040109605773405554,0.6997405836323156,0.13557958919019114
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,natural,0,294.0,0.36054421768707484,0.8424327579285428,0.7295253896263945,0.6478386070680356,0.563109452692673,0.206810945017307,0.1778160731463927,0.7551020408163265,0.7899939783219591,0.7293233082706767,0.60625,0.9150943396226415,0.7830188679245284,-1.4424053975597386,0.8950043329292231,0.24082929522708177
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,mcar_10,0,294.0,0.36054421768707484,0.8166900843034925,0.6709296221816035,0.6972907482522606,0.6011111571898806,0.21987373988729383,0.18765661376840775,0.7380952380952381,0.7766961059815336,0.7158671586715867,0.5878787878787879,0.9150943396226415,0.7075471698113207,-1.3764465970798643,0.8033985094781293,0.2808369727511688
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,mcar_30,0,294.0,0.36054421768707484,0.7470895222802088,0.6009348806200421,0.9560145290059194,0.7988256749337679,0.3238275120254282,0.26739719226307657,0.5782312925170068,0.6496386993175431,0.6075949367088608,0.45714285714285713,0.9056603773584906,0.5377358490566038,-1.5305309154125442,0.6655519706560822,0.41093495266211677
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,mcar_50,0,294.0,0.36054421768707484,0.6923926134082697,0.6060676139073591,1.098485741580477,0.9047256025525047,0.37982507251752223,0.30899097640823414,0.5102040816326531,0.6026194299478121,0.5789473684210527,0.4194915254237288,0.9339622641509434,0.4528301886792453,-1.5556287420206523,0.5929933993880028,0.43823987803778897
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,drop_routine,0,294.0,0.36054421768707484,0.8349558410276997,0.7405364709829159,0.7184637299599298,0.6120219697050224,0.23869969748923583,0.2014004897711682,0.6530612244897959,0.7081493376154155,0.6530612244897959,0.5106382978723404,0.9056603773584906,0.7641509433962265,-1.7139523929368987,0.9464727447841637,0.26513738168219975
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8174929747089522,0.6550414251506845,0.7419317546535301,0.6283107193293126,0.24463687581094776,0.20428801472240232,0.6632653061224489,0.7223002810116419,0.6666666666666666,0.518324607329843,0.9339622641509434,0.7830188679245284,-1.6427511792324316,0.9330249142287564,0.3201917157390844
va_long_beach,hungary,logistic_natural,0,"{""C"": 1.0}",5062,drop_advanced,0,294.0,0.36054421768707484,0.838317944600562,0.7324029892959985,0.6236781189884798,0.5511386487703052,0.20124675997954672,0.17608319304894737,0.7687074829931972,0.7944600562023284,0.734375,0.6266666666666667,0.8867924528301887,0.7452830188679245,-1.3261672859240012,0.9064858838592567,0.23284053523880816
