outer_target,control,training_seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,logistic_natural,5062,natural,0,303.0,0.45874587458745875,0.8305404456922267,0.8174044292982203,0.5470700896908788,0.5723863643930296,0.17627682069740108,0.18523056553909967,0.7623762376237624,0.750329005088612,0.7,0.8316831683168316,0.60431654676259,0.7194244604316546,0.6203813287004358,0.8803474587274981,0.16476435503392262
cleveland,logistic_natural,5062,mcar_10,0,303.0,0.45874587458745875,0.7922442533777856,0.774287162503303,0.5783813141226019,0.5992081778822967,0.19157498351438806,0.19912182894546768,0.735973597359736,0.7264871030005264,0.68,0.7657657657657657,0.6115107913669064,0.6330935251798561,0.3445185049653975,0.7469531555590841,0.17943219650887912
cleveland,logistic_natural,5062,mcar_30,0,303.0,0.45874587458745875,0.7645200912440779,0.7525630391161245,0.5972262617749738,0.6070571712058459,0.19825648217156275,0.20149082010243147,0.7095709570957096,0.7053869099842078,0.674074074074074,0.6946564885496184,0.6546762589928058,0.5899280575539568,0.005893857675269935,0.6599791040227896,0.20612435195306664
cleveland,logistic_natural,5062,mcar_50,0,303.0,0.45874587458745875,0.6909984207755747,0.6567986416971698,0.6869173293209221,0.6798187230634708,0.23818685237745774,0.2355404148885259,0.6435643564356436,0.6471530092998772,0.64,0.5962732919254659,0.6906474820143885,0.381294964028777,-0.27540458013209757,0.502226781045737,0.2815426733060492
cleveland,logistic_natural,5062,drop_routine,0,303.0,0.45874587458745875,0.8348833128619056,0.8076590974909479,0.6570696299323043,0.6243653155163451,0.21979302797238548,0.207900169424026,0.6732673267326733,0.6932356553781365,0.724233983286908,0.5909090909090909,0.935251798561151,0.7338129496402878,-1.2631452904802847,0.898035761842754,0.21384762240405653
cleveland,logistic_natural,5062,drop_exercise,0,303.0,0.45874587458745875,0.7065713283032111,0.6506200832896689,0.8617312980725573,0.924795866409382,0.2994649110720274,0.32355995655817066,0.5544554455445545,0.5149368310229865,0.06896551724137931,0.8333333333333334,0.03597122302158273,0.4244604316546763,1.2907519308483868,0.8308594289830945,0.30362748258334865
cleveland,logistic_natural,5062,drop_advanced,0,303.0,0.45874587458745875,0.8576504649938586,0.8561396784140408,0.48770466618497466,0.5060592275538424,0.1560238764889746,0.1624271176058533,0.7854785478547854,0.7777022284611335,0.7450980392156863,0.8189655172413793,0.6834532374100719,0.7410071942446043,0.4790943071750381,0.9576593380448573,0.12964093941399776
cleveland,logistic_natural,5062,mar_age_sex_30,0,303.0,0.45874587458745875,0.809922793472539,0.8002565174582987,0.5434778606191948,0.561815259184274,0.18140666970319744,0.18849718769775473,0.7425742574257426,0.730939638533076,0.6776859504132231,0.7961165048543689,0.5899280575539568,0.6690647482014388,0.3506124699015732,0.8349899845551214,0.15002129771015255
cleveland,logistic_natural,5062,empirical_source,0,303.0,0.45874587458745875,0.8270749254255132,0.8194259496592942,0.5220316746169045,0.5380130258990591,0.16998613695844406,0.17590901542846016,0.7524752475247525,0.743376030882611,0.701195219123506,0.7857142857142857,0.6330935251798561,0.6906474820143885,0.3219985495136819,0.9279852410498457,0.1516773431853451
cleveland,logistic_structured,5062,natural,0,303.0,0.45874587458745875,0.8533075978241796,0.8405520304316085,0.5023489658922977,0.5202890168598977,0.15932677064661857,0.16553903031065118,0.7722772277227723,0.7633137392525005,0.7250996015936255,0.8125,0.6546762589928058,0.7697841726618705,0.38331436240153516,0.8016363148071343,0.12676002998414926
cleveland,logistic_structured,5062,mcar_10,0,303.0,0.45874587458745875,0.8201438848920862,0.8001289065300323,0.5462179895567083,0.56389130032211,0.17617918123283524,0.1825395038143821,0.7491749174917491,0.7397789085804527,0.696,0.7837837837837838,0.6258992805755396,0.6906474820143885,0.2733419365303253,0.7028509144568048,0.14824726023424278
cleveland,logistic_structured,5062,mcar_30,0,303.0,0.45874587458745875,0.7921126513423408,0.7644958120083737,0.5914709205399423,0.6124538335328207,0.1941236558223143,0.20158049947823925,0.7062706270627063,0.6957580277241622,0.6396761133603239,0.7314814814814815,0.5683453237410072,0.60431654676259,0.3134440164034988,0.6737744615929231,0.18331868561270395
cleveland,logistic_structured,5062,mcar_50,0,303.0,0.45874587458745875,0.7578522547815406,0.7308938377442118,0.6101195297937061,0.6285001072850833,0.20578132731189525,0.21267867327555523,0.6897689768976898,0.6783207580277242,0.6147540983606558,0.7142857142857143,0.539568345323741,0.5467625899280576,0.23019395174620505,0.6832680521132447,0.2088166245663644
cleveland,logistic_structured,5062,drop_routine,0,303.0,0.45874587458745875,0.8541410773819968,0.83806233897106,0.4882680791487563,0.5013964143189383,0.1548352405994959,0.15949584141356649,0.7854785478547854,0.7771538866467802,0.7430830039525692,0.8245614035087719,0.6762589928057554,0.7410071942446043,0.2499293722984294,0.8243932512861224,0.12352039576707988
cleveland,logistic_structured,5062,drop_exercise,0,303.0,0.45874587458745875,0.7579838568169854,0.712334621577063,0.6349756506133156,0.6632808874380336,0.2201878203628334,0.23132975638041706,0.6435643564356436,0.6224776276539744,0.4857142857142857,0.7183098591549296,0.3669064748201439,0.4316546762589928,0.5025361171679475,0.7205851410070233,0.20219084370200133
cleveland,logistic_structured,5062,drop_advanced,0,303.0,0.45874587458745875,0.8556325671170381,0.8538396562712015,0.4764680149100317,0.48732597145062595,0.1529875518412687,0.156518637817525,0.7755775577557755,0.7718459378838393,0.7481481481481481,0.7709923664122137,0.7266187050359713,0.7338129496402878,0.176293744267381,0.9073316275666642,0.12118950867815145
cleveland,logistic_structured,5062,mar_age_sex_30,0,303.0,0.45874587458745875,0.8375592209159503,0.8128117876765737,0.5306954136181531,0.551585364479314,0.17555342225219203,0.18332486403942516,0.7293729372937293,0.7165511493244429,0.6554621848739496,0.7878787878787878,0.5611510791366906,0.697841726618705,0.4914986606717649,0.8391875656868564,0.14375800505916264
cleveland,logistic_structured,5062,empirical_source,0,303.0,0.45874587458745875,0.8255395683453237,0.8148778114730522,0.515778298679415,0.5262227111535966,0.16743840537394822,0.17104673456000474,0.7491749174917491,0.7441656430952799,0.7142857142857143,0.7480314960629921,0.6834532374100719,0.6834532374100719,0.12110644878166095,0.8701254019680461,0.14547345701080133
hungary,logistic_natural,5062,natural,0,294.0,0.36054421768707484,0.9060618225612204,0.8515644354050939,0.3744227279014524,0.4224858120841878,0.11719452780724589,0.134879571591253,0.8299319727891157,0.8032416700120433,0.75,0.7978723404255319,0.7075471698113207,0.839622641509434,0.2103181116075746,1.1907850700471136,0.06039726205101045
hungary,logistic_natural,5062,mcar_10,0,294.0,0.36054421768707484,0.8896527498996387,0.8271145847405805,0.40197158794454324,0.4400676351218906,0.12670228654892277,0.14140870495489966,0.8163265306122449,0.7884885588117222,0.73,0.776595744680851,0.6886792452830188,0.8301886792452831,-0.011734452762065056,1.1554111617595653,0.07178668019629737
hungary,logistic_natural,5062,mcar_30,0,294.0,0.36054421768707484,0.8234142914492172,0.7463190340085911,0.5044156343127965,0.5100500450530456,0.17137661078077948,0.17327993089181962,0.7142857142857143,0.7087013247691689,0.6347826086956522,0.5887096774193549,0.6886792452830188,0.6320754716981132,-0.512040070039444,0.9790641596284835,0.11914714780648428
hungary,logistic_natural,5062,mcar_50,0,294.0,0.36054421768707484,0.7898434363709353,0.7062784571462476,0.5867962104444121,0.5626939332286449,0.2016089504580052,0.19096282504535278,0.6768707482993197,0.7000200722601365,0.6360153256704981,0.535483870967742,0.7830188679245284,0.6698113207547169,-0.821537065629148,0.9523432394422481,0.19724745988440096
hungary,logistic_natural,5062,drop_routine,0,294.0,0.36054421768707484,0.9072159775190687,0.8476532645933211,0.5498784301152712,0.4717649960972013,0.17896428471360518,0.15120827067930692,0.7721088435374149,0.8074066639903653,0.7471698113207547,0.6226415094339622,0.9339622641509434,0.8490566037735849,-1.8157779118270438,1.239929442488683,0.17004635247551492
hungary,logistic_natural,5062,drop_exercise,0,294.0,0.36054421768707484,0.8414291449217182,0.7092980539118073,0.5337076795881162,0.6718423093455818,0.18331103758908868,0.23847965161639073,0.6666666666666666,0.5541951023685268,0.24615384615384617,0.6666666666666666,0.1509433962264151,0.7830188679245284,1.3155303961110423,1.3804551896098602,0.13624017095492108
hungary,logistic_natural,5062,drop_advanced,0,294.0,0.36054421768707484,0.9054596547571256,0.8505034885444827,0.38107235194765443,0.44296424458634254,0.1198142595614531,0.14297542729956825,0.8299319727891157,0.7929546366920914,0.7368421052631579,0.8333333333333334,0.660377358490566,0.839622641509434,0.43500653781696613,1.2186127094301702,0.06328959728211378
hungary,logistic_natural,5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8765556001605781,0.8002476445950127,0.42188155583828885,0.4669808081397302,0.13581642987039394,0.15292127580311574,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.8018867924528302,0.05201022600713638,1.1121343123882155,0.0782797341452946
hungary,logistic_natural,5062,empirical_source,0,294.0,0.36054421768707484,0.9029506222400643,0.8548004428845795,0.38230294200004017,0.43377342876098346,0.11970787964393474,0.13930394084421707,0.8299319727891157,0.7991268566840626,0.7448979591836735,0.8111111111111111,0.6886792452830188,0.8584905660377359,0.2685871250348086,1.2666185213735857,0.0622084042477707
hungary,logistic_structured,5062,natural,0,294.0,0.36054421768707484,0.9099759132878363,0.8640996106230724,0.3710525269875524,0.3843996515134642,0.11603220790674729,0.12132705996494739,0.8367346938775511,0.8270774789241269,0.7777777777777778,0.7636363636363637,0.7924528301886793,0.8207547169811321,-0.34289116252357166,1.167202133758612,0.05639435384302264
hungary,logistic_structured,5062,mcar_10,0,294.0,0.36054421768707484,0.8942693697310318,0.8466418575559073,0.4003745461112644,0.4162249515888995,0.12630802391054277,0.13274158423146437,0.8231292517006803,0.8102669610598154,0.7570093457943925,0.75,0.7641509433962265,0.8207547169811321,-0.34794957208174054,1.1803109045021498,0.0697952587602928
hungary,logistic_structured,5062,mcar_30,0,294.0,0.36054421768707484,0.8568847852268165,0.8074536050577815,0.46098884161927123,0.4720819482117604,0.15040661779914216,0.15427429380697183,0.7789115646258503,0.7736350863107186,0.7111111111111111,0.6722689075630253,0.7547169811320755,0.7452830188679245,-0.4632360751945066,1.226958959854817,0.09896629017881875
hungary,logistic_structured,5062,mcar_50,0,294.0,0.36054421768707484,0.8404255319148937,0.7789427670192153,0.497548383023526,0.5043011453513725,0.16302139386450065,0.16535012847412756,0.7619047619047619,0.7582798073063026,0.6929824561403509,0.6475409836065574,0.7452830188679245,0.7358490566037735,-0.5185095705608491,1.3873240888936715,0.12055234403034419
hungary,logistic_structured,5062,drop_routine,0,294.0,0.36054421768707484,0.9102769971898835,0.8567614627195049,0.37397466255847195,0.39069655958895144,0.11634926718271438,0.12274526790410366,0.826530612244898,0.8129265355279005,0.7605633802816901,0.7570093457943925,0.7641509433962265,0.8207547169811321,-0.2924929889498591,1.2128322461620287,0.057712629160755424
hungary,logistic_structured,5062,drop_exercise,0,294.0,0.36054421768707484,0.8557808109193096,0.7474617235171191,0.4598244055037118,0.49206699658535663,0.14674946878425008,0.1590113588068809,0.7993197278911565,0.7957647531112003,0.7377777777777778,0.6974789915966386,0.7830188679245284,0.8018867924528302,-0.08845153400958686,1.395337681639181,0.09419814467445872
hungary,logistic_structured,5062,drop_advanced,0,294.0,0.36054421768707484,0.9058610999598555,0.8561991048025076,0.37526098185973455,0.3975954686868983,0.11775474731794774,0.1266929201146224,0.826530612244898,0.81086912886391,0.7582938388625592,0.7619047619047619,0.7547169811320755,0.8301886792452831,-0.20839368034735606,1.1485080069196325,0.05826737044548614
hungary,logistic_structured,5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8991368928141309,0.8501524618676312,0.39001651665922904,0.41596608778707017,0.12280256408399517,0.132486819815403,0.8299319727891157,0.8155861099959856,0.7641509433962265,0.7641509433962265,0.7641509433962265,0.8018867924528302,-0.16913379455942618,1.2541315135790738,0.06115719548198926
hungary,logistic_structured,5062,empirical_source,0,294.0,0.36054421768707484,0.9051585708550782,0.8632384607291179,0.37668086430458086,0.39793953225340345,0.11733930097754779,0.12577145856686495,0.8435374149659864,0.8303392211963068,0.7830188679245284,0.7830188679245284,0.7830188679245284,0.8679245283018868,-0.23779813718766332,1.1958187142645516,0.05877658935428251
