outer_target,inner_validation,experiment,variant,parameter_id,seed,epoch,objective,validation_score,natural_supervised_risk,masked_supervised_risk,consistency_risk,confident_fraction
cleveland,hungary,mirrams_equation9,mirrams,1,5062,5.0,7.920773029327393,0.8764536029727524,0.47953444719314575,0.4960825741291046,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,1,5062,10.0,7.459095001220703,1.009102445995504,0.4577357769012451,0.46675726771354675,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,1,5062,15.0,6.985880374908447,0.9909884656108439,0.44635453820228577,0.43596839904785156,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,1,5062,20.0,6.883468151092529,0.8781981454133817,0.433675080537796,0.4299861788749695,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,1,5062,25.0,6.7427897453308105,0.7897601012392197,0.4154861271381378,0.4218202233314514,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,1,5062,30.0,7.632497310638428,0.7800871131911353,0.40255221724510193,0.4128243923187256,0.0691719800233841,0.0030959751456975937
cleveland,hungary,mirrams_equation9,mirrams,1,5062,35.0,8.161969184875488,0.8241761109637051,0.40048956871032715,0.3994472622871399,0.11798470467329025,0.030959751456975937
cleveland,hungary,mirrams_equation9,mirrams,1,5062,40.0,7.890122890472412,0.8748316643740082,0.405588299036026,0.4350477159023285,0.063921257853508,0.1919504553079605
cleveland,hungary,mirrams_equation9,mirrams,1,5062,45.0,7.476438999176025,0.8597518529391777,0.41011250019073486,0.41703158617019653,0.05405687540769577,0.3467492163181305
cleveland,hungary,mirrams_equation9,mirrams,1,5062,50.0,7.135918617248535,0.7728661477640653,0.39283207058906555,0.3978453278541565,0.05169375240802765,0.38080495595932007
cleveland,hungary,mirrams_equation9,mirrams,1,5062,55.0,7.2415924072265625,0.7353957378229389,0.3856128454208374,0.4032856822013855,0.05377960950136185,0.40866872668266296
cleveland,hungary,mirrams_equation9,mirrams,1,5062,60.0,7.329644203186035,0.7367691070932976,0.37392228841781616,0.4081439673900604,0.05557083338499069,0.5077399015426636
cleveland,hungary,mirrams_equation9,mirrams,1,5062,65.0,7.235531330108643,0.7314218672235919,0.3827342092990875,0.40585339069366455,0.05099974572658539,0.5386996865272522
cleveland,hungary,mirrams_equation9,mirrams,1,5062,70.0,6.990845203399658,0.6914169511760531,0.3717869818210602,0.39222678542137146,0.04904374107718468,0.5356037020683289
cleveland,hungary,mirrams_equation9,mirrams,1,5062,75.0,7.28004789352417,0.6649095948815692,0.34751376509666443,0.40596234798431396,0.05620662122964859,0.495356023311615
cleveland,hungary,mirrams_equation9,mirrams,1,5062,80.0,6.79640007019043,0.6893937117757444,0.36251676082611084,0.3745634853839874,0.05436208099126816,0.5356037020683289
cleveland,hungary,mirrams_equation9,mirrams,1,5062,85.0,7.058382511138916,0.715030809286866,0.38508856296539307,0.39260390400886536,0.05228235572576523,0.5882352590560913
cleveland,hungary,mirrams_equation9,mirrams,1,5062,90.0,6.950477600097656,0.6808484198392382,0.3685479164123535,0.38987720012664795,0.04891812428832054,0.5541795492172241
cleveland,hungary,mirrams_equation9,mirrams,1,5062,95.0,6.768495082855225,0.6725074469924569,0.3470518887042999,0.3779424726963043,0.05015372484922409,0.5603715181350708
cleveland,hungary,mirrams_equation9,mirrams,1,5062,100.0,7.266635894775391,0.6840383862842252,0.3599381446838379,0.41114386916160583,0.04930265620350838,0.5603715181350708
cleveland,hungary,mirrams_equation9,mirrams,1,5062,105.0,6.852335453033447,0.6742292547495834,0.3588643968105316,0.3873363733291626,0.045561693608760834,0.5634675025939941
cleveland,hungary,mirrams_equation9,mirrams,1,5062,110.0,6.656034469604492,0.6609876283487774,0.3426101505756378,0.37097305059432983,0.0499219074845314,0.5634675025939941
cleveland,hungary,mirrams_equation9,mirrams,1,5062,115.0,6.3756279945373535,0.6594644921227839,0.3439359664916992,0.3544696271419525,0.04764319583773613,0.5634675025939941
cleveland,hungary,mirrams_equation9,mirrams,1,5062,120.0,6.416671276092529,0.6618035275392651,0.3367913067340851,0.359798401594162,0.04552691429853439,0.5758513808250427
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,5.0,10.055410385131836,0.6589743183052928,0.6257255673408508,0.628645658493042,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,10.0,9.167536735534668,0.6508710215044824,0.5473394393920898,0.5746798515319824,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,15.0,8.443718910217285,0.6599852337426598,0.5051059722900391,0.5292408466339111,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,20.0,8.101143836975098,0.688987835995658,0.4670697748661041,0.5089382529258728,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,25.0,7.961946964263916,0.7239900670394797,0.46019163727760315,0.5001170039176941,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,30.0,8.609416961669922,0.7389443064544199,0.45295071601867676,0.46446114778518677,0.07930326461791992,0.0020242915488779545
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,35.0,8.588621139526367,0.7460342351486069,0.43968313932418823,0.46503016352653503,0.07823237031698227,0.0060728746466338634
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,40.0,8.916010856628418,0.7543431408992296,0.4223412871360779,0.45183640718460083,0.11440823972225189,0.050607290118932724
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,45.0,8.420833587646484,0.7688783398761025,0.43031442165374756,0.4544312655925751,0.07827000319957733,0.1072874516248703
cleveland,switzerland,mirrams_equation9,mirrams,1,5062,50.0,8.368277549743652,0.7771586365470282,0.4325796365737915,0.4704523980617523,0.058594103902578354,0.1437246948480606
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,5.0,10.37376594543457,0.6889400128836825,0.6194650530815125,0.6502867341041565,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,10.0,8.872305870056152,0.7016143472468289,0.529218316078186,0.5562058091163635,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,15.0,8.130879402160645,0.7402208133594007,0.47813495993614197,0.5101829767227173,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,20.0,7.108780860900879,0.7958781224046751,0.4365490972995758,0.444815456867218,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,25.0,6.8985915184021,0.8379982072850627,0.400333046913147,0.43321722745895386,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,30.0,7.599334716796875,0.8913855876650392,0.3632790744304657,0.3964637517929077,0.08593999594449997,0.011990407481789589
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,35.0,7.886537075042725,0.9592950509442848,0.36845818161964417,0.42256221175193787,0.07864303886890411,0.07673861086368561
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,40.0,7.595636367797852,1.0399380922602652,0.352241575717926,0.41344451904296875,0.06944847106933594,0.2158273458480835
cleveland,va_long_beach,mirrams_equation9,mirrams,1,5062,45.0,7.087839126586914,1.0802368774227296,0.35297879576683044,0.3890170156955719,0.05997368320822716,0.2949640452861786
cleveland,hungary,mirrams_equation9,mirrams,2,5062,5.0,8.017169952392578,0.8781230864235767,0.4802270531654358,0.5024628639221191,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,2,5062,10.0,7.486131191253662,1.0258135323303712,0.4603133499622345,0.4683878421783447,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,2,5062,15.0,7.046846866607666,1.034853592300022,0.45346763730049133,0.43955859541893005,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,2,5062,20.0,7.029951095581055,0.931504097275204,0.44246527552604675,0.43916571140289307,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,2,5062,25.0,6.903106689453125,0.8306704346840397,0.42165815830230713,0.43209657073020935,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,2,5062,30.0,8.171894073486328,0.7995555709584772,0.40980052947998047,0.4290464222431183,0.08842647820711136,0.0030959751456975937
cleveland,hungary,mirrams_equation9,mirrams,2,5062,35.0,8.627364158630371,0.8236709007999936,0.4062751233577728,0.4158167243003845,0.1322558969259262,0.015479875728487968
cleveland,hungary,mirrams_equation9,mirrams,2,5062,40.0,8.093597412109375,0.8787700222776633,0.41036999225616455,0.43103092908859253,0.08118424564599991,0.10526315867900848
cleveland,hungary,mirrams_equation9,mirrams,2,5062,45.0,7.676276683807373,0.9167980738091454,0.42258739471435547,0.4231768548488617,0.060402438044548035,0.26625385880470276
cleveland,hungary,mirrams_equation9,mirrams,2,5062,50.0,7.735347270965576,0.8607500235050458,0.41289904713630676,0.424670547246933,0.06349267810583115,0.37770897150039673
cleveland,hungary,mirrams_equation9,mirrams,2,5062,55.0,7.342257022857666,0.7881995113709035,0.40031933784484863,0.406228631734848,0.05656721442937851,0.396284818649292
cleveland,hungary,mirrams_equation9,mirrams,2,5062,60.0,7.746943950653076,0.7592324264225976,0.3834501802921295,0.4207232594490051,0.07017634063959122,0.47058820724487305
cleveland,hungary,mirrams_equation9,mirrams,2,5062,65.0,7.636316299438477,0.7638005512484735,0.3917132019996643,0.42415082454681396,0.058822739869356155,0.5232198238372803
cleveland,hungary,mirrams_equation9,mirrams,2,5062,70.0,7.230030536651611,0.7510795484726791,0.3859254717826843,0.39719802141189575,0.05907568708062172,0.5417956709861755
cleveland,hungary,mirrams_equation9,mirrams,2,5062,75.0,7.617785930633545,0.7374109846243806,0.3740646243095398,0.4203445315361023,0.06257021427154541,0.5232198238372803
cleveland,hungary,mirrams_equation9,mirrams,2,5062,80.0,7.586319446563721,0.7201518534082831,0.3812229633331299,0.41956302523612976,0.0607767328619957,0.5479875802993774
cleveland,hungary,mirrams_equation9,mirrams,2,5062,85.0,7.224530220031738,0.7097723106864247,0.3959600329399109,0.39994457364082336,0.05529345944523811,0.5541795492172241
cleveland,hungary,mirrams_equation9,mirrams,2,5062,90.0,7.218844890594482,0.6841752478150093,0.3861125111579895,0.40615251660346985,0.04936298727989197,0.5510835647583008
cleveland,hungary,mirrams_equation9,mirrams,2,5062,95.0,7.387475490570068,0.6840942117436704,0.364824503660202,0.41217154264450073,0.05600520223379135,0.5356037020683289
cleveland,hungary,mirrams_equation9,mirrams,2,5062,100.0,7.745077610015869,0.7197161236849163,0.38128435611724854,0.43453481793403625,0.05638476461172104,0.5758513808250427
cleveland,hungary,mirrams_equation9,mirrams,2,5062,105.0,7.0668253898620605,0.724024447825367,0.3800540268421173,0.3960915803909302,0.04969315975904465,0.585139274597168
cleveland,hungary,mirrams_equation9,mirrams,2,5062,110.0,7.269872665405273,0.6945678294622035,0.3618364632129669,0.4034494459629059,0.057086292654275894,0.5789473652839661
cleveland,hungary,mirrams_equation9,mirrams,2,5062,115.0,6.941479682922363,0.6947990170863918,0.3602854609489441,0.38345783948898315,0.05528843402862549,0.5727553963661194
cleveland,hungary,mirrams_equation9,mirrams,2,5062,120.0,6.870601654052734,0.7157131295239372,0.356790691614151,0.38575413823127747,0.04849992319941521,0.5975232124328613
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,5.0,10.220183372497559,0.6589900112023195,0.627109706401825,0.6395382285118103,-0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,10.0,9.291293144226074,0.651991493314877,0.5515126585960388,0.5826520323753357,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,15.0,8.689476013183594,0.6605716362059958,0.5090893507003784,0.5453590750694275,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,20.0,8.416634559631348,0.6871920664205553,0.4697606861591339,0.5297915935516357,-0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,25.0,8.126906394958496,0.7199034333612321,0.46137335896492004,0.5110355019569397,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,30.0,7.557705879211426,0.7381516558303933,0.4555605351924896,0.4734763503074646,0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,35.0,9.585799217224121,0.7418785411264126,0.4421437978744507,0.4780566394329071,0.13152039051055908,0.0020242915488779545
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,40.0,9.204004287719727,0.741648221546614,0.4224674701690674,0.46931132674217224,0.11612445116043091,0.004048583097755909
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,45.0,8.903512001037598,0.7479951639789739,0.426028311252594,0.47421714663505554,0.09094839543104172,0.014170041307806969
cleveland,switzerland,mirrams_equation9,mirrams,2,5062,50.0,8.793259620666504,0.7629556408556335,0.436805784702301,0.4797692894935608,0.07732760906219482,0.08704453706741333
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,5.0,10.512874603271484,0.6909003132157241,0.6221396923065186,0.6593822836875916,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,10.0,9.095434188842773,0.7002313495847297,0.5352492332458496,0.5706790089607239,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,15.0,8.45390510559082,0.7327076215766308,0.48503363132476807,0.5312581062316895,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,20.0,7.522760391235352,0.7804455696639341,0.4427522122859955,0.4720005393028259,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,25.0,7.144289016723633,0.8138443686654808,0.40578821301460266,0.44923338294029236,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,30.0,8.457101821899414,0.8674692877989691,0.36970406770706177,0.439010888338089,0.10014896839857101,0.011990407481789589
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,35.0,8.489409446716309,0.9560037575394155,0.37682342529296875,0.4411908686161041,0.09964817762374878,0.06954436749219894
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,40.0,8.160674095153809,1.040012935159422,0.36738309264183044,0.4381280839443207,0.08142466098070145,0.213429257273674
cleveland,va_long_beach,mirrams_equation9,mirrams,2,5062,45.0,7.7661943435668945,1.0543947909878786,0.36596187949180603,0.41624560952186584,0.07710321247577667,0.28297361731529236
cleveland,hungary,mirrams_equation9,mirrams,3,5062,5.0,7.040827751159668,0.8936719630347572,0.4375901222229004,0.4402158558368683,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,3,5062,10.0,7.714186668395996,0.7402419458524553,0.3956657350063324,0.4183180332183838,0.06958335638046265,0.018575850874185562
cleveland,hungary,mirrams_equation9,mirrams,3,5062,15.0,6.843905925750732,0.8539775412883523,0.4194178879261017,0.3841998279094696,0.044099364429712296,0.5417956709861755
cleveland,hungary,mirrams_equation9,mirrams,3,5062,20.0,6.656711101531982,0.6297430416593387,0.390199214220047,0.38265591859817505,0.03511156141757965,0.5015479922294617
cleveland,hungary,mirrams_equation9,mirrams,3,5062,25.0,6.594991683959961,0.6687514925312115,0.3619316518306732,0.3795386850833893,0.03599863499403,0.6099070906639099
cleveland,hungary,mirrams_equation9,mirrams,3,5062,30.0,6.044838905334473,0.6549126087093728,0.3402240574359894,0.3397834002971649,0.040524210780858994,0.5634675025939941
cleveland,hungary,mirrams_equation9,mirrams,3,5062,35.0,6.014984130859375,0.6328988590670827,0.332136332988739,0.34069907665252686,0.03815746679902077,0.6068111062049866
cleveland,hungary,mirrams_equation9,mirrams,3,5062,40.0,6.190901756286621,0.6292485564384971,0.3008866012096405,0.3551827073097229,0.03748498111963272,0.5603715181350708
cleveland,hungary,mirrams_equation9,mirrams,3,5062,45.0,6.0296478271484375,0.6678555356822038,0.2924876809120178,0.3492358326911926,0.033241529017686844,0.6130030751228333
cleveland,hungary,mirrams_equation9,mirrams,3,5062,50.0,5.661483287811279,0.6791075967538835,0.29671481251716614,0.3168947696685791,0.04075644165277481,0.6099070906639099
cleveland,hungary,mirrams_equation9,mirrams,3,5062,55.0,5.5797834396362305,0.6761629615546934,0.2643516957759857,0.3149915933609009,0.039370495826005936,0.6594427227973938
cleveland,hungary,mirrams_equation9,mirrams,3,5062,60.0,5.264707565307617,0.6976368029035239,0.23937246203422546,0.2814338207244873,0.05358855426311493,0.6191950440406799
cleveland,hungary,mirrams_equation9,mirrams,3,5062,65.0,4.569330215454102,0.676133235812564,0.24809835851192474,0.2507002353668213,0.037381913512945175,0.6625387072563171
cleveland,hungary,mirrams_equation9,mirrams,3,5062,70.0,4.98124361038208,0.731585975922481,0.21809934079647064,0.2658349275588989,0.051708027720451355,0.6811145544052124
cleveland,hungary,mirrams_equation9,mirrams,3,5062,75.0,4.665476322174072,0.8433484469828061,0.22482478618621826,0.261888712644577,0.034154728055000305,0.7151702642440796
cleveland,hungary,mirrams_equation9,mirrams,3,5062,80.0,4.232161045074463,0.8080473921443996,0.20498600602149963,0.2294134944677353,0.03906484320759773,0.668730616569519
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,5.0,7.953619480133057,0.6964938103455557,0.49035435914993286,0.49755099415779114,-0.0,0.0
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,10.0,8.22138786315918,0.7685478822115112,0.43375328183174133,0.453420490026474,0.06575512886047363,0.004048583097755909
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,15.0,7.53464412689209,0.7838002385313141,0.4201514422893524,0.4242546260356903,0.05004490166902542,0.13765183091163635
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,20.0,7.449121475219727,0.7783195037927593,0.3931392729282379,0.43246757984161377,0.037931203842163086,0.21862348914146423
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,25.0,7.530444145202637,0.7754679234251571,0.3961893916130066,0.41653281450271606,0.05908418819308281,0.23279352486133575
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,30.0,6.657016277313232,0.7884306518062338,0.38101688027381897,0.3860022723674774,0.03239769488573074,0.2368421107530594
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,35.0,6.763525485992432,0.7897245754149936,0.36756786704063416,0.3965843617916107,0.029812807217240334,0.28137651085853577
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,40.0,6.574422836303711,0.8032291973033052,0.34633108973503113,0.3872282803058624,0.027977852150797844,0.26720649003982544
cleveland,switzerland,mirrams_equation9,mirrams,3,5062,45.0,6.456446170806885,0.869246025662676,0.3451688289642334,0.3658316433429718,0.04158685356378555,0.3441295623779297
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,5.0,7.300983905792236,0.8432523375684613,0.4256676733493805,0.4583544135093689,0.0,0.0
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,10.0,7.1776533126831055,1.1232623992729964,0.3478216528892517,0.39331355690956116,0.062008555978536606,0.22781774401664734
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,15.0,6.6226325035095215,1.1994199750219867,0.3524249792098999,0.367111474275589,0.05090237036347389,0.568345308303833
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,20.0,5.828655242919922,1.2142399336387653,0.31737199425697327,0.3251674473285675,0.04225144535303116,0.5707434415817261
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,25.0,5.717484951019287,1.344238240052463,0.3035101890563965,0.3134266436100006,0.04750498756766319,0.5635491609573364
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,30.0,5.2757568359375,1.2211443537659972,0.2767426371574402,0.289137601852417,0.04413003847002983,0.5635491609573364
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,35.0,5.469212532043457,1.299591642387925,0.2823615074157715,0.3061092793941498,0.039680782705545425,0.6019184589385986
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,40.0,5.388031959533691,1.3439798705298758,0.2563776969909668,0.29699933528900146,0.04511094465851784,0.597122311592102
cleveland,va_long_beach,mirrams_equation9,mirrams,3,5062,45.0,5.367184638977051,1.296309132637029,0.2644929885864258,0.3068472743034363,0.03333217278122902,0.6450839638710022
cleveland,hungary,mirrams_equation9,mirrams,4,5062,5.0,7.243641376495361,0.9307085601675449,0.44285133481025696,0.45338597893714905,0.0,0.0
cleveland,hungary,mirrams_equation9,mirrams,4,5062,10.0,7.799687385559082,0.7454295191752629,0.4010482132434845,0.43026721477508545,0.06297540664672852,0.006191950291395187
cleveland,hungary,mirrams_equation9,mirrams,4,5062,15.0,7.291405200958252,0.9869586082698207,0.4280489981174469,0.40135008096694946,0.056206993758678436,0.5356037020683289
cleveland,hungary,mirrams_equation9,mirrams,4,5062,20.0,7.266182899475098,0.7299453723408722,0.4058501422405243,0.4097820818424225,0.047573432326316833,0.5448915958404541
